GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,Mean.SVM.Score,Mean.FP.Rate
57449,1,6516152,6590121,135,16,717,-0.52622,0.70063,3.45179401747848,0.176
79707,1,6571407,6624658,148,3,908,-0.65179,0.74273,-1.86738910944552,0.514
80835,1,6604987,6649817,72,4,830,-0.49669,0.6903,1.09255897630536,0.2712
3104,1,6630051,6659340,30,7,728,0.31209,0.37749,0.133829523736688,0.2232
9903,1,6640784,6672958,27,4,850,1.463,0.071731,4.4282222926717,0.1632
148479,1,6663756,6694093,38,5,916,1.4834,0.068982,0.446361169656714,0.2552
55735,1,6684228,6771966,141,10,903,1.1016,0.13532,2.59469908032896,0.2132
23261,1,6835384,7839766,1994,152,864,-0.2106,0.5834,3.03358795059702,0.2332
9341,1,7821329,7851492,73,13,924,0.2271,0.41017,4.34819653439073,0.0892
8863,1,7834413,7915241,223,22,909,0.14805,0.44115,-0.308466734447333,0.3744
10911,1,7897672,7923551,79,14,849,-0.60931,0.72884,-0.960281883779892,0.4292
3604,1,7965931,8013225,35,5,824,0.77576,0.21895,-1.39824001128908,0.4888
11315,1,8011714,8055342,61,6,874,0.49792,0.30927,-2.77160365094716,0.5992
54206,1,8061779,8096393,40,4,931,0.19874,0.42123,2.06636810883077,0.164
50651,1,8368171,8414227,99,12,759,-0.64624,0.74094,0.157722359551877,0.2064
473,1,8402464,8887699,527,15,901,-1.072,0.85813,4.62889261299686,0.1068
2023,1,8911059,8949151,52,5,906,0.30411,0.38052,-2.66583563153305,0.58
765,1,8995893,9045151,107,21,737,0.12627,0.44976,0.846582546266652,0.1996
155184,1,9053359,9096404,105,19,772,-0.89335,0.81417,-3.63900112293218,0.6084
6518,1,9087005,9141763,129,13,809,-0.90359,0.81689,1.06650295546299,0.2152
80045,1,9153472,9199229,85,8,885,1.5978,0.055039,1.33707228133257,0.1912
9563,1,9284822,9341396,159,19,644,0.84307,0.19959,-0.634385934542418,0.4516
80176,1,9325202,9439591,354,48,593,-0.53982,0.70534,2.65402902168987,0.1516
84275,1,9589528,9652831,57,3,868,0.048268,0.48075,-0.782915852292956,0.4248
199953,1,9638932,9684935,40,3,841,-0.60321,0.72682,1.44696470597531,0.1136
5293,1,9701789,9799172,106,16,572,0.98322,0.16275,2.36365742081198,0.1332
22883,1,9779079,9894550,97,6,808,-0.26454,0.60432,2.49015107615228,0.1272
56998,1,9898334,9980316,49,4,766,-0.38241,0.64892,2.17428700240698,0.1648
84328,1,9972168,10013460,59,6,783,1.2057,0.11397,-0.888214020890904,0.4192
64802,1,9993486,10055556,70,7,786,0.58977,0.27767,2.65157884203313,0.198
10277,1,10083041,10251297,80,10,848,0.29018,0.38584,0.680985898886632,0.3232
23095,1,10260606,10451664,280,5,911,-0.27064,0.60667,6.48166693623912,0.07
5226,1,10448884,10490565,73,7,886,-1.0106,0.84391,-0.0197893314967888,0.2964
378708,1,10479944,10520239,77,6,899,-1.4757,0.92999,-2.26562581931856,0.5844
100526739,1,10480159,10522060,77,6,899,-1.4757,0.92999,2.52468959646476,0.2484
1325,1,10499776,10522060,27,3,928,-1.2529,0.89488,3.42379058285213,0.0984
1676,1,10510588,10542613,41,7,874,-1.4888,0.93173,1.84362414378198,0.2444
5195,1,10525003,10700815,298,16,868,0.0092379,0.49631,1.52770921525834,0.0808
54897,1,10686661,10866733,173,32,658,0.6737,0.25025,-1.30900375524725,0.4504
23435,1,11062462,11095549,53,3,904,-0.81933,0.7937,0.390501272013462,0.3784
10747,1,11076580,11117296,41,2,767,-1.0889,0.86191,-3.62487106551072,0.6692
6723,1,11104649,11130091,37,2,825,-1.0784,0.85956,0.104648379160054,0.3292
5394,1,11116675,11169961,48,1,897,-0.96923,0.83378,-0.698034167149777,0.4016
2475,1,11156588,11332614,126,2,910,-0.8774,0.80986,-2.30477662829423,0.52
29914,1,11323255,11358491,10,2,773,-0.39246,0.65264,2.77305535807662,0.2116
57540,1,11529295,11607640,162,12,913,-0.53204,0.70265,4.64157066062228,0.1952
26232,1,11697924,11724888,36,10,671,-0.44558,0.67205,1.96854360269027,0.1968
93611,1,11704432,11733384,44,9,522,-0.40478,0.65718,-1.56278451659614,0.5
26270,1,11714150,11744411,59,10,530,-0.27908,0.60991,1.20317782073146,0.1644
10459,1,11724537,11761678,65,13,507,0.052926,0.4789,4.86683194656561,0.128
374946,1,11741781,11790336,69,12,569,-0.38845,0.65116,1.45231638311745,0.2208
57085,1,11786142,11820828,45,6,663,1.0468,0.1476,1.59543820681546,0.306
284498,1,11813827,11859642,165,11,898,0.96362,0.16762,-0.718552958867331,0.3836
4524,1,11835787,11876160,178,10,892,1.3255,0.092505,-0.608154137682708,0.4756
1185,1,11856153,11913201,231,16,819,1.3967,0.081254,2.14176191693364,0.1176
4878,1,11895766,11917840,76,9,824,0.99785,0.15917,0.507234359661897,0.2708
90231,1,11969645,11996485,70,9,857,-0.81794,0.7933,0.516576750588713,0.366
5351,1,11984724,12045599,129,12,853,-0.8238,0.79497,-0.859027959567374,0.4456
9927,1,12030238,12083572,129,13,837,-0.93527,0.82517,2.48847510742194,0.2492
60672,1,12069299,12102106,61,11,843,0.058752,0.47657,2.40555721318521,0.1652
943,1,12113434,12214264,156,27,716,-0.46962,0.68069,0.34810587961961,0.2572
55187,1,12280101,12582099,110,12,657,0.41986,0.3373,3.34255128398733,0.208
343066,1,12694566,12737097,33,3,766,-0.18606,0.5738,4.06570133257841,0.1128
126767,1,12766118,12798726,75,7,843,-0.38601,0.65025,-2.67109947672785,0.584
390999,1,12824984,12848049,26,3,799,0.54364,0.29334,1.26996001155338,0.1516
65121,1,12841546,12866777,44,4,522,-0.21661,0.58574,1.29957955886685,0.1868
440560,1,12874468,12901264,1,1,934,0.94676,0.17188,-1.08599061903553,0.4352
343069,1,12897261,12918578,2,1,931,-0.31504,0.62363,2.08533835062989,0.2152
65122,1,12906941,12931764,2,1,931,-0.31504,0.62363,-0.267847538122491,0.4136
440563,1,13172960,13194326,19,1,415,-0.20417,0.58089,3.00274355413828,0.2636
10630,1,13900252,13954452,131,23,796,0.17276,0.43142,0.122340076599569,0.3744
7799,1,14016714,14161574,182,18,857,-0.84061,0.79972,-1.5145987040105,0.486
23254,1,14209646,15454544,3295,244,805,-0.80521,0.78965,4.44543110144088,0.1228
55092,1,15469028,15556974,421,27,861,0.77204,0.22005,-0.218245705358713,0.414
727684,1,15480692,15508120,98,12,879,1.396,0.081351,-4.27307736115989,0.6376
114827,1,15563730,15734767,354,36,828,-1.2593,0.89603,0.312236851526431,0.3892
79180,1,15726391,15766839,55,11,766,-1.1835,0.8817,0.773697958148168,0.352
11330,1,15754938,15783153,36,5,618,-1.1077,0.866,-0.0538770985627455,0.32
63036,1,15773223,15808586,75,11,756,0.39021,0.34819,1.10490065635897,0.3112
51032,1,15792596,15827895,79,7,885,1.9564,0.025212,0.320671467148067,0.2764
842,1,15807896,15861407,160,7,928,2.2487,0.012266,-0.888904290915221,0.4736
23341,1,15843343,15908228,139,6,923,1.871,0.030676,2.08094866580244,0.2164
79814,1,15888194,15921605,133,8,914,1.3735,0.084791,-0.722886219777423,0.3848
6248,1,15976364,15998217,39,3,930,-1.4285,0.92343,-1.34073150950319,0.4424
23207,1,16000632,16071264,154,9,903,-1.022,0.8466,2.10509501998298,0.1092
284723,1,16052721,16077884,39,5,926,0.51997,0.30154,0.454664439358125,0.3776
388595,1,16058987,16084292,46,7,901,0.63906,0.26139,4.21964560705379,0.168
54751,1,16073107,16123089,93,12,835,1.0582,0.14499,-0.778495679851999,0.4364
440567,1,16123657,16144194,84,6,919,1.3787,0.084,-0.185893213076841,0.3768
23013,1,16164359,16276951,156,15,914,1.6691,0.047551,3.52012259346582,0.2596
7709,1,16258364,16312627,78,11,917,1.7637,0.038888,3.47775329786269,0.1676
27129,1,16330523,16356084,111,10,930,2.0843,0.018567,-0.744598770289523,0.4212
1187,1,16338486,16370548,159,15,871,2.341,0.0096167,1.88742448507442,0.0644
1188,1,16360231,16393821,162,16,752,1.6197,0.05265,1.49107953530301,0.2792
348487,1,16374264,16410127,130,12,778,1.3016,0.096518,-0.707974868004979,0.3664
1969,1,16440832,16492582,65,10,800,0.91357,0.18047,3.88924451891988,0.1436
54455,1,16563339,16688965,212,8,925,0.018723,0.49253,2.70958736492947,0.2732
26099,1,16683525,16734643,102,9,902,1.1766,0.11969,1.27561590231569,0.3376
374955,1,16712101,16773919,123,17,810,1.0079,0.15676,-3.14822643996356,0.6232
55707,1,16757167,16796585,71,8,845,-0.78726,0.78444,1.5909082648246,0.2848
9696,1,17238445,17309474,119,11,762,-0.69584,0.75674,3.19642442006872,0.1684
6390,1,17335217,17390665,133,10,901,0.41938,0.33747,-0.99521357907863,0.4532
11240,1,17383256,17455948,246,13,811,-0.97071,0.83415,5.25360985518128,0.032
29943,1,17521621,17582501,166,29,812,0.64669,0.25892,0.420208014768717,0.2732
23569,1,17624690,17700495,335,21,870,1.5679,0.058456,-0.907923642838644,0.43
353238,1,17688741,17738195,185,13,855,0.91147,0.18102,-4.85432495653802,0.684
55920,1,17723251,17776250,99,7,884,0.51669,0.30269,-1.04614822573948,0.4396
55160,1,17836693,18034370,305,24,832,1.0717,0.14193,3.22511378298507,0.1236
81569,1,18071808,18163558,158,14,815,0.45141,0.32585,-1.07061163487592,0.434
84966,1,18424240,18714977,705,86,800,-1.132,0.87118,0.675004992269751,0.2592
127707,1,18797424,18822540,93,11,926,0.16359,0.43503,2.95222960342945,0.1012
5081,1,18947500,19085360,219,31,749,0.53029,0.29796,1.4395064169105,0.348
80834,1,19156093,19196155,144,19,774,-1.2972,0.90271,-0.786077612993889,0.404
8659,1,19187924,19239293,44,5,485,0.13596,0.44593,3.01256438220981,0.1256
126917,1,19220774,19292826,147,17,676,0.8753,0.1907,0.979047382597037,0.3444
23352,1,19391000,19546812,211,13,908,-0.52178,0.69909,2.90259718638822,0.184
23065,1,19532158,19588053,122,12,860,0.090201,0.46406,5.00736657555729,0.0956
51154,1,19568075,19596622,89,11,811,0.0019238,0.49923,1.19809252919746,0.1276
8574,1,19619202,19648640,68,13,683,-0.06083,0.52425,-1.66867111700602,0.5232
54896,1,19628740,19668925,110,13,777,-0.21419,0.5848,0.997329474455682,0.3224
832,1,19655267,19822066,404,16,900,-1.3647,0.91383,4.37003991432548,0.1628
440574,1,19913471,19966315,104,13,924,0.67361,0.25028,0.668320115713409,0.374
4681,1,19959723,19994949,75,14,773,0.38385,0.35054,0.757195934291965,0.308
3362,1,19981780,20016055,74,6,889,-0.39402,0.65322,2.57067036314498,0.3016
255104,1,19998706,20136424,262,24,845,0.30039,0.38194,0.00732093343229601,0.4004
54546,1,20130522,20151771,37,8,825,-0.11774,0.54686,0.509183428550536,0.1684
23252,1,20198356,20249438,94,13,895,-0.14301,0.55686,2.19236432470167,0.168
30814,1,20236800,20260110,52,10,880,-0.66716,0.74767,-0.757695951066206,0.3892
5322,1,20376157,20428394,144,18,926,-1.5933,0.94446,-0.265454850968802,0.3444
26279,1,20429143,20456059,37,12,652,-0.86067,0.80529,-0.19822072803535,0.3676
64600,1,20455823,20486879,35,9,727,-0.56057,0.71245,-2.05577350516461,0.5132
391013,1,20480484,20511687,56,10,810,-0.57077,0.71592,1.25322612536085,0.3368
127733,1,20502578,20532540,21,2,821,-1.1531,0.87557,2.73225982177374,0.2056
127731,1,20607412,20691662,257,20,884,0.42832,0.33421,4.88458704480245,0.0804
55450,1,20798884,20822728,32,7,924,-0.375,0.64617,-0.784192619274758,0.434
79594,1,20815941,20844674,48,7,925,0.15382,0.43888,-1.12715730221219,0.4304
163933,1,20868932,20891513,79,14,817,-0.6187,0.73194,0.870025649580201,0.1624
65018,1,20949948,20988004,122,12,897,-0.62205,0.73305,2.23220799812199,0.2576
1650,1,20968260,20998037,84,10,882,-0.53486,0.70363,3.17248710497224,0.1368
57576,1,20980475,21054317,159,32,739,-1.2218,0.8891,4.36557891836378,0.0756
400745,1,21036225,21069133,63,9,787,-0.37661,0.64677,0.647360611970039,0.3096
50809,1,21059170,21123808,60,3,903,0.12592,0.4499,-0.995474207417619,0.4412
8672,1,21122785,21513381,405,8,897,-0.071018,0.52831,0.762909816589954,0.3476
1889,1,21533740,21682034,295,29,848,0.76869,0.22104,4.66000976332722,0.1296
84224,1,21756583,21821393,131,9,826,0.7172,0.23663,3.2123382545074,0.1368
249,1,21825475,21914905,297,27,870,0.16305,0.43524,4.42202157119719,0.096
5909,1,21912708,22006010,245,43,850,-0.038702,0.51544,-1.66318334870334,0.5092
84196,1,21994791,22119688,284,20,900,-0.26482,0.60443,2.84378399121505,0.0992
401944,1,22128758,22161714,71,17,738,0.49317,0.31095,6.23108986424184,0.082
3339,1,22138737,22273750,241,23,830,1.472,0.070508,-0.383458230252247,0.4052
23436,1,22293418,22325847,134,7,717,0.67805,0.24887,0.723644517438755,0.1264
10136,1,22318149,22349035,77,7,456,0.29425,0.38428,-0.59008023045153,0.432
998,1,22369120,22429439,114,11,868,0.6164,0.26882,-0.925894023725202,0.454
54361,1,22433798,22480474,91,12,890,0.87703,0.19023,0.166457760181973,0.1808
9923,1,22768344,22867650,101,8,895,-0.94346,0.82728,1.94093172921808,0.1928
2046,1,22880004,22940087,148,18,839,-1.0286,0.84816,1.6319247848929,0.1784
714,1,22959969,22984603,79,7,885,-0.61212,0.72977,-0.0586673985389731,0.3428
2048,1,23027263,23251823,358,37,850,0.07225,0.4712,1.80842839211315,0.2956
646262,1,23269536,23309524,83,10,833,0.40661,0.34215,1.29050202509968,0.34
729059,1,23327327,23352343,30,4,849,0.94664,0.17191,-2.93015973801324,0.5488
23028,1,23335937,23420184,88,6,871,0.72301,0.23484,-1.63377552976308,0.5408
7798,1,23400516,23514301,184,14,905,1.3647,0.086174,-0.570781241022193,0.394
3352,1,23508388,23531222,73,5,914,1.1418,0.12677,0.930256582392343,0.134
10236,1,23625953,23681143,36,4,885,1.0251,0.15266,-1.37264742565896,0.5204
80818,1,23675941,23706357,54,6,922,0.99224,0.16054,0.25328012091102,0.322
6920,1,23697555,23761269,105,15,830,1.1219,0.13095,0.873719811078554,0.3404
55616,1,23745056,23820750,149,11,695,1.508,0.065783,3.42965312600435,0.174
1870,1,23822920,23867712,65,10,832,1.0862,0.1387,-1.54156458023893,0.498
6135,1,24008269,24032915,23,4,594,-0.51854,0.69796,-2.10353419725227,0.5476
6924,1,24059856,24098549,22,5,826,-0.97747,0.83583,-3.53060971923152,0.5688
57095,1,24094876,24124722,9,2,931,-1.0412,0.85112,-2.96937614638741,0.5556
11313,1,24107275,24132029,8,2,863,-1.0397,0.85075,0.977586626663397,0.1956
2582,1,24112089,24137294,15,3,894,-0.87079,0.80807,1.23904845086618,0.1768
3155,1,24118367,24175110,52,3,902,-1.0765,0.85916,2.80482729359977,0.1988
2517,1,24161567,24204859,115,4,557,-0.57067,0.71589,2.44507592690454,0.1548
1269,1,24187005,24295549,89,4,390,-0.51972,0.69837,0.109423374606092,0.332
127294,1,24372531,24448665,199,19,887,-1.5327,0.93732,0.583961648005081,0.3136
163702,1,24470647,24523765,135,18,836,0.37193,0.35497,1.28763547956643,0.3108
57822,1,24635812,24700972,104,18,679,0.16098,0.43606,0.903049401393291,0.1616
90529,1,24673489,24751587,164,13,867,-0.92407,0.82228,-0.169309907028712,0.3752
57185,1,24732245,24809473,176,14,878,-0.91112,0.81889,-2.39017872540803,0.5696
11123,1,24818841,24873510,84,7,899,0.43766,0.33082,1.23086009725601,0.1384
400746,1,24872567,24945819,248,30,868,-0.82301,0.79475,0.652827541488988,0.4068
10250,1,24959594,25009772,13,3,548,-0.062494,0.52492,-3.74486118299663,0.602
25932,1,25061760,25180815,78,3,902,-1.3568,0.91258,1.49118621543777,0.2196
25949,1,25538767,25569013,2,1,929,-0.021919,0.50874,-0.909588265952334,0.4444
57035,1,25558740,25584010,5,2,467,-0.89197,0.81379,3.3474174328403,0.1488
6007,1,25588884,25666936,2,1,647,0.47983,0.31568,-1.09412218829842,0.4572
23585,1,25654789,25698852,15,1,890,-1.241,0.8927,-1.82872215738828,0.5088
55219,1,25747388,25836700,103,2,670,-0.33229,0.63017,1.34052732689025,0.254
26119,1,25860071,25905377,37,3,805,-0.56245,0.7131,3.14386246910968,0.1468
57134,1,25933959,26121258,195,18,873,0.23577,0.40681,1.90866200985314,0.296
57190,1,26116667,26154713,76,5,855,-0.74426,0.77164,-0.415037175809086,0.418
56181,1,26136397,26169433,62,2,923,-1.2344,0.89148,-0.940853668068524,0.472
79000,1,26148414,26195939,84,2,919,-1.0851,0.86107,-1.3081948154754,0.4604
3925,1,26200670,26243368,45,3,848,0.87329,0.19125,-4.33640891357431,0.6208
5051,1,26276258,26336366,108,5,915,1.6119,0.053491,2.19904199800925,0.2512
2134,1,26338266,26372955,48,5,894,1.6549,0.048973,0.951503706867648,0.3672
7780,1,26354513,26383439,49,4,905,2.1223,0.016907,-2.44908831192596,0.572
84676,1,26367792,26404142,77,5,907,2.1738,0.014859,0.30339509597976,0.2956
149420,1,26427656,26462039,78,2,891,1.5447,0.061206,5.32807872299151,0.2308
79927,1,26475511,26499119,54,8,840,1.4557,0.072743,2.25041557689434,0.1912
51042,1,26486388,26507364,55,6,902,1.8687,0.030831,-2.32521369417191,0.5632
10256,1,26493981,26526375,90,10,897,1.5706,0.058135,0.631753070823943,0.1856
378807,1,26507119,26539033,80,13,902,1.1449,0.12613,4.07625654144321,0.1876
64793,1,26550644,26615529,186,13,872,0.46211,0.322,1.03104426564532,0.2464
83442,1,26596213,26618013,71,8,857,0.53601,0.29598,1.18626179894547,0.1448
55057,1,26638350,26690621,163,19,910,1.482,0.069173,6.94855133764435,0.0348
79727,1,26727269,26766219,63,9,893,1.2705,0.10195,1.45383770891898,0.1744
3151,1,26788902,26813133,33,6,891,1.0487,0.14716,-3.24400991812191,0.6268
6195,1,26846249,26911520,101,11,849,0.55848,0.28826,0.561701909024629,0.1604
8289,1,27012522,27118601,116,5,899,0.36339,0.35815,-3.0244353705901,0.582
55650,1,27103739,27134894,18,3,899,0.25482,0.39943,0.837428271088667,0.1868
84243,1,27143201,27194092,55,6,901,-0.38763,0.65086,-0.59049334130971,0.4156
2810,1,27179633,27200947,29,4,895,-0.20992,0.58314,3.58010452697107,0.1752
54707,1,27195872,27226869,39,5,913,-0.3178,0.62468,0.727869759312702,0.1268
8431,1,27227975,27250567,37,5,872,0.50603,0.30642,-1.11644670931817,0.4608
10726,1,27238187,27283362,44,5,907,0.74478,0.2282,-4.74737380425193,0.7188
126695,1,27266047,27296901,26,3,869,1.0555,0.1456,1.29161545018243,0.2492
388610,1,27310189,27337377,24,3,584,1.1706,0.12087,2.6350718744943,0.2036
115572,1,27321511,27349333,13,2,674,1.4942,0.067557,1.54496637809527,0.1108
6548,1,27415300,27491621,55,3,897,0.10733,0.45726,3.91012345838482,0.2276
23038,1,27551007,27645124,54,6,918,-0.032045,0.51278,7.62013257203961,0.16
84065,1,27638636,27672891,23,4,922,-0.83643,0.79854,1.10115871378544,0.1688
9064,1,27671670,27703558,18,4,726,0.49151,0.31153,-0.274812972332196,0.4
388611,1,27695596,27719823,17,1,924,-0.081406,0.53244,8.69493379399336,0.0984
2827,1,27709148,27732318,19,2,897,-0.22327,0.58834,-4.01822321665322,0.6352
10163,1,27720734,27826678,102,3,909,-0.36813,0.64361,2.43203975545855,0.2136
27245,1,27850756,27940463,22,2,893,0.52557,0.29959,1.32060912985115,0.1584
199870,1,28042490,28099426,3,2,617,2.3472,0.0094574,2.36637258912543,0.0824
23673,1,28089694,28160963,3,2,564,1.9784,0.023943,0.489225511252402,0.3568
5511,1,28147252,28188183,5,2,493,0.66942,0.25161,-3.22146220753149,0.5964
9473,1,28189055,28223196,62,6,695,-0.10138,0.54037,2.89615279431621,0.1352
6118,1,28208035,28251255,106,6,903,-0.046464,0.51853,-3.83232026062468,0.6316
27293,1,28251456,28295663,113,9,894,-1.1209,0.86884,1.76413767597705,0.1244
55113,1,28276504,28304604,28,7,807,-0.51724,0.6975,1.38916063167151,0.108
2140,1,28286855,28425173,132,8,866,-0.062268,0.52483,0.34757095899091,0.2096
5724,1,28463677,28530447,54,7,849,0.27527,0.39155,0.999926716808844,0.2848
22826,1,28516789,28569542,121,7,897,0.16179,0.43574,-4.4366542845519,0.6772
93974,1,28552602,28574616,64,3,917,0.24431,0.40349,-2.66571852572252,0.5944
83667,1,28575963,28619002,58,5,880,-0.22145,0.58763,2.64646066039408,0.23
54797,1,28645513,28672478,27,4,886,0.69228,0.24438,0.743198085476692,0.128
65979,1,28686093,28836881,273,4,903,1.0716,0.14195,2.24803490964699,0.0972
1104,1,28822455,28875708,46,3,866,1.3239,0.092774,-1.66026588899519,0.4988
54952,1,28869529,28915057,39,3,843,1.3411,0.089937,0.278866711628881,0.256
115273,1,28908712,28931098,12,3,692,0.78218,0.21706,0.551207871450045,0.1728
6883,1,28919608,28985416,46,4,754,0.74422,0.22837,1.20420795182158,0.146
10691,1,28985234,29052115,72,5,878,-0.50217,0.69223,-1.56399246704283,0.4704
