GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,Mean.SVM.Score,Mean.FP.Rate
65220,1,1672671,1721508,65,7,755,-0.19255,0.57634,4.42920140851666,0.0662962962962963
2782,1,1706725,1832552,127,11,879,0.0028812,0.49885,-0.239675168524226,0.413703703703704
163688,1,1836266,1858733,36,3,460,-1.0096,0.84365,-0.199838376636439,0.334444444444444
339456,1,1839029,1860740,38,3,484,-0.97882,0.83617,-0.347690720076018,0.294074074074074
85452,1,1843390,1945276,154,10,546,-0.60627,0.72783,1.15005314046821,0.155925925925926
2563,1,1940768,1972192,17,1,603,-1.0655,0.85667,-1.20448507986742,0.462962962962963
5590,1,1971909,2126834,305,16,843,1.6471,0.049773,1.58267663687046,0.215185185185185
199990,1,2105899,2154159,62,11,787,-0.50103,0.69182,-0.29271071293245,0.408148148148148
6497,1,2150134,2251652,180,26,763,-0.93096,0.82406,1.18951227918622,0.18
79906,1,2241719,2333190,245,34,696,-1.6188,0.94725,-0.56882033068477,0.416666666666667
11079,1,2313214,2346883,56,12,791,-0.20772,0.58227,-0.933872467142666,0.484074074074074
5192,1,2326241,2354010,33,6,811,0.065084,0.47405,-0.802446281778819,0.442962962962963
9651,1,2397754,2446964,71,8,706,-1.346,0.91085,0.310057273110081,0.26962962962963
55229,1,2429975,2468061,62,5,763,-0.9875,0.8383,1.91745613697213,0.101481481481481
388585,1,2450184,2471684,25,4,600,-0.64783,0.74145,0.0930005776094057,0.23962962962963
8764,1,2477291,2505268,42,2,882,-0.022764,0.50908,1.28830023132898,0.097037037037037
127281,1,2507899,2532908,62,4,913,0.26569,0.39524,3.80012022010791,0.0366666666666667
79258,1,2512078,2574499,143,4,904,0.41516,0.33901,2.45266911835516,0.0677777777777778
100287898,1,2562807,2716230,117,9,856,0.30657,0.37959,0.941237194514243,0.256666666666667
140625,1,2928046,2949467,40,2,895,0.86374,0.19387,0.610890634276568,0.131481481481481
63976,1,2975565,3365185,830,95,758,-0.088942,0.53544,-1.00561783286785,0.485925925925926
27237,1,3361147,3407677,80,6,926,0.70895,0.23918,-0.645870766033253,0.442592592592593
1953,1,3394506,3538059,283,38,676,-0.12424,0.54944,0.244288373892693,0.286296296296296
127262,1,3531556,3556695,39,5,580,0.066116,0.47364,2.22996753131007,0.134444444444444
49856,1,3537331,3576671,35,4,633,0.0094913,0.49621,0.57389237702436,0.237037037037037
7161,1,3559129,3662765,134,22,702,-0.17928,0.57114,0.995873339227789,0.182962962962963
148870,1,3658965,3698209,113,15,812,-0.31617,0.62406,1.07085271012192,0.174074074074074
388588,1,3679352,3702546,82,8,771,-1.1414,0.87315,0.197093944513793,0.186296296296296
57470,1,3686784,3723068,125,13,796,-1.287,0.90096,0.853528893124788,0.120740740740741
9731,1,3718645,3783797,274,10,857,-0.30187,0.61863,-0.804372136945541,0.42962962962963
1677,1,3763845,3811993,217,22,825,-1.0597,0.85535,1.15391431191469,0.202592592592593
339448,1,3795697,3826857,95,9,865,-0.27598,0.60872,1.11753548849567,0.266296296296296
55966,1,4705105,4853851,461,65,802,0.35283,0.36211,-2.15924239070112,0.591111111111111
261734,1,5912870,6062618,334,12,896,-0.13297,0.55289,-0.825721554024564,0.488518518518519
8514,1,6042358,6171253,194,30,775,-0.10552,0.54202,-2.64332956620871,0.652962962962963
26038,1,6151847,6250194,236,27,800,0.64004,0.26107,0.271326350186563,0.296666666666667
6146,1,6235080,6269679,34,6,591,-0.35251,0.63777,2.34467467650523,0.0722222222222222
388591,1,6256189,6291359,25,4,637,0.85474,0.19635,1.00188176177568,0.225185185185185
23463,1,6271253,6306044,24,4,656,0.97741,0.16418,2.60885374833572,0.0625925925925926
390992,1,6294252,6315638,25,3,554,-0.2133,0.58445,2.90883306782544,0.176296296296296
387509,1,6297406,6331035,44,2,684,-0.66737,0.74773,-0.867679216240621,0.470740740740741
11332,1,6314332,6463826,297,15,826,-0.94082,0.8266,-0.703090362530713,0.448518518518519
54626,1,6465292,6494724,74,6,892,0.10577,0.45788,0.078906140623672,0.246666666666667
83715,1,6474836,6531004,113,9,739,0.59999,0.27426,4.13149590698716,0.0266666666666667
8718,1,6510787,6537432,35,5,566,1.1042,0.13476,-0.552730171677516,0.380740740740741
57449,1,6516152,6590121,135,16,717,1.4653,0.071417,2.4036428480246,0.0862962962962963
79707,1,6571407,6624658,148,3,908,1.2123,0.11269,-0.976216737269817,0.445925925925926
80835,1,6604987,6649817,72,4,830,1.0905,0.13774,-0.139721961180134,0.326666666666667
3104,1,6630051,6659340,30,7,728,0.74807,0.22721,2.95284466511534,0.0555555555555555
9903,1,6640784,6672958,27,4,850,0.63911,0.26138,0.739737103357078,0.237407407407407
148479,1,6663756,6694093,38,5,916,0.93272,0.17548,0.4169306685502,0.267407407407407
90326,1,6674925,6705646,50,6,908,1.2364,0.10815,0.636063116902826,0.146666666666667
55735,1,6684228,6771966,141,10,903,1.0469,0.14757,0.736702905983248,0.273703703703704
23261,1,6835384,7839766,1994,152,864,-0.84797,0.80177,1.43515137635635,0.178518518518519
9341,1,7821329,7851492,73,13,924,-0.55723,0.71131,0.766573971083443,0.297037037037037
8863,1,7834413,7915241,223,22,909,-0.69288,0.75581,3.59115176328869,0.0688888888888889
10911,1,7897672,7923551,79,14,849,-1.2193,0.88863,0.109758916292652,0.178518518518518
3604,1,7965931,8013225,35,5,824,-0.39902,0.65506,1.24367904821766,0.0785185185185185
11315,1,8011714,8055342,61,6,874,-0.6992,0.75779,2.20550797821017,0.165555555555556
54206,1,8061779,8096393,40,4,931,-0.96644,0.83309,-0.985046227538484,0.488148148148148
50651,1,8368171,8414227,99,12,759,0.85761,0.19555,-0.454759043453367,0.359259259259259
473,1,8402464,8887699,527,15,901,0.37665,0.35322,-1.5978626611366,0.54962962962963
2023,1,8911059,8949151,52,5,906,1.5777,0.057323,-1.29076961683805,0.517407407407407
765,1,8995893,9045151,107,21,737,0.29609,0.38358,-1.10375498821428,0.511111111111111
155184,1,9053359,9096404,105,19,772,-0.91165,0.81902,1.75358567860547,0.159259259259259
6518,1,9087005,9141763,129,13,809,0.12244,0.45128,1.56630077597272,0.0785185185185185
80045,1,9153472,9199229,85,8,885,1.6166,0.052977,0.214290626174362,0.173333333333333
9563,1,9284822,9341396,159,19,644,0.086708,0.46545,0.255323762136593,0.408518518518519
80176,1,9325202,9439591,354,48,593,-0.098375,0.53918,0.137223496385518,0.152592592592593
84275,1,9589528,9652831,57,3,868,0.68551,0.24651,1.10994531848725,0.198518518518519
199953,1,9638932,9684935,40,3,841,-0.27951,0.61007,3.56596428602655,0.0748148148148148
5293,1,9701789,9799172,106,16,572,0.55188,0.29052,1.85411236799286,0.0848148148148148
56998,1,9898334,9980316,49,4,766,0.90744,0.18209,-0.415431575230285,0.351851851851852
84328,1,9972168,10013460,59,6,783,-0.60718,0.72813,-2.61324792354133,0.65962962962963
64802,1,9993486,10055556,70,7,786,-0.94777,0.82838,0.400036517343915,0.176296296296296
116362,1,10047255,10086078,27,3,871,-0.75365,0.77447,-2.15806821188876,0.694814814814815
10277,1,10083041,10251297,80,10,848,-1.4485,0.92626,-2.72508181427587,0.668888888888889
23095,1,10260606,10451664,280,5,911,-0.4031,0.65656,1.6395849518129,0.128518518518519
5226,1,10448884,10490565,73,7,886,-0.24006,0.59486,1.56746125117459,0.107407407407407
378708,1,10479944,10520239,77,6,899,0.47295,0.31812,1.26179681715589,0.138518518518519
100526739,1,10480159,10522060,77,6,899,0.47295,0.31812,0.437089866604462,0.236296296296296
1325,1,10499776,10522060,27,3,928,0.63032,0.26424,-4.65343480673302,0.824444444444445
1676,1,10510588,10542613,41,7,874,0.96728,0.1667,0.0879039698146979,0.294444444444444
5195,1,10525003,10700815,298,16,868,0.6984,0.24246,-1.11491650600868,0.484074074074074
54897,1,10686661,10866733,173,32,658,0.37955,0.35214,-1.04923341150591,0.484814814814815
148345,1,10996530,11052094,130,12,799,1.6981,0.044741,-0.034264272099551,0.234814814814815
23435,1,11062462,11095549,53,3,904,0.46261,0.32182,-0.0825587782055243,0.384444444444444
10747,1,11076580,11117296,41,2,767,0.65255,0.25702,-1.70999543905404,0.566296296296296
6723,1,11104649,11130091,37,2,825,0.47616,0.31698,1.11242579287668,0.179259259259259
5394,1,11116675,11169961,48,1,897,0.44801,0.32707,0.762699362392807,0.283333333333333
2475,1,11156588,11332614,126,2,910,-0.19456,0.57713,-1.8933477458948,0.594444444444445
10218,1,11239346,11266038,9,1,926,-0.076627,0.53054,-0.271330490147928,0.238148148148148
29914,1,11323255,11358491,10,2,773,-0.32623,0.62787,-2.39493330388362,0.673333333333333
57540,1,11529295,11607640,162,12,913,1.0031,0.15791,1.42021512151525,0.192592592592593
26232,1,11697924,11724888,36,10,671,0.11174,0.45552,0.72781047516921,0.302962962962963
93611,1,11704432,11733384,44,9,522,0.012546,0.49499,0.729429828948326,0.294444444444444
26270,1,11714150,11744411,59,10,530,0.045698,0.48178,-0.493309040256244,0.341481481481481
10459,1,11724537,11761678,65,13,507,0.24402,0.40361,3.45758738444747,0.0896296296296296
374946,1,11741781,11790336,69,12,569,-0.16043,0.56373,0.112881765515396,0.293333333333333
57085,1,11786142,11820828,45,6,663,1.4067,0.079765,0.425092577724597,0.221481481481481
284498,1,11813827,11859642,165,11,898,0.019055,0.4924,0.014016480913454,0.204074074074074
4524,1,11835787,11876160,178,10,892,0.1718,0.4318,-1.85110738066379,0.58
1185,1,11856153,11913201,231,16,819,-0.22814,0.59023,-0.725968191730351,0.439259259259259
4878,1,11895766,11917840,76,9,824,-0.92629,0.82285,0.864471595449676,0.135555555555556
4879,1,11907521,11928992,49,7,863,-1.1101,0.86653,0.112519015058097,0.184444444444444
90231,1,11969645,11996485,70,9,857,-0.91839,0.82079,2.14851116707595,0.170740740740741
5351,1,11984724,12045599,129,12,853,-0.58686,0.72135,-1.65039589493997,0.621851851851852
9927,1,12030238,12083572,129,13,837,-0.1959,0.57766,-2.95106586263665,0.705185185185185
60672,1,12069299,12102106,61,11,843,0.074162,0.47044,-3.08401079513086,0.747407407407408
943,1,12113434,12214264,156,27,716,1.0991,0.13587,1.09841141767638,0.0533333333333333
7133,1,12217044,12279279,80,10,739,0.50754,0.30589,0.230301202764717,0.213333333333333
55187,1,12280101,12582099,110,12,657,0.20515,0.41873,1.6811857303105,0.127037037037037
9249,1,12617939,12687820,179,25,764,-0.066597,0.52655,0.166369109152967,0.321481481481481
343066,1,12694566,12737097,33,3,766,0.36344,0.35814,-1.82465890987095,0.562222222222222
126767,1,12766118,12798726,75,7,843,-0.75711,0.77551,0.753559178170892,0.136296296296296
390999,1,12824984,12848049,26,3,799,0.2129,0.4157,-0.493880776875998,0.342592592592593
65121,1,12841546,12866777,44,4,522,0.083128,0.46687,0.728394654556398,0.242592592592593
440560,1,12874468,12901264,1,1,934,0.34472,0.36515,-2.08570880159779,0.624074074074074
343069,1,12897261,12918578,2,1,931,-0.64801,0.74151,0.303691117064159,0.267407407407407
65122,1,12906941,12931764,2,1,931,-0.64801,0.74151,0.145362435591407,0.321481481481481
440563,1,13172960,13194326,19,1,415,-0.19734,0.57822,-0.78657372359834,0.456296296296296
126755,1,13791445,13850242,163,28,741,-0.66613,0.74733,-0.505201967656289,0.310740740740741
10630,1,13900252,13954452,131,23,796,-0.94338,0.82726,0.860625121228812,0.188148148148148
7799,1,14016714,14161574,182,18,857,0.2086,0.41738,0.435988809228183,0.250740740740741
23254,1,14209646,15454544,3295,244,805,1.5831,0.056699,1.91732062590529,0.174444444444444
55092,1,15469028,15556974,421,27,861,-0.36202,0.64133,0.978635660314178,0.168518518518519
727684,1,15480692,15508120,98,12,879,0.69186,0.24451,-1.41256454333382,0.54
114827,1,15563730,15734767,354,36,828,0.12721,0.44939,1.37349998425086,0.137037037037037
79180,1,15726391,15766839,55,11,766,-0.20278,0.58035,-2.18546149883494,0.662962962962963
11330,1,15754938,15783153,36,5,618,-0.10322,0.5411,-0.0196571058968735,0.314444444444444
63036,1,15773223,15808586,75,11,756,0.55657,0.28891,-2.10486510697561,0.617777777777778
51032,1,15792596,15827895,79,7,885,0.42902,0.33395,-0.397629456671192,0.31037037037037
842,1,15807896,15861407,160,7,928,0.68974,0.24518,-0.831393659160386,0.465555555555556
23341,1,15843343,15908228,139,6,923,0.42897,0.33397,-0.325577968480455,0.371481481481482
79814,1,15888194,15921605,133,8,914,0.19781,0.4216,-1.33838995799622,0.575555555555556
6248,1,15976364,15998217,39,3,930,-0.9107,0.81877,-2.34950680365985,0.701111111111111
284723,1,16052721,16077884,39,5,926,0.49422,0.31058,-1.07274483676742,0.511481481481482
388595,1,16058987,16084292,46,7,901,0.57574,0.2824,1.40059045920171,0.204814814814815
54751,1,16073107,16123089,93,12,835,0.33942,0.36715,-3.59105578767172,0.789259259259259
440567,1,16123657,16144194,84,6,919,-0.21653,0.58571,1.28222889804681,0.125555555555556
23013,1,16164359,16276951,156,15,914,0.39182,0.34759,5.87622537806232,0.0074074074074074
7709,1,16258364,16312627,78,11,917,0.29856,0.38264,-2.35753354213421,0.661851851851852
149563,1,16320731,16343184,114,12,921,0.79023,0.2147,0.26414435952123,0.23037037037037
27129,1,16330523,16356084,111,10,930,0.61251,0.2701,0.290580427842156,0.184074074074074
1187,1,16338486,16370548,159,15,871,1.0851,0.13894,-2.84197779279717,0.66962962962963
1188,1,16360231,16393821,162,16,752,0.48187,0.31495,-0.750180630150653,0.424074074074074
348487,1,16374264,16410127,130,12,778,0.21304,0.41565,0.0866733512638736,0.232222222222222
79363,1,16548182,16573659,41,4,887,0.70042,0.24183,-0.210088681492497,0.234444444444444
54455,1,16563339,16688965,212,8,925,0.3072,0.37934,2.62029508785412,0.0459259259259259
26099,1,16683525,16734643,102,9,902,-0.10042,0.54,0.777941378226032,0.177777777777778
374955,1,16712101,16773919,123,17,810,-0.63528,0.73738,1.32412833049251,0.181851851851852
55707,1,16757167,16796585,71,8,845,-0.93973,0.82632,-1.10973325101998,0.516296296296296
9696,1,17238445,17309474,119,11,762,-1.277,0.89919,-0.059460792956213,0.365185185185185
4237,1,17290997,17318081,50,8,781,-0.6929,0.75581,0.38559448072282,0.168148148148148
23400,1,17302453,17348467,72,8,847,-0.36516,0.6425,-0.571055126363376,0.393703703703704
6390,1,17335217,17390665,133,10,901,-0.0326,0.513,2.07429493312279,0.203333333333333
11240,1,17383256,17455948,246,13,811,-1.2364,0.89185,-2.44093309100674,0.661111111111111
29943,1,17521621,17582501,166,29,812,-1.0416,0.8512,-0.630016788893968,0.421851851851852
23569,1,17624690,17700495,335,21,870,0.82042,0.20599,0.617598807385193,0.190740740740741
353238,1,17688741,17738195,185,13,855,-0.16418,0.56521,0.122617434023544,0.372222222222222
55920,1,17723251,17776250,99,7,884,0.26077,0.39714,0.198128177634954,0.232222222222222
55160,1,17836693,18034370,305,24,832,1.0128,0.15557,3.49120947265468,0.0637037037037037
81569,1,18071808,18163558,158,14,815,-0.358,0.63983,-2.04216801747626,0.602962962962963
127707,1,18797424,18822540,93,11,926,0.30009,0.38205,0.0664786959758249,0.238148148148148
5081,1,18947500,19085360,219,31,749,-0.54337,0.70656,-0.440613076120049,0.414444444444445
80834,1,19156093,19196155,144,19,774,-1.21,0.88687,0.0762215355004427,0.232962962962963
8659,1,19187924,19239293,44,5,485,0.53331,0.29691,3.42157557719774,0.0429629629629629
126917,1,19220774,19292826,147,17,676,-0.36011,0.64062,1.57175789510998,0.0907407407407407
23352,1,19391000,19546812,211,13,908,-0.076783,0.5306,0.643881572158574,0.262222222222222
23065,1,19532158,19588053,122,12,860,0.5278,0.29882,3.84587333897566,0.0637037037037037
51154,1,19568075,19596622,89,11,811,0.35069,0.36291,-0.411070834291838,0.381481481481482
8574,1,19619202,19648640,68,13,683,0.54885,0.29155,2.53146926421306,0.0840740740740741
54896,1,19628740,19668925,110,13,777,-0.25288,0.59982,1.57306960532393,0.0525925925925926
832,1,19655267,19822066,404,16,900,-0.60697,0.72806,1.9225231160009,0.132592592592593
440574,1,19913471,19966315,104,13,924,-0.060728,0.52421,-0.236390725447829,0.292962962962963
4681,1,19959723,19994949,75,14,773,-0.25153,0.5993,-0.437015895624715,0.412592592592593
3362,1,19981780,20016055,74,6,889,-0.85116,0.80266,-0.429073542063487,0.407777777777778
255104,1,19998706,20136424,262,24,845,-0.286,0.61256,-1.85344577529923,0.601481481481482
54546,1,20130522,20151771,37,8,825,-0.47844,0.68383,0.935849158397087,0.11962962962963
23252,1,20198356,20249438,94,13,895,-1.0204,0.84622,-0.969605249308446,0.502592592592593
30814,1,20236800,20260110,52,10,880,-0.13022,0.5518,0.789902657041593,0.12962962962963
5322,1,20376157,20428394,144,18,926,-1.3864,0.91719,-1.53556592842655,0.52962962962963
26279,1,20429143,20456059,37,12,652,-1.2554,0.89534,0.127176903449526,0.174814814814815
64600,1,20455823,20486879,35,9,727,-0.16282,0.56467,0.423342152467549,0.153703703703704
391013,1,20480484,20511687,56,10,810,-0.13535,0.55383,-0.285778514421452,0.345555555555556
127733,1,20502578,20532540,21,2,821,-1.3249,0.9074,0.339980704507782,0.254444444444444
127731,1,20607412,20691662,257,20,884,-0.12414,0.5494,1.71724186307075,0.0892592592592592
55450,1,20798884,20822728,32,7,924,-0.64695,0.74117,-0.17415482467544,0.355555555555556
79594,1,20815941,20844674,48,7,925,-0.64206,0.73958,-0.945670598612205,0.445925925925926
163933,1,20868932,20891513,79,14,817,-1.0922,0.86263,-1.06762917459852,0.500740740740741
978,1,20905444,20955401,236,23,895,1.1454,0.12601,-1.56340022065807,0.597777777777778
65018,1,20949948,20988004,122,12,897,0.9396,0.17371,1.17042288718532,0.314444444444444
1650,1,20968260,20998037,84,10,882,0.82002,0.2061,-1.88123485771384,0.61037037037037
57576,1,20980475,21054317,159,32,739,0.46162,0.32218,-0.479798001189436,0.348518518518519
400745,1,21036225,21069133,63,9,787,-0.42266,0.66373,0.0947631609325169,0.27037037037037
50809,1,21059170,21123808,60,3,903,-0.29554,0.61621,3.01873395307249,0.0785185185185185
8672,1,21122785,21513381,405,8,897,-0.26156,0.60317,-2.8897778714176,0.69962962962963
1889,1,21533740,21682034,295,29,848,0.44841,0.32693,2.25907750457108,0.0862962962962963
84224,1,21756583,21821393,131,9,826,-0.72123,0.76462,1.26485139614124,0.0725925925925926
249,1,21825475,21914905,297,27,870,-0.1216,0.54839,-2.96664584745869,0.714814814814815
5909,1,21912708,22006010,245,43,850,-0.0088951,0.50355,-0.970906527711917,0.47037037037037
84196,1,21994791,22119688,284,20,900,0.48346,0.31438,0.955269601523711,0.209259259259259
401944,1,22128758,22161714,71,17,738,1.3745,0.084645,-1.33559580910871,0.497777777777778
3339,1,22138737,22273750,241,23,830,1.1438,0.12636,-0.31593964032559,0.343703703703704
23436,1,22293418,22325847,134,7,717,-1.3131,0.90543,0.978326828798156,0.158148148148148
10136,1,22318149,22349035,77,7,456,-0.82181,0.79441,-1.07262908435474,0.495555555555556
998,1,22369120,22429439,114,11,868,1.3004,0.09673,0.826997266694304,0.294814814814815
54361,1,22433798,22480474,91,12,890,1.6761,0.046857,-1.65330426778454,0.578518518518519
9923,1,22768344,22867650,101,8,895,-0.82679,0.79582,0.327540831585926,0.196666666666667
2046,1,22880004,22940087,148,18,839,-0.99016,0.83895,0.488064973604513,0.208888888888889
714,1,22959969,22984603,79,7,885,-0.35895,0.64018,0.510320262666457,0.188888888888889
2048,1,23027263,23251823,358,37,850,-0.42133,0.66324,3.54357578104928,0.027037037037037
646262,1,23269536,23309524,83,10,833,-0.71699,0.76331,-0.305911917107023,0.360740740740741
729059,1,23327327,23352343,30,4,849,-0.4386,0.66952,-0.85442344056008,0.410740740740741
23028,1,23335937,23420184,88,6,871,-0.54034,0.70552,-0.263792220794679,0.368518518518519
7798,1,23400516,23514301,184,14,905,-0.4281,0.66571,1.17294112922462,0.0644444444444444
10236,1,23625953,23681143,36,4,885,-0.30181,0.6186,3.30673398936691,0.0840740740740741
80818,1,23675941,23706357,54,6,922,-0.74762,0.77266,-0.275391072000716,0.375555555555556
6920,1,23697555,23761269,105,15,830,-0.83682,0.79865,1.89769054977011,0.102962962962963
55616,1,23745056,23820750,149,11,695,-0.19363,0.57677,0.906452872384489,0.236296296296296
1870,1,23822920,23867712,65,10,832,0.078663,0.46865,0.0814006222860755,0.283333333333333
3399,1,23874421,23896285,28,6,716,-0.85281,0.80312,0.120135822796962,0.171851851851852
6135,1,24008269,24032915,23,4,594,1.1109,0.1333,-1.22356721421399,0.503703703703704
6924,1,24059856,24098549,22,5,826,-0.074103,0.52954,-2.50538083220682,0.678518518518519
57095,1,24094876,24124722,9,2,931,-1.3491,0.91135,-0.483052509187853,0.387037037037037
11313,1,24107275,24132029,8,2,863,-1.9779,0.97603,-1.64246045312501,0.569259259259259
2582,1,24112089,24137294,15,3,894,-1.908,0.9718,0.38053011440244,0.212592592592593
3155,1,24118367,24175110,52,3,902,-1.466,0.92867,3.19596983721253,0.0281481481481481
2517,1,24161567,24204859,115,4,557,-1.1206,0.86876,2.50584260342722,0.111481481481481
1269,1,24187005,24295549,89,4,390,-1.0276,0.84793,-0.242657847085255,0.32962962962963
127294,1,24372531,24448665,199,19,887,-0.64489,0.7405,-1.03425822604075,0.484444444444445
58985,1,24436261,24479783,100,15,858,0.14004,0.44432,0.407546641181333,0.128148148148148
163702,1,24470647,24523765,135,18,836,-0.57239,0.71647,-1.0912105752868,0.460740740740741
57822,1,24635812,24700972,104,18,679,0.23207,0.40824,-2.19305786410173,0.695925925925926
57185,1,24732245,24809473,176,14,878,0.33664,0.3682,-1.19304213262832,0.478148148148148
11123,1,24818841,24873510,84,7,899,0.43305,0.33249,-2.19960252430259,0.614814814814815
400746,1,24872567,24945819,248,30,868,-0.37421,0.64587,1.48642982228908,0.195185185185185
10250,1,24959594,25009772,13,3,548,-0.22486,0.58895,1.13945679666891,0.267777777777778
25932,1,25061760,25180815,78,3,902,0.52707,0.29907,-0.1758553661287,0.382222222222222
25949,1,25538767,25569013,2,1,929,0.10631,0.45767,-1.46342687395522,0.541111111111111
57035,1,25558740,25584010,5,2,467,-0.31561,0.62385,2.12909168135421,0.0796296296296296
6007,1,25588884,25666936,2,1,647,-0.43416,0.66792,0.421003716816806,0.218888888888889
23585,1,25654789,25698852,15,1,890,-1.1779,0.88059,0.461561270015926,0.293703703703704
6006,1,25677853,25757363,75,2,875,-1.312,0.90524,-0.496958775003226,0.355185185185185
55219,1,25747388,25836700,103,2,670,-0.63108,0.73601,2.28700180490015,0.0962962962962963
26119,1,25860071,25905377,37,3,805,-1.0702,0.85773,-1.97766133526346,0.606296296296296
57134,1,25933959,26121258,195,18,873,-1.1997,0.88486,2.14685469984775,0.161851851851852
57190,1,26116667,26154713,76,5,855,-0.86985,0.80781,-1.71101656537524,0.58037037037037
56181,1,26136397,26169433,62,2,923,-0.78506,0.78379,3.61395401443269,0.0492592592592593
79000,1,26148414,26195939,84,2,919,-0.64981,0.74209,0.309569155352974,0.305555555555556
3925,1,26200670,26243368,45,3,848,0.054739,0.47817,0.930888294097216,0.181111111111111
5051,1,26276258,26336366,108,5,915,0.76639,0.22172,0.211486812951148,0.194444444444444
2134,1,26338266,26372955,48,5,894,1.9767,0.024038,-0.476022015704137,0.346666666666667
7780,1,26354513,26383439,49,4,905,2.1925,0.014171,2.81539998501722,0.0274074074074074
84676,1,26367792,26404142,77,5,907,3.3649,0.00038288,-0.210245807885362,0.32
149420,1,26427656,26462039,78,2,891,3.1433,0.00083529,0.174723519867699,0.343333333333333
51042,1,26486388,26507364,55,6,902,2.7436,0.0030388,1.02052565838579,0.241481481481481
10256,1,26493981,26526375,90,10,897,2.7742,0.0027669,-0.474094224656885,0.348518518518519
378807,1,26507119,26539033,80,13,902,2.7221,0.0032435,2.92000646515037,0.0722222222222222
64793,1,26550644,26615529,186,13,872,1.9162,0.027668,3.06747165894855,0.072962962962963
83442,1,26596213,26618013,71,8,857,2.0776,0.018871,-0.38406777435541,0.292962962962963
91544,1,26598773,26654756,167,11,891,2.053,0.020036,0.426804452173526,0.212222222222222
1043,1,26634411,26657014,73,9,911,2.2312,0.012834,-0.490685264223657,0.338148148148148
55057,1,26638350,26690621,163,19,910,2.3876,0.0084786,-2.56384514345002,0.661481481481482
79727,1,26727269,26766219,63,9,893,1.0062,0.15716,-0.0756413427070822,0.288518518518519
