GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,Mean.SVM.Score,Mean.FP.Rate
83756,1,1256726,1279844,122,27,311894,0.6205,0.26746,0.121975539423743,0.320384615384615
1855,1,1260658,1294509,167,27,324140,0.50259,0.30763,0.824203647241148,0.067032967032967
54587,1,1278071,1307183,182,23,312533,-0.1003,0.53995,0.280568021243633,0.225233516483516
54998,1,1299110,1320818,164,19,308319,-0.26924,0.60613,1.37902079712938,0.0160302197802198
81669,1,1311091,1344718,145,24,313716,-0.0050286,0.50201,0.763145177198427,0.0581593406593407
55052,1,1327276,1352693,101,17,331588,-0.10484,0.54175,0.172517867154415,0.253255494505495
441869,1,1343800,1366824,109,13,315227,-0.11508,0.54581,0.325988428196937,0.195947802197802
643965,1,1351508,1373167,86,13,309180,0.21709,0.41407,-1.12219848690837,0.817788461538462
64856,1,1360903,1388262,93,16,182436,-0.28001,0.61027,0.507035624437901,0.149697802197802
219293,1,1368152,1415538,190,27,92429,-0.065961,0.5263,0.674956827006686,0.0767445054945055
83858,1,1397139,1454852,253,20,148110,0.31536,0.37624,0.126110185348989,0.300865384615385
55210,1,1437523,1480067,188,24,185630,0.31107,0.37787,0.492792258295999,0.126483516483516
339453,1,1460158,1485740,124,21,213562,-0.45551,0.67563,-0.750198924621746,0.686428571428571
29101,1,1467053,1520262,214,24,225363,-0.83755,0.79886,0.368038906126812,0.167760989010989
643988,1,1523388,1545476,68,11,118551,0.62987,0.26439,-0.864935401987766,0.748956043956044
142678,1,1540795,1575990,79,14,201396,0.45469,0.32467,0.318903022328604,0.195673076923077
8510,1,1557060,1580030,35,9,89078,0.6795,0.24841,0.041886425481318,0.361483516483516
984,1,1561100,1600473,93,13,114483,0.3999,0.34461,0.554955046902271,0.137623626373626
728661,1,1581486,1634243,130,19,147367,0.66541,0.2529,0.310678988698644,0.203832417582418
728642,1,1623822,1665999,143,15,17345,-0.64955,0.74201,0.651306182153534,0.0841895604395604
9906,1,1646277,1687438,188,19,62589,-0.72868,0.7669,0.401317995457637,0.146291208791209
65220,1,1672671,1721508,133,19,302520,-1.001,0.84159,1.41852255660618,0.0106730769230769
2782,1,1706725,1832552,240,33,327359,-1.5625,0.94091,1.32093214666868,0.0276236263736264
163688,1,1836266,1858733,86,11,371470,-1.2249,0.8897,0.203733616979074,0.238598901098901
339456,1,1839029,1860740,88,12,367670,-1.1202,0.86869,0.368327702946957,0.155370879120879
85452,1,1843390,1945276,525,38,271994,-0.72749,0.76654,0.571272140163843,0.127376373626374
2563,1,1940768,1972192,101,16,213557,1.1556,0.12393,0.618172896367319,0.126318681318681
5590,1,1971909,2126834,684,55,345978,-0.75547,0.77502,0.674839774619583,0.113667582417582
199990,1,2105899,2154159,142,36,351030,-0.27996,0.61025,0.566957613498924,0.126057692307692
6497,1,2150134,2251652,392,75,326495,0.18809,0.4254,0.0768600047332949,0.324368131868132
79906,1,2241719,2333190,480,65,361467,-1.0233,0.84692,0.0856175866462354,0.314835164835165
11079,1,2313214,2346883,134,39,362296,-0.65581,0.74403,1.23306554483517,0.032967032967033
5192,1,2326241,2354010,126,37,339241,0.31231,0.3774,0.354808593325197,0.188296703296703
9651,1,2397754,2446964,232,48,340388,-0.20519,0.58129,1.16582719812157,0.015206043956044
55229,1,2429975,2468061,184,33,362270,-0.47906,0.68405,0.649971357722812,0.0862637362637363
388585,1,2450184,2471684,96,26,328690,-0.58238,0.71985,0.550277083291375,0.093282967032967
8764,1,2477291,2505268,107,17,320336,0.38801,0.349,1.25716332152193,0.01125
127281,1,2507899,2532908,127,16,361521,-0.038157,0.51522,1.05813129945518,0.0276373626373626
79258,1,2512078,2574499,289,19,367701,-0.030545,0.51218,1.24792545878029,0.0109340659340659
100287898,1,2562807,2716230,469,30,149884,-1.237,0.89196,-0.927267988740478,0.749024725274725
140625,1,2928046,2949467,98,17,354305,-0.11375,0.54528,0.209516305253233,0.239903846153846
63976,1,2975565,3365185,1939,210,325449,0.61323,0.26986,0.785803317806957,0.054010989010989
27237,1,3361147,3407677,216,28,356476,0.087583,0.4651,1.28293296536043,0.013282967032967
1953,1,3394506,3538059,733,114,315480,-1.6616,0.9517,1.09888842886566,0.0193956043956044
127262,1,3531556,3556695,124,23,377171,-1.0666,0.85693,0.953858697024251,0.0528021978021978
49856,1,3537331,3576671,165,33,331362,-0.71476,0.76262,0.251640707003411,0.211153846153846
7161,1,3559129,3662765,425,75,316928,-0.93902,0.82614,0.719836469225403,0.0667307692307692
148870,1,3658965,3698209,197,38,373280,0.13194,0.44752,-0.129217108795067,0.431662087912088
388588,1,3679352,3702546,152,24,368678,1.1597,0.12308,-0.16945280545767,0.455879120879121
57470,1,3686784,3723068,234,31,374865,0.56597,0.28571,0.0463029820893154,0.329203296703297
9731,1,3718645,3783797,481,27,372141,-0.11497,0.54576,0.187908836276519,0.242884615384615
1677,1,3763845,3811993,348,40,360626,-0.39939,0.6552,0.282805876412057,0.19717032967033
339448,1,3795697,3826857,165,25,383797,-1.3118,0.90521,0.28576215692617,0.213516483516484
55966,1,4705105,4853851,952,119,383696,-2.0735,0.98094,-0.472596103630494,0.596524725274725
261734,1,5912870,6062618,692,41,386562,0.050124,0.48001,-0.191110478836525,0.462857142857143
8514,1,6042358,6171253,494,87,346105,-0.10363,0.54127,0.690288160054271,0.10103021978022
26038,1,6151847,6250194,406,50,355048,1.3426,0.089708,-0.152909075361015,0.432417582417582
6146,1,6235080,6269679,94,17,363918,1.0738,0.14145,0.0556916612264189,0.31989010989011
388591,1,6256189,6291359,115,20,375344,0.72114,0.23541,0.924962974743312,0.0483516483516484
23463,1,6271253,6306044,107,19,372038,0.9233,0.17793,0.186687161983682,0.270700549450549
390992,1,6294252,6315638,59,13,359972,1.5226,0.063932,0.157146020154553,0.300274725274725
387509,1,6297406,6331035,111,16,307450,1.14,0.12714,0.506948000502616,0.148200549450549
11332,1,6314332,6463826,651,38,361289,-0.80415,0.78934,0.862621499149196,0.0609203296703297
54626,1,6465292,6494724,121,14,378016,-0.38969,0.65162,0.423396864417814,0.138901098901099
83715,1,6474836,6531004,203,25,352250,-0.54917,0.70855,1.12047249513646,0.0325824175824176
8718,1,6510787,6537432,86,21,334356,-0.60918,0.7288,0.206772608784279,0.244464285714286
57449,1,6516152,6590121,290,45,345128,0.083527,0.46672,1.03242324628465,0.0309203296703297
79707,1,6571407,6624658,280,14,363761,0.51197,0.30434,-0.0329262431625627,0.365206043956044
80835,1,6604987,6649817,190,27,375099,0.68211,0.24758,-0.0514729880954986,0.388695054945055
3104,1,6630051,6659340,94,36,395825,1.1178,0.13182,0.75315434435832,0.0640247252747253
9903,1,6640784,6672958,99,32,387838,1.0841,0.13916,0.75049292765957,0.0809203296703297
148479,1,6663756,6694093,89,23,383148,1.239,0.10767,0.215844574977053,0.227692307692308
90326,1,6674925,6705646,111,26,371360,1.8791,0.030113,0.112560426439222,0.283777472527473
55735,1,6684228,6771966,293,34,386058,1.5706,0.058139,0.268696423569141,0.204711538461538
23261,1,6835384,7839766,3704,266,351967,0.62272,0.26673,0.0542403056590923,0.326744505494505
9341,1,7821329,7851492,100,22,402699,0.68971,0.24519,0.662331237195337,0.119450549450549
8863,1,7834413,7915241,375,38,391927,0.36257,0.35846,1.03014745309367,0.0381043956043956
10911,1,7897672,7923551,132,31,384106,-0.82204,0.79447,0.0212607208992487,0.333035714285714
3604,1,7965931,8013225,138,23,365060,-1.4979,0.93292,0.5283439869158,0.124807692307692
11315,1,8011714,8055342,134,25,364601,0.92653,0.17708,0.157755945809694,0.281744505494505
54206,1,8061779,8096393,80,16,380374,0.34908,0.36351,0.82606805725553,0.0496428571428571
50651,1,8368171,8414227,177,32,373806,0.87513,0.19075,0.229433707360309,0.226510989010989
473,1,8402464,8887699,1184,48,370602,1.0861,0.13871,0.338129428402011,0.200178571428571
2023,1,8911059,8949151,109,21,347953,-0.71287,0.76204,0.501635335717253,0.123365384615385
765,1,8995893,9045151,236,59,350462,0.75012,0.22659,0.291108960401074,0.195123626373626
155184,1,9053359,9096404,194,44,354520,0.15236,0.43945,0.021742552645555,0.354642857142857
6518,1,9087005,9141763,265,28,330540,1.5598,0.059403,0.298161092439718,0.200123626373626
80045,1,9153472,9199229,179,31,344034,0.93533,0.17481,0.787521954920086,0.0512362637362637
9563,1,9284822,9341396,265,34,347559,-0.090927,0.53622,0.33831404989334,0.200247252747253
80176,1,9325202,9439591,681,102,361173,-1.1565,0.87626,0.212893530056342,0.232074175824176
84275,1,9589528,9652831,141,21,309768,1.3444,0.089405,-0.0348172124046984,0.369313186813187
199953,1,9638932,9684935,101,19,348953,2.2173,0.013301,0.0970315844149928,0.299766483516484
5293,1,9701789,9799172,327,55,352769,0.86768,0.19278,0.344064964676925,0.191002747252747
22883,1,9779079,9894550,312,40,353631,0.74861,0.22705,0.345505120163867,0.18407967032967
56998,1,9898334,9980316,234,43,339778,0.97166,0.16561,0.659932714549797,0.0732829670329671
84328,1,9972168,10013460,119,23,361226,-0.7783,0.7818,-0.167633454960198,0.435260989010989
64802,1,9993486,10055556,164,28,377056,-1.577,0.9426,-0.0296168866627274,0.370837912087912
116362,1,10047255,10086078,110,18,374682,-1.5659,0.94131,0.234708407950449,0.219656593406593
10277,1,10083041,10251297,538,30,361196,-0.65914,0.7451,0.456750695615483,0.141964285714286
23095,1,10260606,10451664,763,23,390286,0.45873,0.32322,0.170011964042438,0.276085164835165
5226,1,10448884,10490565,156,25,353405,0.25326,0.40003,0.559044085514177,0.0963461538461538
378708,1,10479944,10520239,147,19,328611,-0.55249,0.7097,-0.294936007413849,0.513502747252747
100526739,1,10480159,10522060,152,20,329958,-0.53793,0.70469,-0.0695565957344685,0.39010989010989
1325,1,10499776,10522060,57,14,365796,-0.40016,0.65548,-0.101651293595958,0.410535714285714
1676,1,10510588,10542613,97,25,321711,-0.45524,0.67553,0.309075609115251,0.195659340659341
5195,1,10525003,10700815,534,46,370577,-0.98174,0.83689,0.228644317616729,0.246648351648352
54897,1,10686661,10866733,574,99,330194,-0.542,0.70609,0.0965426126819762,0.30625
148345,1,10996530,11052094,254,29,345011,-0.68841,0.7544,-0.10226682271392,0.419478021978022
23435,1,11062462,11095549,111,15,353027,-0.12572,0.55002,0.844019446087425,0.0682554945054945
10747,1,11076580,11117296,127,18,338716,-0.35702,0.63946,0.381023203743652,0.179038461538462
6723,1,11104649,11130091,91,11,330712,-0.056096,0.52237,0.807186906815431,0.0494230769230769
5394,1,11116675,11169961,182,11,364922,-0.55824,0.71166,0.399786935114905,0.176717032967033
2475,1,11156588,11332614,455,16,385638,-0.73726,0.76952,-0.267634864199457,0.494656593406593
10218,1,11239346,11266038,56,6,379066,-0.48599,0.68651,0.0476956609397056,0.328804945054945
29914,1,11323255,11358491,68,11,379261,0.16673,0.43379,0.15279064118041,0.267664835164835
57540,1,11529295,11607640,246,27,384503,0.20001,0.42074,-0.0830630733522637,0.401923076923077
26232,1,11697924,11724888,93,31,298507,0.22315,0.41171,0.341605795939585,0.22168956043956
93611,1,11704432,11733384,107,29,302835,0.45211,0.32559,0.600236528832193,0.0922115384615385
26270,1,11714150,11744411,120,24,345489,0.57273,0.28341,0.718325310839596,0.0642994505494506
10459,1,11724537,11761678,145,31,332404,-0.219,0.58668,0.527960390855712,0.153626373626374
374946,1,11741781,11790336,176,39,281914,-0.88827,0.8128,0.393721330420423,0.157870879120879
57085,1,11786142,11820828,116,23,297432,0.11524,0.45413,1.27843415043849,0.0121153846153846
284498,1,11813827,11859642,237,22,366669,1.5893,0.055992,-0.0794991321441691,0.407335164835165
4524,1,11835787,11876160,250,20,400233,0.87455,0.19091,0.921875862133125,0.0480906593406593
1185,1,11856153,11913201,354,24,378310,0.14559,0.44212,0.863043649675593,0.0454120879120879
4878,1,11895766,11917840,124,22,383356,0.39567,0.34617,0.344739777691599,0.17967032967033
4879,1,11907521,11928992,101,22,385023,0.29978,0.38217,0.213305861128958,0.224024725274725
90231,1,11969645,11996485,124,21,327839,0.72635,0.23381,0.728035302922343,0.0872115384615385
5351,1,11984724,12045599,206,27,356539,-0.8072,0.79022,1.6331389424617,0.0053021978021978
9927,1,12030238,12083572,185,24,343100,-0.14464,0.5575,0.256335005824816,0.226304945054945
60672,1,12069299,12102106,86,19,377213,0.6228,0.26671,1.47968318684763,0.00729395604395605
943,1,12113434,12214264,294,56,313018,1.413,0.078834,0.335630711448517,0.175769230769231
7133,1,12217044,12279279,219,33,316976,1.9733,0.024231,0.586093173228124,0.0899175824175824
55187,1,12280101,12582099,821,34,368574,-0.32439,0.62718,0.397095880876892,0.176057692307692
9249,1,12617939,12687820,302,47,371512,-0.59702,0.72475,0.297955080975979,0.189120879120879
343066,1,12694566,12737097,140,16,342596,0.89074,0.18653,-0.599321511507663,0.635247252747253
126767,1,12766118,12798726,143,23,342903,-0.64602,0.74087,-0.187290332549101,0.46146978021978
93190,1,12796163,12831102,169,19,356638,-0.72821,0.76676,0.0712705534288323,0.31282967032967
390999,1,12824984,12848049,68,14,303333,-0.33841,0.63247,-0.109119415888184,0.420782967032967
65121,1,12841546,12866777,160,24,98331,1.1916,0.11671,0.180215397500941,0.244656593406593
440560,1,12874468,12901264,151,17,82841,-1.0938,0.86298,0.0454189216954915,0.326538461538462
343069,1,12897261,12918578,167,9,240515,-1.0002,0.8414,0.285353317986342,0.21625
65122,1,12906941,12931764,147,10,247479,-0.82619,0.79565,-0.452293763565698,0.583997252747253
400735,1,12929033,12956025,8,4,55084,0.41738,0.3382,0.0698432081846067,0.342445054945055
343071,1,12942727,12968094,5,2,81636,0.91543,0.17998,0.229329163815982,0.232953296703297
441873,1,13130447,13155000,1,1,376238,-1.1909,0.88315,-1.19189922992969,0.823777472527472
440563,1,13172960,13194326,62,8,252194,-1.2467,0.89375,-3.23397075227373,0.994793956043956
645414,1,13684889,13708405,1,1,364859,-0.14539,0.5578,-1.06244786960821,0.802087912087912
391004,1,13706088,13729064,7,2,16672,-0.17001,0.5675,-0.423995853078724,0.579642857142857
645425,1,13726907,13757803,11,3,17477,-0.67016,0.74862,-0.364080793255932,0.550247252747253
126755,1,13791445,13850242,310,55,314380,-0.098393,0.53919,0.455736285393856,0.125151098901099
10630,1,13900252,13954452,241,51,332808,0.60882,0.27132,-0.104584958843146,0.412266483516483
7799,1,14016714,14161574,517,39,388133,0.19888,0.42118,0.0298171364538922,0.339038461538462
23254,1,14209646,15454544,5978,429,366829,0.7323,0.23199,0.91275930445966,0.0468681318681319
55092,1,15469028,15556974,538,37,391593,-0.74069,0.77056,0.0334371491653559,0.329120879120879
727684,1,15480692,15508120,136,22,401205,-1.3551,0.91231,-2.8944573401683,0.989285714285714
114827,1,15563730,15734767,716,83,342460,1.1801,0.11897,0.165368422790038,0.27157967032967
79180,1,15726391,15766839,169,41,344175,-0.13427,0.55341,0.469798566007785,0.140302197802198
11330,1,15754938,15783153,102,25,357814,-0.77876,0.78194,-0.0122578048861855,0.356442307692308
63036,1,15773223,15808586,145,30,373884,-0.47918,0.68409,0.189848166449229,0.259752747252747
51032,1,15792596,15827895,142,21,370120,-0.79602,0.78699,0.228540507470636,0.217266483516484
842,1,15807896,15861407,228,17,386886,-1.3515,0.91173,0.997597285448601,0.0404395604395604
23341,1,15843343,15908228,226,20,372846,-1.1328,0.87135,0.192923264801507,0.257376373626374
79814,1,15888194,15921605,183,16,356398,-0.78502,0.78378,-0.146960247158175,0.444409340659341
84301,1,15933953,16005539,215,15,367101,-0.29542,0.61616,0.0267767379060303,0.337568681318681
6248,1,15976364,15998217,54,7,384623,-0.48826,0.68732,0.356287758969789,0.182335164835165
23207,1,16000632,16071264,266,26,376472,-0.99164,0.83931,0.138344948432152,0.271813186813187
284723,1,16052721,16077884,80,19,355157,-0.48588,0.68647,0.59285610005186,0.098434065934066
388595,1,16058987,16084292,88,20,360086,-0.4274,0.66546,-0.37594313508924,0.52543956043956
54751,1,16073107,16123089,194,33,374579,0.71418,0.23756,0.30024627330374,0.213049450549451
440567,1,16123657,16144194,120,13,376859,-0.20965,0.58303,-0.627310378668844,0.653502747252747
23013,1,16164359,16276951,316,32,379789,-0.70522,0.75966,1.59435524580174,0.0106318681318681
7709,1,16258364,16312627,152,33,377236,-0.99138,0.83925,0.734435534732466,0.0673076923076923
149563,1,16320731,16343184,169,24,393547,-0.96364,0.83239,0.148380201925929,0.268214285714286
27129,1,16330523,16356084,173,24,405420,-1.3312,0.90844,-0.429037958850876,0.560837912087912
1187,1,16338486,16370548,264,26,342267,-0.16231,0.56447,1.58597749601851,0.00479395604395604
1188,1,16360231,16393821,336,34,285035,0.14965,0.44052,0.96125325145539,0.0473763736263736
348487,1,16374264,16410127,252,25,297116,0.29673,0.38334,0.375507874042237,0.159986263736264
1969,1,16440832,16492582,141,33,374324,-0.83092,0.79699,0.194309658423035,0.23706043956044
128272,1,16514599,16549104,153,14,350567,0.31599,0.376,0.0386609798521363,0.32896978021978
79363,1,16548182,16573659,67,11,412554,-0.78152,0.78275,-0.0815427950864862,0.402651098901099
54455,1,16563339,16688965,342,18,383512,-0.41038,0.65924,0.288287878030325,0.217733516483516
26099,1,16683525,16734643,157,21,383689,0.67077,0.25118,1.25552880227209,0.0185989010989011
374955,1,16712101,16773919,206,38,380856,0.057885,0.47692,-0.191139355456443,0.465631868131868
55707,1,16757167,16796585,132,24,381671,0.19479,0.42278,0.921169494512098,0.046304945054945
55672,1,16878922,16950100,2,1,17477,-0.92115,0.82151,-0.150259894048792,0.440357142857143
729574,1,16989498,17010007,16,4,83268,0.40021,0.3445,-1.21586342598951,0.844945054945055
9696,1,17238445,17309474,270,31,227707,0.27117,0.39313,0.641106861930917,0.0816620879120879
4237,1,17290997,17318081,110,26,367625,1.7022,0.044358,0.478751780649456,0.123598901098901
23400,1,17302453,17348467,140,25,367579,2.3976,0.0082504,1.18452386056125,0.011978021978022
6390,1,17335217,17390665,209,24,404143,2.2304,0.012862,0.622771030747731,0.10978021978022
11240,1,17383256,17455948,381,28,382133,0.67293,0.2505,0.517829529036129,0.111923076923077
29943,1,17521621,17582501,311,67,353789,-1.0759,0.85901,0.251491571549121,0.225604395604396
51702,1,17565593,17620728,294,34,400544,-1.5018,0.93343,0.0129089836675605,0.338667582417582
23569,1,17624690,17700495,528,41,355277,-0.32323,0.62674,-0.0272742234375502,0.366936813186813
353238,1,17688741,17738195,304,26,384343,0.34481,0.36512,-0.533842343630949,0.611868131868132
55920,1,17723251,17776250,202,29,369678,0.74812,0.22719,0.135918381437061,0.285645604395604
55160,1,17836693,18034370,597,75,351206,-0.1819,0.57217,0.504725429463111,0.120782967032967
81569,1,18071808,18163558,295,31,334617,0.042501,0.48305,0.192015355647308,0.244271978021978
84966,1,18424240,18714977,1248,158,359596,0.45083,0.32606,0.0615684656835361,0.317912087912088
127707,1,18797424,18822540,145,26,391774,-0.29939,0.61768,-0.374918776739983,0.553200549450549
5081,1,18947500,19085360,510,89,342223,0.37417,0.35414,0.117878804181174,0.286236263736264
80834,1,19156093,19196155,283,39,368756,0.50893,0.3054,0.239189413765444,0.21032967032967
8659,1,19187924,19239293,337,42,367404,1.9323,0.026663,0.252800231971079,0.226648351648352
126917,1,19220774,19292826,369,51,366819,1.689,0.045611,0.67026577543685,0.0688873626373626
23352,1,19391000,19546812,477,42,391846,0.38168,0.35135,-0.26098488829895,0.48375
23065,1,19532158,19588053,232,32,408124,0.41364,0.33957,0.36227715990819,0.189903846153846
51154,1,19568075,19596622,159,22,401979,0.20343,0.4194,-0.0299410937084173,0.364230769230769
22977,1,19599057,19625280,130,11,362309,-0.13006,0.55174,0.200084146679881,0.238708791208791
8574,1,19619202,19648640,121,30,367094,-0.2499,0.59867,0.442282397544887,0.151675824175824
54896,1,19628740,19668925,201,32,371950,-0.29769,0.61703,0.824222723306917,0.0509615384615385
832,1,19655267,19822066,822,44,378588,-0.33056,0.62951,1.30110445457401,0.033228021978022
440574,1,19913471,19966315,229,26,378594,0.98777,0.16163,-0.00128073106154662,0.353832417582418
4681,1,19959723,19994949,167,39,351714,-0.47735,0.68344,0.623795962777801,0.0973214285714286
3362,1,19981780,20016055,143,21,366503,-0.4111,0.6595,-0.00712965849016688,0.370563186813187
255104,1,19998706,20136424,527,58,367375,-0.073895,0.52945,0.878503227432584,0.0568269230769231
54546,1,20130522,20151771,115,27,350674,1.1571,0.12361,0.434017681137235,0.134148351648352
23252,1,20198356,20249438,170,31,392823,-0.7358,0.76908,0.267407692708952,0.215467032967033
30814,1,20236800,20260110,112,29,393547,-0.54382,0.70672,0.189976717751157,0.23646978021978
5320,1,20291924,20316932,116,29,376532,-1.2532,0.89493,0.214066466201022,0.233461538461538
5322,1,20376157,20428394,219,36,397148,0.77551,0.21902,0.0471744801627863,0.316607142857143
26279,1,20429143,20456059,96,30,316905,-0.66819,0.74799,0.0508112467999332,0.32614010989011
64600,1,20455823,20486879,80,30,310403,0.55602,0.2891,0.15611636479976,0.26396978021978
391013,1,20480484,20511687,92,22,376749,0.46229,0.32194,-0.133220405066135,0.438365384615385
127733,1,20502578,20532540,79,16,347984,1.1312,0.12898,0.273032362697883,0.209010989010989
127731,1,20607412,20691662,397,42,386804,-1.311,0.90507,-0.243299858671222,0.48646978021978
55450,1,20798884,20822728,70,19,391593,0.078604,0.46867,0.321440786693231,0.184862637362637
79594,1,20815941,20844674,110,27,382682,0.33497,0.36882,-0.0354598783087157,0.382472527472527
163933,1,20868932,20891513,110,24,384481,0.44132,0.32949,0.213268464475393,0.230302197802198
978,1,20905444,20955401,301,27,356394,-0.45176,0.67428,0.300780746633146,0.195659340659341
65018,1,20949948,20988004,189,25,384413,-0.92169,0.82166,1.34211211296461,0.0103571428571429
1650,1,20968260,20998037,153,26,375447,-0.93006,0.82383,0.967078057012013,0.039793956043956
57576,1,20980475,21054317,351,69,361450,0.57163,0.28378,0.410747918028678,0.146881868131868
400745,1,21036225,21069133,134,30,389532,3.1192,0.00090686,0.428465189540836,0.143008241758242
50809,1,21059170,21123808,171,24,379184,3.6611,0.00012557,0.312311757505739,0.198873626373626
8672,1,21122785,21513381,1023,34,363352,3.9803,3.4409e-05,0.602240687409641,0.102623626373626
1889,1,21533740,21682034,565,60,389444,-0.11403,0.54539,0.930058640888576,0.0605357142857143
84224,1,21756583,21821393,367,29,321806,0.20254,0.41975,0.258035135576452,0.218063186813187
249,1,21825475,21914905,480,56,381098,0.46688,0.32029,0.334652131378889,0.179656593406593
5909,1,21912708,22006010,444,68,384143,-0.24493,0.59675,0.531513784631839,0.144711538461538
84196,1,21994791,22119688,550,49,383533,0.20586,0.41845,0.194271083231772,0.258035714285714
401944,1,22128758,22161714,142,43,381818,1.1089,0.13373,0.547500228662663,0.147239010989011
3339,1,22138737,22273750,568,55,377439,0.9384,0.17402,1.67400357626001,0.0059065934065934
23436,1,22293418,22325847,337,26,198752,0.3945,0.3466,0.212153451722652,0.232362637362637
10136,1,22318149,22349035,236,30,204423,0.44751,0.32725,-0.364435428359649,0.531662087912088
998,1,22369120,22429439,227,36,379652,1.4264,0.076881,-0.365332151638684,0.520769230769231
54361,1,22433798,22480474,204,41,384312,0.95701,0.16928,0.792605328198809,0.0590934065934066
9923,1,22768344,22867650,251,39,380438,1.8787,0.030142,0.65184858171657,0.0914972527472528
2046,1,22880004,22940087,289,39,351194,0.69041,0.24497,0.635690497344282,0.0937225274725275
712,1,22953118,22976175,99,15,396793,0.092065,0.46332,0.333769601246817,0.175865384615385
714,1,22959969,22984603,124,17,400363,-0.39195,0.65245,0.223010459875125,0.231538461538461
713,1,22969682,22998130,127,21,394746,-0.57932,0.71881,-0.0413084623853781,0.378392857142857
2048,1,23027263,23251823,684,89,335310,1.3748,0.084596,0.472366585371098,0.159203296703297
646262,1,23269536,23309524,143,25,380370,-0.17558,0.56969,0.134994551803747,0.291428571428571
729059,1,23327327,23352343,51,11,380175,0.47123,0.31874,-1.02811314747674,0.801634615384615
23028,1,23335937,23420184,156,21,391767,-0.31265,0.62273,-0.526927485074319,0.627252747252747
7798,1,23400516,23514301,306,29,380971,-0.59307,0.72343,0.542642364238736,0.112335164835165
3352,1,23508388,23531222,105,12,383623,-0.97073,0.83416,-0.115883209634239,0.427898351648352
10236,1,23625953,23681143,135,20,370017,0.38754,0.34918,-0.19038516028989,0.445480769230769
80818,1,23675941,23706357,97,18,386330,0.33952,0.36711,-0.422049758672044,0.583887362637363
6920,1,23697555,23761269,222,39,378419,-0.18024,0.57152,0.0727395573170853,0.315082417582418
55616,1,23745056,23820750,272,25,373330,0.34789,0.36396,0.771576464419905,0.0582142857142857
1870,1,23822920,23867712,165,33,333788,0.17886,0.42902,0.469400556894148,0.127980769230769
3399,1,23874421,23896285,61,19,365594,-0.23895,0.59443,0.397264949966988,0.144478021978022
6135,1,24008269,24032915,74,16,261340,-0.49512,0.68974,-0.216060317641804,0.470563186813187
6924,1,24059856,24098549,95,20,351661,-0.74224,0.77103,0.577317920557072,0.123392857142857
57095,1,24094876,24124722,35,18,342776,0.59695,0.27527,0.831643831646393,0.0475137362637363
11313,1,24107275,24132029,32,18,347978,0.7467,0.22762,0.782285769133366,0.0577197802197802
2582,1,24112089,24137294,30,9,408007,0.72815,0.23326,0.786415815223176,0.050728021978022
3155,1,24118367,24175110,103,14,363152,0.5342,0.2966,1.04079209282988,0.0346703296703297
2517,1,24161567,24204859,165,12,356718,-0.2911,0.61451,0.869503735144138,0.0516346153846154
1269,1,24187005,24295549,342,23,321150,-0.40513,0.65731,-0.0296495700661479,0.371950549450549
55629,1,24276301,24299952,10,3,90449,-0.48121,0.68482,-0.289536583253601,0.501538461538461
