GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT            P
284498       1   11813827   11859642    165      11  898      0.64927      0.25808
4524         1   11835787   11876160    178      10  892      0.42374      0.33588
1185         1   11856153   11913201    231      16  819      0.58591      0.27897
4878         1   11895766   11917840     76       9  824      0.62795      0.26502
4879         1   11907521   11928992     49       7  863     -0.50434      0.69299
90231        1   11969645   11996485     70       9  857     -0.31463      0.62348
5351         1   11984724   12045599    129      12  853     -0.47617      0.68302
9927         1   12030238   12083572    129      13  837     -0.84411       0.8007
60672        1   12069299   12102106     61      11  843      -1.4718      0.92946
943          1   12113434   12214264    156      27  716     -0.44684       0.6725
7133         1   12217044   12279279     80      10  739      -1.6599      0.95153
55187        1   12280101   12582099    110      12  657     -0.42411      0.66426
9249         1   12617939   12687820    179      25  764     -0.49908      0.69114
343066       1   12694566   12737097     33       3  766      0.54138      0.29412
126767       1   12766118   12798726     75       7  843      0.49018        0.312
93190        1   12796163   12831102     80       5  846      0.31079      0.37798
390999       1   12824984   12848049     26       3  799     -0.91823      0.82075
65121        1   12841546   12866777     44       4  522     -0.16434      0.56527
440560       1   12874468   12901264      1       1  934      0.36286      0.35835
343069       1   12897261   12918578      2       1  931       1.1454      0.12602
65122        1   12906941   12931764      2       1  931       1.1454      0.12602
440563       1   13172960   13194326     19       1  415     -0.65986      0.74533
126755       1   13791445   13850242    163      28  741      0.23958      0.40533
10630        1   13900252   13954452    131      23  796     -0.48471      0.68606
7799         1   14016714   14161574    182      18  857     -0.15758      0.56261
23254        1   14209646   15454544   3295     244  805      -0.8328      0.79752
55092        1   15469028   15556974    421      27  861     -0.23302      0.59213
727684       1   15480692   15508120     98      12  879      0.56488      0.28608
114827       1   15563730   15734767    354      36  828       1.2714      0.10179
79180        1   15726391   15766839     55      11  766      0.43913      0.33028
11330        1   15754938   15783153     36       5  618       1.0101      0.15622
63036        1   15773223   15808586     75      11  756      0.17069      0.43223
51032        1   15792596   15827895     79       7  885      0.22209      0.41212
842          1   15807896   15861407    160       7  928      0.20043      0.42057
23341        1   15843343   15908228    139       6  923      0.44023      0.32989
79814        1   15888194   15921605    133       8  914      0.65942      0.25481
84301        1   15933953   16005539    136       5  919      0.41828      0.33787
6248         1   15976364   15998217     39       3  930      0.46232      0.32193
23207        1   16000632   16071264    154       9  903      0.49229      0.31126
284723       1   16052721   16077884     39       5  926       1.2021      0.11466
388595       1   16058987   16084292     46       7  901      0.78674      0.21572
54751        1   16073107   16123089     93      12  835     -0.94758      0.82833
440567       1   16123657   16144194     84       6  919    0.0051693      0.49794
23013        1   16164359   16276951    156      15  914      0.14032       0.4442
7709         1   16258364   16312627     78      11  917    -0.077355      0.53083
101928566    1   16292626   16333701    143      14  911      0.57952      0.28112
149563       1   16320731   16343184    114      12  921      0.81085      0.20872
27129        1   16330523   16356084    111      10  930    -0.035919      0.51433
1187         1   16338486   16370548    159      15  871     -0.45699      0.67616
1188         1   16360231   16393821    162      16  752     -0.54251      0.70627
348487       1   16374264   16410127    130      12  778     -0.33461      0.63104
1969         1   16440832   16492582     65      10  800     -0.78441       0.7836
128272       1   16514599   16549104    109       7  920     -0.35303      0.63797
101927546    1   16541343   16563528     42       4  900      0.38637      0.34961
79363        1   16548182   16573659     41       4  887      0.45505      0.32454
54455        1   16563339   16688965    212       8  925      0.54076      0.29434
26099        1   16683525   16734643    102       9  902     -0.35901      0.64021
374955       1   16712101   16773919    123      17  810     -0.60426      0.72716
55707        1   16757167   16796585     71       8  845      0.13973      0.44444
100133301    1   16855561   16876198      9       2  436     -0.71532      0.76279
9696         1   17238445   17309474    119      11  762     -0.78146      0.78273
4237         1   17290997   17318081     50       8  781    -0.097114      0.53868
23400        1   17302453   17348467     72       8  847     -0.16107      0.56398
6390         1   17335217   17390665    133      10  901     -0.36263      0.64156
11240        1   17383256   17455948    246      13  811      0.32806      0.37143
29943        1   17521621   17582501    166      29  812      -1.2634      0.89677
51702        1   17565593   17620728    213      26  903     -0.99626      0.84044
23569        1   17624690   17700495    335      21  870     -0.29037      0.61423
353238       1   17688741   17738195    185      13  855       -1.592      0.94431
55920        1   17723251   17776250     99       7  884      -1.4466      0.92599
55160        1   17836693   18034370    305      24  832      -1.3057      0.90417
81569        1   18071808   18163558    158      14  815     -0.28593      0.61253
84966        1   18424240   18714977    705      86  800     -0.97593      0.83545
127707       1   18797424   18822540     93      11  926    0.0046223      0.49816
5081         1   18947500   19085360    219      31  749      -0.2628      0.60365
80834        1   19156093   19196155    144      19  774      -1.2845      0.90052
8659         1   19187924   19239293     44       5  485      -1.1402      0.87289
126917       1   19220774   19292826    147      17  676      -1.7173      0.95704
23352        1   19391000   19546812    211      13  908      0.80046      0.21172
23065        1   19532158   19588053    122      12  860      0.64574      0.25922
51154        1   19568075   19596622     89      11  811      0.49475      0.31039
22977        1   19599057   19625280     41       9  901       1.0773      0.14068
8574         1   19619202   19648640     68      13  683       1.0723      0.14178
54896        1   19628740   19668925    110      13  777       1.0259      0.15247
832          1   19655267   19822066    404      16  900       1.3374     0.090551
440574       1   19913471   19966315    104      13  924     -0.15577      0.56189
100532736    1   19913471   19994949    163      22  858     -0.50349      0.69269
4681         1   19959723   19994949     75      14  773       -1.048      0.85267
3362         1   19981780   20016055     74       6  889      0.29304      0.38475
255104       1   19998706   20136424    262      24  845       1.1081      0.13391
54546        1   20130522   20151771     37       8  825    -0.028317       0.5113
23252        1   20198356   20249438     94      13  895      0.15542      0.43825
30814        1   20236800   20260110     52      10  880      0.94667       0.1719
5320         1   20291924   20316932     69      12  873       3.2232    0.0006339
5322         1   20376157   20428394    144      18  926       1.7517     0.039915
26279        1   20429143   20456059     37      12  652     -0.90391      0.81698
64600        1   20455823   20486879     35       9  727      -0.1578      0.56269
391013       1   20480484   20511687     56      10  810      -0.6698      0.74851
127733       1   20502578   20532540     21       2  821    -0.098428       0.5392
127731       1   20607412   20691662    257      20  884     -0.93791      0.82586
55450        1   20798884   20822728     32       7  924    0.0047836      0.49809
79594        1   20815941   20844674     48       7  925      -0.7769      0.78139
163933       1   20868932   20891513     79      14  817      0.36516      0.35749
978          1   20905444   20955401    236      23  895       3.3229   0.00044539
65018        1   20949948   20988004    122      12  897       2.0675     0.019346
1650         1   20968260   20998037     84      10  882       2.3579     0.009189
57576        1   20980475   21054317    159      32  739       2.8043    0.0025211
400745       1   21036225   21069133     63       9  787       1.7839     0.037217
50809        1   21059170   21123808     60       3  903        0.129      0.44868
8672         1   21122785   21513381    405       8  897     -0.41735      0.66179
1889         1   21533740   21682034    295      29  848       1.0297      0.15159
84224        1   21756583   21821393    131       9  826      -1.1689      0.87877
249          1   21825475   21914905    297      27  870       0.8789      0.18973
5909         1   21912708   22006010    245      43  850      0.27692      0.39092
84196        1   21994791   22119688    284      20  900       1.1315      0.12893
401944       1   22128758   22161714     71      17  738     -0.30164      0.61854
3339         1   22138737   22273750    241      23  830      0.23505      0.40709
23436        1   22293418   22325847    134       7  717       1.2438      0.10678
10136        1   22318149   22349035     77       7  456       1.4204     0.077742
998          1   22369120   22429439    114      11  868     -0.45088      0.67396
54361        1   22433798   22480474     91      12  890     -0.70174      0.75858
9923         1   22768344   22867650    101       8  895     0.056341      0.47753
2046         1   22880004   22940087    148      18  839     -0.19838      0.57863
712          1   22953118   22976175     67       7  847      0.55102      0.29081
714          1   22959969   22984603     79       7  885      0.81982      0.20616
713          1   22969682   22998130     75       8  886      0.74421      0.22837
2048         1   23027263   23251823    358      37  850      -1.2881      0.90114
646262       1   23269536   23309524     83      10  833      0.78686      0.21568
729059       1   23327327   23352343     30       4  849      0.50025      0.30845
23028        1   23335937   23420184     88       6  871      0.52202      0.30083
7798         1   23400516   23514301    184      14  905     -0.33319       0.6305
3352         1   23508388   23531222     73       5  914     -0.56479      0.71389
10236        1   23625953   23681143     36       4  885     -0.86668      0.80694
80818        1   23675941   23706357     54       6  922      0.16787      0.43334
6920         1   23697555   23761269    105      15  830       2.6023    0.0046295
55616        1   23745056   23820750    149      11  695       2.6566    0.0039466
1870         1   23822920   23867712     65      10  832      -1.6873      0.95423
3399         1   23874421   23896285     28       6  716      0.99115      0.16081
6135         1   24008269   24032915     23       4  594     -0.80793      0.79043
6924         1   24059856   24098549     22       5  826      -0.4906      0.68814
57095        1   24094876   24124722      9       2  931       1.2778      0.10067
11313        1   24107275   24132029      8       2  863       1.0672      0.14294
2582         1   24112089   24137294     15       3  894       1.0652      0.14338
3155         1   24118367   24175110     52       3  902       0.7602      0.22357
2517         1   24161567   24204859    115       4  557      0.95337       0.1702
1269         1   24187005   24295549     89       4  390       1.0961      0.13651
127294       1   24372531   24448665    199      19  887       1.6428     0.050216
58985        1   24436261   24479783    100      15  858      0.94771      0.17164
163702       1   24470647   24523765    135      18  836      0.45154       0.3258
57822        1   24635812   24700972    104      18  679      0.60357      0.27307
90529        1   24673489   24751587    164      13  867      0.81715      0.20692
57185        1   24732245   24809473    176      14  878       1.1614      0.12274
11123        1   24818841   24873510     84       7  899     0.034785      0.48613
400746       1   24872567   24945819    248      30  868     -0.39757      0.65453
10250        1   24959594   25009772     13       3  548     -0.67667      0.75069
25932        1   25061760   25180815     78       3  902       1.8793       0.0301
864          1   25216002   25301648    156      19  809     -0.37303      0.64544
25949        1   25538767   25569013      2       1  929      -2.1002      0.98214
57035        1   25558740   25584010      5       2  467      0.43797       0.3307
6007         1   25588884   25666936      2       1  647     -0.40127      0.65589
23585        1   25654789   25698852     15       1  890      -0.2707      0.60669
6006         1   25677853   25757363     75       2  875    -0.039524      0.51576
55219        1   25747388   25836700    103       2  670      0.65315      0.25683
26119        1   25860071   25905377     37       3  805     -0.44728      0.67266
57134        1   25933959   26121258    195      18  873      -2.0583      0.98022
57190        1   26116667   26154713     76       5  855      -1.0656      0.85671
56181        1   26136397   26169433     62       2  923     -0.77982      0.78225
79000        1   26148414   26195939     84       2  919       -0.911      0.81885
164091       1   26177975   26212461     39       3  874     -0.34813      0.63613
3925         1   26200670   26243368     45       3  848      0.15369      0.43893
5051         1   26276258   26336366    108       5  915      -1.4006      0.91933
2134         1   26338266   26372955     48       5  894    -0.040837      0.51629
7780         1   26354513   26383439     49       4  905      0.70235      0.24123
84676        1   26367792   26404142     77       5  907      0.54369      0.29333
149420       1   26427656   26462039     78       2  891      0.48303      0.31454
79927        1   26475511   26499119     54       8  840     -0.19054      0.57556
51042        1   26486388   26507364     55       6  902     -0.17156      0.56811
10256        1   26493981   26526375     90      10  897     -0.35237      0.63772
378807       1   26507119   26539033     80      13  902     -0.94586      0.82789
64793        1   26550644   26615529    186      13  872    -0.026875      0.51072
83442        1   26596213   26618013     71       8  857      -0.2765      0.60892
91544        1   26598773   26654756    167      11  891      -0.3572      0.63953
1043         1   26634411   26657014     73       9  911     -0.39237      0.65261
55057        1   26638350   26690621    163      19  910     -0.68125      0.75214
257101       1   26678125   26711023    113      14  904      -1.1163      0.86785
79727        1   26727269   26766219     63       9  893      0.84303      0.19961
79947        1   26748773   26807797     66       9  915      0.37198      0.35495
3151         1   26788902   26813133     33       6  891      0.60515      0.27254
6195         1   26846249   26911520    101      11  849      0.39184      0.34759
101928728    1   27008623   27032896     23       4  901     -0.68301       0.7527
8289         1   27012522   27118601    116       5  899     -0.83359      0.79774
55650        1   27103739   27134894     18       3  899     -0.58395      0.72037
84243        1   27143201   27194092     55       6  901      -1.1223      0.86913
2810         1   27179633   27200947     29       4  895     -0.64261      0.73976
54707        1   27195872   27226869     39       5  913     -0.77145      0.77978
63906        1   27206979   27236962     36       6  868     -0.61914      0.73209
8431         1   27227975   27250567     37       5  872      -0.2155      0.58531
10726        1   27238187   27283362     44       5  907     -0.50846      0.69443
126695       1   27266047   27296901     26       3  869     -0.64932      0.74194
388610       1   27310189   27337377     24       3  584     0.094667      0.46229
115572       1   27321511   27349333     13       2  674    -0.082939      0.53305
6548         1   27415300   27491621     55       3  897       1.9123     0.027922
23038        1   27551007   27645124     54       6  918       1.3152     0.094223
84065        1   27638636   27672891     23       4  922       1.0633      0.14383
84958        1   27658483   27690423     28       5  798       0.5223      0.30073
9064         1   27671670   27703558     18       4  726      0.45124      0.32591
8547         1   27685601   27711315     15       4  834     -0.20034      0.57939
388611       1   27695596   27719823     17       1  924     -0.87605       0.8095
2827         1   27709148   27732318     19       2  897      -1.0614      0.85575
10163        1   27720734   27826678    102       3  909     -0.44204      0.67077
27245        1   27850756   27940463     22       2  893     -0.88272       0.8113
2268         1   27928800   27971727      7       2  707     -0.40608      0.65766
2537         1   27982572   28008724      4       2  597     0.015514      0.49381
199870       1   28042490   28099426      3       2  617       1.1994      0.11519
23673        1   28089694   28160963      3       2  564       1.0768      0.14078
5511         1   28147252   28188183      5       2  493      0.77489       0.2192
9473         1   28189055   28223196     62       6  695       1.7927     0.036511
6118         1   28208035   28251255    106       6  903       1.7757     0.037891
27293        1   28251456   28295663    113       9  894     -0.28676      0.61285
55113        1   28276504   28304604     28       7  807      -0.3488      0.63638
2140         1   28286855   28425173    132       8  866      0.80649      0.20998
5724         1   28463677   28530447     54       7  849     -0.42824      0.66576
22826        1   28516789   28569542    121       7  897     -0.94766      0.82835
93974        1   28552602   28574616     64       3  917     -0.99206      0.83941
83667        1   28575963   28619002     58       5  880      0.35444       0.3615
54797        1   28645513   28672478     27       4  886      -1.7775      0.96225
65979        1   28686093   28836881    273       4  903     -0.89853      0.81555
1104         1   28822455   28875708     46       3  866      -1.0439      0.85174
54952        1   28869529   28915057     39       3  843      -1.1015      0.86465
115273       1   28908712   28931098     12       3  692      -1.3452      0.91072
6883         1   28919608   28985416     46       4  754     -0.98005      0.83647
10691        1   28985234   29052115     72       5  878      -1.0397      0.85077
51441        1   29053133   29106287     62       5  912      -1.3027      0.90366
4985         1   29128654   29200208    182      22  826     -0.75402      0.77458
2035         1   29203603   29456558    375      18  919      0.25766      0.39833
399474       1   29435937   29460421     47       6  902     -0.29229      0.61497
6429         1   29464250   29518637     79      10  926       1.2416      0.10719
51102        1   29509385   29567460    106      10  928        1.206      0.11391
10076        1   29553028   29663325    202      25  843      0.30093      0.38174
4146         1   31174124   31206432    112       9  900      0.72674      0.23369
7805         1   31195315   31240683     67      14  780     -0.42325      0.66394
9672         1   31332313   31391480     96      25  772      0.78338       0.2167
9698         1   31394353   31548838    240      15  901      0.82612      0.20437
79570        1   31642592   31722734    201      10  891      0.78717      0.21559
9410         1   31722415   31779644    119       5  928     -0.96955      0.83387
51538        1   31759832   31848569    158       6  932     -0.85239        0.803
2170         1   31828100   31855923     42       4  934     -0.31279      0.62278
347735       1   31872412   31917527    121       8  893     -0.50318      0.69258
64129        1   32032086   32063290     24       7  679    -0.012238      0.50488
3061         1   32073290   32103214     51       4  887       1.0891      0.13805
553115       1   32085463   32120838     50       4  909       1.2707      0.10191
1307         1   32107848   32179768     91      12  847      0.23874      0.40565
576          1   32182718   32240494     20       4  670     0.059114      0.47643
90853        1   32246023   32291630     60       9  836      -1.6054       0.9458
8073         1   32362022   32413988     38       4  879      -1.2916      0.90175
10657        1   32469295   32536460     11       5  748      0.31808      0.37521
55116        1   32528503   32578467     38       2  929     -0.74643       0.7723
23633        1   32563644   32652169     63       2  907     -0.38868      0.65124
200081       1   32635293   32673886     27       2  911     -0.46934      0.68059
79140        1   32656202   32680991     18       2  930     -0.40835      0.65849
55721        1   32661236   32684288     15       2  929     -0.40823      0.65845
149069       1   32664695   32691797     23       2  929     -0.37756      0.64712
56063        1   32670040   32697954     27       2  929     -0.38675      0.65053
8668         1   32677971   32707205     28       1  931     -0.32655      0.62799
84734        1   32702818   32724461     12       2  931     -0.72925      0.76707
3932         1   32706840   32761766     11       4  595     0.029344       0.4883
3065         1   32747708   32809227      4       2  385      0.42869      0.33407
81629        1   32808365   32840098      2       1  467     0.032618      0.48699
100128071    1   32816871   32837844      2       1  467     0.032618      0.48699
55108        1   32820704   32870062      3       2  623      0.14273      0.44325
728116       1   32920658   32963460     21       1  865     -0.77167      0.77984
653121       1   32994772   33081542    130       4  906      0.06376      0.47458
339487       1   33076421   33126565      6       2  836      -1.1881       0.8826
5928         1   33106749   33161812     10       2  893      -1.8083      0.96472
81493        1   33135507   33178361     12       3  852      -1.8915      0.97072
57648        1   33197492   33250571     47       9  833     -0.67687      0.75075
8565         1   33230840   33293633     81       6  925     -0.83799      0.79898
64766        1   33272368   33334480     64       7  904     -0.95245      0.82957
252995       1   33317869   33348093     32       6  854      -1.2906      0.90157
3208         1   33341688   33370247     14       3  845      -0.2952      0.61608
113452       1   33350196   33377041     10       1  923      0.13054      0.44807
127544       1   33392050   33440467     62       5  931     -0.66065      0.74558
204          1   33463541   33512512     41       2  896       1.3263     0.092377
113451       1   33536711   33596132     43       2  920       1.6719     0.047269
55223        1   33601000   33657671     81       2  907     0.017274      0.49311
149076       1   33711908   33776321     69       6  877     -0.57732      0.71814
127550       1   33762367   33796699     67       8  924    -0.067001      0.52671
1912         1   33779224   33851194    151      13  901     -0.15122       0.5601
7579         1   33928232   33972105     73       6  915      0.60164      0.27371
114784       1   33969609   34641443   1293     103  859      0.35201      0.36242
127540       1   34316076   34340392     29       5  900     -0.58072      0.71929
84970        1   34622624   34694732    150      19  847       1.0329      0.15082
2701         1   35248559   35271351      7       2  387      0.56825      0.28493
113444       1   35305963   35335417     40      11  842       -1.168       0.8786
58512        1   35321037   35401083     71      16  798      -0.8328      0.79752
9204         1   35441766   35507569      3       2  747     -0.20247      0.58023
79830        1   35515387   35591460     30       2  918     -0.73166      0.76781
6421         1   35631981   35668766      9       2  445     -0.12853      0.55114
9202         1   35724444   35897545     14       2  865      0.44512      0.32812
79932        1   35889091   36033037     22       3  858       1.3948     0.081538
23154        1   36013311   36042380      5       1  926       1.1128       0.1329
339488       1   36028971   36070929      6       1  924       1.0187      0.15417
5690         1   36030259   36117445      9       1  927      0.94648      0.17195
127703       1   36169477   36194790     23       3  932      0.91358      0.18047
63967        1   36175819   36245568     63       4  926        0.865      0.19352
192670       1   36263231   36333491     47       5  917      0.98776      0.16163
26523        1   36325412   36405211     41       3  905   -0.0099914      0.50399
192669       1   36386364   36532360     68       3  916     -0.15628      0.56209
27285        1   36539676   36563877     15       2  894     -0.33801      0.63232
54936        1   36544453   36569533     22       4  831     -0.27875      0.60978
1296         1   36550840   36601305     60       7  892     -0.62985       0.7356
27095        1   36592170   36631654     38       3  884     -0.99339      0.83974
55700        1   36611751   36656450     35       3  876      -1.3309      0.90839
9967         1   36680017   36780958     76       2  902     -0.58491       0.7207
79729        1   36761889   36803544     38       3  899     -0.42099      0.66312
55194        1   36777631   36800567     21       4  877     -0.25394      0.60023
83931        1   36795225   36861525     77       9  865     -0.45412      0.67513
84967        1   36849031   36873493     76       5  918     0.020103      0.49198
127700       1   36873507   36926086    200       9  928       0.3585      0.35999
64960        1   36911362   36940040     81       6  918      0.24251      0.40419
1441         1   36921644   36958915     70      10  834      0.53765      0.29541
2899         1   37251128   37509844    331      26  873      -1.5682      0.94159
80149        1   37930119   37959978     48      10  903       1.6445      0.05004
64769        1   37945561   37990420    106      14  865      0.70602      0.24009
79753        1   37990050   38029945     65       9  841      0.18842      0.42528
7802         1   38012520   38042458     57       8  822      0.34852      0.36372
29889        1   38022413   38071586     87      10  853      0.65379      0.25662
284654       1   38066821   38110595     82      13  710      0.12528      0.45015
54955        1   38137242   38168007     68       8  800      0.69109      0.24475
55143        1   38148073   38185391     96       8  872       0.8836      0.18846
284656       1   38171646   38240824    210      21  883        0.271       0.3932
149175       1   38249721   38277278     37       6  779     -0.74137      0.77077
79693        1   38258614   38283865     22       4  635      -1.2489      0.89416
