GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT            P
127262       1    3491556    3596695    419      59  683      -2.3583      0.99082
49856        1    3497331    3616671    459      66  683      -2.5938      0.99525
7161         1    3519129    3702765    697      93  683       1.6043     0.054328
148870       1    3618965    3738209    537      53  683       2.9466    0.0016064
388588       1    3639352    3742546    496      48  683       2.8478    0.0022012
57470        1    3646784    3763068    607      37  683       2.7078    0.0033868
9731         1    3678645    3823797    879      43  683       2.5157    0.0059405
1677         1    3723845    3851993    668      42  683       1.3391     0.090275
339448       1    3755697    3866857    470      47  683      0.75197      0.22604
55966        1    4665105    4893851   1265     135  683     -0.53901      0.70506
261734       1    5872870    6102618    872      52  683     0.082273      0.46721
8514         1    6002358    6211253    754      73  683     -0.29054       0.6143
26038        1    6111847    6290194    610      69  683     -0.53662      0.70423
6146         1    6195080    6309679    384      47  683     -0.96635      0.83307
388591       1    6216189    6331359    349      41  683     -0.57566      0.71758
23463        1    6231253    6346044    334      40  683     -0.86556      0.80663
390992       1    6254252    6355638    298      40  683      -1.5748      0.94234
387509       1    6257406    6371035    367      46  683      -1.4253      0.92297
11332        1    6274332    6503826    890      41  683      -1.0358      0.84984
54626        1    6425292    6534724    385      25  683      -1.0495      0.85303
83715        1    6434836    6571004    460      37  683        -1.22      0.88877
8718         1    6470787    6577432    352      43  683        -1.44      0.92506
57449        1    6476152    6630121    564      41  683       0.4083      0.34153
79707        1    6531407    6664658    489      35  683      0.96167      0.16811
80835        1    6564987    6689817    457      45  683       1.1483      0.12541
3104         1    6590051    6699340    376      40  683       1.0028      0.15798
9903         1    6600784    6712958    378      46  683      0.91734      0.17948
148479       1    6623756    6734093    334      41  683      0.37526      0.35373
90326        1    6634925    6745646    317      33  683      0.12152      0.45164
55735        1    6644228    6811966    538      41  683      -0.1801      0.57146
23261        1    6795384    7879766   3980     255  683      0.31525      0.37629
9341         1    7781329    7891492    400      44  683     -0.55901      0.71192
8863         1    7794413    7955241    701      55  683     -0.57799      0.71837
10911        1    7857672    7963551    557      43  683     -0.32741      0.62832
3604         1    7925931    8053225    447      44  683      -0.7333      0.76831
11315        1    7971714    8095342    277      25  683      -1.1763      0.88026
54206        1    8021779    8136393    245      25  683     -0.95461      0.83011
50651        1    8328171    8454227    383      45  683        1.558     0.059619
473          1    8362464    8927699   1209      45  683       1.8437     0.032612
2023         1    8871059    8989151    351      41  683       1.7907     0.036672
765          1    8955893    9085151    578     102  683       1.7211     0.042615
155184       1    9013359    9136404    546      83  683       1.1037      0.13486
6518         1    9047005    9181763    601      64  683       1.3549     0.087728
80045        1    9113472    9239229    499      56  683       0.7504      0.22651
9563         1    9244822    9381396    656      76  683     -0.80751      0.79031
80176        1    9285202    9479591    914     117  683     -0.71006      0.76117
84275        1    9549528    9692831    283      31  683      0.32015      0.37443
199953       1    9598932    9724935    268      30  683       1.1209      0.13118
5293         1    9661789    9839172    398      61  683      0.58113      0.28057
22883        1    9739079    9934550    403      50  683      -1.2654      0.89714
56998        1    9858334   10020316    341      53  683       1.0235      0.15303
84328        1    9932168   10053460    259      34  683        1.576      0.05751
64802        1    9953486   10095556    345      32  683        1.577     0.057396
116362       1   10007255   10126078    308      25  683       1.1442      0.12627
10277        1   10043041   10291297    817      38  683      0.78038      0.21758
23095        1   10220606   10491664   1022      31  683     -0.46811      0.68015
5226         1   10408884   10530565    406      36  683      -0.7939      0.78637
378708       1   10439944   10560239    372      34  683     -0.55459      0.71041
100526739    1   10440159   10562060    378      33  683     -0.48923      0.68766
1325         1   10459776   10562060    309      28  683     -0.44495      0.67182
1676         1   10470588   10582613    341      26  683     -0.46896      0.68045
5195         1   10485003   10740815    822      60  683     -0.51732      0.69753
54897        1   10646661   10906733    800     123  683      -1.9242      0.97283
148345       1   10956530   11092094    473      62  683      -1.3821      0.91654
23435        1   11022462   11135549    357      29  683      -1.6684      0.95238
10747        1   11036580   11157296    377      27  683      -1.8588      0.96847
6723         1   11064649   11170091    327      19  683      -1.6082       0.9461
5394         1   11076675   11209961    373      16  683      -1.4069      0.92027
2475         1   11116588   11372614    624      17  683      -1.7872      0.96304
10218        1   11199346   11306038    247      12  683      -1.6969      0.95514
29914        1   11283255   11398491    286      25  683      -2.3357      0.99025
57540        1   11489295   11647640    583      38  683      0.31423      0.37667
26232        1   11657924   11764888    367      54  683      0.46009      0.32273
93611        1   11664432   11773384    386      58  683      0.14828      0.44106
26270        1   11674150   11784411    379      60  683     0.056432       0.4775
10459        1   11684537   11801678    390      68  683    -0.096692      0.53851
374946       1   11701781   11830336    396      68  683      0.46646      0.32044
57085        1   11746142   11860828    424      56  683      0.56225      0.28697
284498       1   11773827   11899642    535      31  683      0.53843      0.29514
4524         1   11795787   11916160    567      28  683      0.50621      0.30635
1185         1   11816153   11953201    701      37  683      0.29843      0.38269
4878         1   11855766   11957840    546      34  683     -0.63341      0.73677
4879         1   11867521   11968992    562      40  683      -1.0148      0.84489
90231        1   11929645   12036485    487      36  683      -1.9105      0.97196
5351         1   11944724   12085599    567      36  683        -1.47      0.92922
9927         1   11990238   12123572    399      38  683     -0.55388      0.71017
60672        1   12029299   12142106    313      37  683      0.59556      0.27573
943          1   12073434   12254264    545      84  683       2.3205     0.010157
7133         1   12177044   12319279    483      70  683       1.8142     0.034824
55187        1   12240101   12622099   1068      53  683       1.8462     0.032428
9249         1   12577939   12727820    642      68  683       1.2912     0.098322
343066       1   12654566   12777097    404      45  683    0.0082898      0.49669
126767       1   12726118   12838726    354      28  683     -0.49306      0.68902
93190        1   12756163   12871102    612      33  683     -0.24454      0.59659
390999       1   12784984   12888049    632      30  683     -0.14976      0.55952
65121        1   12801546   12906777    676      41  683     -0.30819      0.62103
440560       1   12834468   12941264    671      30  683     -0.29549      0.61619
343069       1   12857261   12958578    603      27  683    -0.030305      0.51209
65122        1   12866941   12971764    503      26  683    -0.078619      0.53133
400735       1   12889033   12996025    226      13  683     -0.79505      0.78671
343071       1   12902727   13008094    136       8  683      -0.9704      0.83408
441871       1   12926467   13030300     30       7  683     -0.43818      0.66937
440561       1   12948302   13057406     14       5  683     -0.19704       0.5781
653606       1   12985543   13088381      7       2  683     -0.29346      0.61541
441873       1   13090447   13195000     45       5  683      -1.2481        0.894
440563       1   13132960   13234326     43       5  683      -1.2584      0.89587
645359       1   13166688   13269898     43       5  683      -1.2584      0.89587
343068       1   13309819   13419057      1       1  683     -0.53565       0.7039
391002       1   13336646   13440765      1       1  683     -0.53565       0.7039
645382       1   13361517   13464502      1       1  683     -0.53565       0.7039
343070       1   13371176   13478191      1       1  683     -0.53565       0.7039
645425       1   13686907   13797803    112      16  683      -0.1739      0.56903
126755       1   13751445   13890242    589      68  683      0.64669      0.25892
10630        1   13860252   13994452    646      80  683      0.54802      0.29184
7799         1   13976714   14201574    844      48  683       1.3167     0.093971
23254        1   14169646   15494544   5783     398  683     -0.10351      0.54122
55092        1   15429028   15596974    953      59  683       1.0942      0.13694
727684       1   15440692   15548120    569      38  683       0.6269      0.26536
114827       1   15523730   15774767   1038      97  683       1.7402     0.040913
79180        1   15686391   15806839    446      70  683      -1.7285      0.95805
11330        1   15714938   15823153    378      59  683      -1.5521      0.93968
63036        1   15733223   15848586    423      55  683      -2.1472      0.98411
51032        1   15752596   15867895    412      39  683      -2.0728      0.98091
842          1   15767896   15901407    463      36  683      -1.8226      0.96582
23341        1   15803343   15948228    569      17  683       -0.525      0.70021
79814        1   15848194   15961605    434      17  683     -0.15288      0.56075
84301        1   15893953   16045539    549      17  683      0.73737      0.23045
6248         1   15936364   16038217    281      14  683       1.2028      0.11453
23207        1   15960632   16111264    469      41  683      0.78874      0.21513
284723       1   16012721   16117884    363      42  683      0.68871       0.2455
388595       1   16018987   16124292    365      44  683      0.43972      0.33007
54751        1   16033107   16163089    571      52  683     0.024207      0.49034
440567       1   16083657   16184194    449      38  683     -0.23888       0.5944
23013        1   16124359   16316951    620      30  683     -0.15145      0.56019
7709         1   16218364   16352627    461      32  683      0.85882      0.19522
101928566    1   16252626   16373701    565      33  683      0.95091      0.17082
149563       1   16280731   16383184    607      37  683      0.87162      0.19171
27129        1   16290523   16396084    693      40  683      0.73977      0.22972
1187         1   16298486   16410548    714      43  683      0.70108      0.24163
1188         1   16320231   16433821    761      42  683      0.54278      0.29364
348487       1   16334264   16450127    700      46  683      0.11039      0.45605
1969         1   16400832   16532582    466      40  683     -0.80912      0.79078
128272       1   16474599   16589104    353      27  683     -0.12482      0.54967
101927546    1   16501343   16603528    312      20  683      0.11168      0.45554
79363        1   16508182   16613659    315      19  683     0.089526      0.46433
54455        1   16523339   16728965    507      21  683     0.098425       0.4608
26099        1   16643525   16774643    351      32  683     -0.33082      0.62961
374955       1   16672101   16813919    422      43  683      -1.0443      0.85182
55707        1   16717167   16836585    366      37  683      -1.5227      0.93608
100133301    1   16815561   16916198    142      13  683      -1.1131      0.86716
55672        1   16838922   16990100     89      11  683     -0.67669       0.7507
729574       1   16949498   17050007     24       5  683     -0.75974       0.7763
729587       1   17010447   17110956     17       5  683     -0.82233      0.79455
11223        1   17031129   17140975     15       5  683     -0.29706      0.61679
9696         1   17198445   17349474    423      35  683     -0.76363      0.77746
4237         1   17250997   17358081    296      32  683      0.23142       0.4085
23400        1   17262453   17388467    377      30  683      0.47694       0.3167
6390         1   17295217   17430665    517      27  683      0.62706      0.26531
11240        1   17343256   17495948    602      37  683      0.24212      0.40434
29943        1   17481621   17622501    618      65  683      -1.8033      0.96433
51702        1   17525593   17660728    684      63  683      -1.7942      0.96361
23569        1   17584690   17740495    918      66  683     -0.78972      0.78515
353238       1   17648741   17778195    716      54  683    -0.090933      0.53623
55920        1   17683251   17816250    635      39  683     0.051823      0.47933
55160        1   17796693   18074370    796      78  683      0.21904      0.41331
81569        1   18031808   18203558    568      67  683      -1.7891       0.9632
84966        1   18384240   18754977   1506     189  683     -0.19085      0.57568
127707       1   18757424   18862540    565      65  683      -1.0317      0.84889
5081         1   18907500   19125360    798      95  683     -0.34084      0.63339
80834        1   19116093   19236155    580      57  683      0.62714      0.26528
8659         1   19147924   19279293    586      71  683      0.54939      0.29137
126917       1   19180774   19332826    647      50  683      0.47685      0.31674
23352        1   19351000   19586812    767      37  683    -0.079963      0.53187
23065        1   19492158   19628053    533      33  683      -0.6845      0.75317
51154        1   19528075   19636622    461      31  683     -0.83853      0.79913
22977        1   19559057   19665280    528      38  683      -1.6512      0.95066
8574         1   19579202   19688640    547      41  683      -1.9426      0.97397
54896        1   19588740   19708925    559      42  683       -1.982      0.97626
832          1   19615267   19862066   1004      58  683     -0.88983      0.81322
440574       1   19873471   20006315    506      43  683     -0.97051       0.8341
100532736    1   19873471   20034949    655      51  683      -1.2126      0.88737
4681         1   19919723   20034949    451      52  683      -1.0337      0.84935
3362         1   19941780   20056055    446      50  683      -1.0207       0.8463
255104       1   19958706   20176424    875      98  683     -0.96533      0.83281
54546        1   20090522   20191771    463      64  683      -1.0247      0.84725
23252        1   20158356   20289438    513      43  683      -1.3415      0.91012
30814        1   20196800   20300110    391      47  683      -1.3444      0.91058
5320         1   20251924   20356932    409      58  683      0.52352      0.30031
5322         1   20336157   20468394    484      58  683      0.59849      0.27476
26279        1   20389143   20496059    371      72  683    -0.074971      0.52988
64600        1   20415823   20526879    328      78  683      -1.1424      0.87335
391013       1   20440484   20551687    293      52  683      -1.7354      0.95867
127733       1   20462578   20572540    302      49  683      -2.2367      0.98735
127731       1   20567412   20731662    667      54  683      -1.0687       0.8574
55450        1   20758884   20862728    315      43  683     -0.94956      0.82883
79594        1   20775941   20884674    373      41  683     -0.72015      0.76428
163933       1   20828932   20931513    499      52  683       1.8428     0.032681
978          1   20865444   20995401    667      45  683       2.4312    0.0075251
65018        1   20909948   21028004    538      45  683        2.119     0.017045
1650         1   20928260   21038037    501      58  683       1.0441      0.14823
57576        1   20940475   21094317    624      65  683    -0.070908      0.52826
400745       1   20996225   21109133    412      53  683      -1.3943      0.91839
50809        1   21019170   21163808    435      39  683       -1.041      0.85105
8672         1   21082785   21553381   1202      31  683     -0.77032      0.77944
1889         1   21493740   21722034    876      73  683     -0.56158       0.7128
84224        1   21716583   21861393    725      60  683        1.627     0.051872
249          1   21785475   21954905    841      79  683       2.1688     0.015049
5909         1   21872708   22046010    779      90  683      0.55245      0.29032
84196        1   21954791   22159688    816      77  683    -0.088999      0.53546
401944       1   22088758   22201714    474      66  683     -0.22215       0.5879
3339         1   22098737   22313750   1113      74  683     -0.47556      0.68281
23436        1   22253418   22365847    922      47  683     -0.47118      0.68124
10136        1   22278149   22389035    905      50  683     -0.70241      0.75879
998          1   22329120   22469439    663      41  683     -0.64668      0.74108
54361        1   22393798   22520474    534      58  683     -0.17811      0.57068
9923         1   22728344   22907650    505      66  683     -0.35278      0.63787
2046         1   22840004   22980087    537      64  683      0.10572       0.4579
712          1   22913118   23016175    389      38  683      0.97144      0.16566
714          1   22919969   23024603    392      39  683       1.3181      0.09373
713          1   22929682   23038130    371      42  683       1.5003     0.066774
2048         1   22987263   23291823    915     121  683     -0.30963      0.62158
646262       1   23229536   23349524    318      33  683      0.51903      0.30187
729059       1   23287327   23392343    205      19  683       1.3293     0.091874
23028        1   23295937   23460184    295      22  683       1.3431      0.08962
7798         1   23360516   23554301    493      31  683      0.80721      0.20977
3352         1   23468388   23571222    345      22  683      0.41853      0.33778
10236        1   23585953   23721143    273      26  683     -0.17962      0.57127
80818        1   23635941   23746357    252      30  683    -0.078174      0.53116
6920         1   23657555   23801269    367      38  683      0.33583       0.3685
55616        1   23705056   23860750    464      36  683      0.21954      0.41312
1870         1   23782920   23907712    375      46  683      -1.0666      0.85692
3399         1   23834421   23936285    226      44  683     -0.97339      0.83482
6135         1   23968269   24072915    315      41  683    -0.081272      0.53239
6924         1   24019856   24138549    236      37  683      0.26346       0.3961
57095        1   24054876   24164722    196      28  683    0.0005234      0.49979
11313        1   24067275   24172029    195      26  683    -0.045004      0.51795
2582         1   24072089   24177294    187      25  683    0.0056626      0.49774
3155         1   24078367   24215110    376      24  683      0.20807      0.41759
2517         1   24121567   24244859    406      20  683      0.85446      0.19642
1269         1   24147005   24335549    414      24  683      0.88111      0.18913
55629        1   24236301   24339952     53      18  683    -0.016669      0.50665
10772        1   24242935   24356953     52      17  683      0.31077      0.37799
127294       1   24332531   24488665    525      53  683      -1.2944      0.90223
58985        1   24396261   24519783    478      56  683      -1.5317       0.9372
163702       1   24430647   24563765    529      67  683       1.6193     0.052692
57822        1   24595812   24740972    496      51  683     -0.66025      0.74545
90529        1   24633489   24791587    545      44  683   -0.0075534      0.50301
57185        1   24692245   24849473    498      45  683      0.65017      0.25779
11123        1   24778841   24913510    528      52  683       1.7067     0.043936
400746       1   24832567   24985819    593      53  683       1.3464     0.089093
10250        1   24919594   25049772    343      27  683     -0.83037      0.79683
25932        1   25021760   25220815    483      40  683      -1.5534      0.93984
864          1   25176002   25341648    650      76  683      -0.9046      0.81716
25949        1   25498767   25609013    122      34  683      -0.6664      0.74742
57035        1   25518740   25624010    100      24  683     -0.61393      0.73037
6007         1   25548884   25706936    171      27  683     -0.59608      0.72444
23585        1   25614789   25738852    173      19  683     -0.12036       0.5479
6006         1   25637853   25797363    262      16  683     -0.04609      0.51838
55219        1   25707388   25876700    250       8  683       0.1984      0.42136
26119        1   25820071   25945377    199      19  683     -0.54161      0.70596
57134        1   25893959   26161258    620      46  683      -1.0293      0.84833
57190        1   26076667   26194713    306      25  683     -0.77235      0.78005
56181        1   26096397   26209433    266      17  683     -0.56575      0.71422
79000        1   26108414   26235939    289      14  683     -0.65872      0.74496
164091       1   26137975   26252461    233      17  683     -0.60909      0.72877
3925         1   26160670   26283368    253      19  683     -0.96835      0.83357
5051         1   26236258   26376366    324      22  683      -1.0086      0.84341
2134         1   26298266   26412955    299      23  683      -1.4582       0.9276
7780         1   26314513   26423439    268      23  683      -1.3453      0.91074
84676        1   26327792   26444142    297      19  683      -1.1937      0.88369
149420       1   26387656   26502039    342      23  683    -0.089045      0.53548
79927        1   26435511   26539119    337      30  683      0.28215      0.38892
51042        1   26446388   26547364    357      34  683      0.11629      0.45371
10256        1   26453981   26566375    417      41  683    -0.065272      0.52602
378807       1   26467119   26579033    431      42  683     0.019321      0.49229
64793        1   26510644   26655529    565      26  683     -0.76707      0.77848
83442        1   26556213   26658013    390      20  683      -1.3845       0.9169
91544        1   26558773   26694756    523      28  683    -0.047316      0.51887
1043         1   26594411   26697014    396      31  683      0.31502      0.37637
55057        1   26598350   26730621    540      43  683     -0.26037      0.60271
257101       1   26638125   26751023    462      55  683    -0.066297      0.52643
79727        1   26687269   26806219    374      52  683       -1.257      0.89562
79947        1   26708773   26847797    401      41  683      -2.1155      0.98281
3151         1   26748902   26853133    250      29  683      -1.4951      0.93256
6195         1   26806249   26951520    371      41  683       -1.604      0.94564
101928728    1   26968623   27072896    177      22  683     -0.84144      0.79995
8289         1   26972522   27158601    305      21  683     -0.91436      0.81974
55650        1   27063739   27174894    174      21  683      -1.0537        0.854
84243        1   27103201   27234092    215      23  683     -0.98008      0.83648
2810         1   27139633   27240947    184      21  683     -0.93407      0.82487
54707        1   27155872   27266869    198      22  683     -0.92189      0.82171
63906        1   27166979   27276962    201      22  683      -0.9224      0.82184
8431         1   27187975   27290567    175      21  683     -0.85408      0.80347
10726        1   27198187   27323362    210      26  683      -1.0391      0.85062
126695       1   27226047   27336901    180      24  683      -0.9262      0.82283
388610       1   27270189   27377377    204      29  683      -1.3998      0.91921
115572       1   27281511   27389333    236      33  683      -1.2271       0.8901
6548         1   27375300   27531621    386      35  683         1.12      0.13137
23038        1   27511007   27685124    377      29  683     -0.57616      0.71775
84065        1   27598636   27712891    250      38  683      -1.9411      0.97388
84958        1   27618483   27730423    228      43  683      -1.6734      0.95288
9064         1   27631670   27743558    233      46  683      -1.5269       0.9366
8547         1   27645601   27751315    224      46  683      -1.3121      0.90525
388611       1   27655596   27759823    225      42  683      -1.0374      0.85023
2827         1   27669148   27772318    195      33  683     -0.90347      0.81686
10163        1   27680734   27866678    362      27  683     -0.50621      0.69364
27245        1   27810756   27980463    321      45  683      -1.7441      0.95943
2268         1   27888800   28011727    268      42  683       -2.302      0.98933
2537         1   27942572   28048724    295      35  683      -1.7373      0.95883
199870       1   28002490   28139426    313      17  683     -0.65696       0.7444
23673        1   28049694   28200963    308      23  683     -0.79639       0.7871
5511         1   28107252   28228183    291      35  683     -0.91082       0.8188
9473         1   28149055   28263196    392      35  683     -0.42098      0.66311
6118         1   28168035   28291255    457      37  683      -0.4071      0.65803
27293        1   28211456   28335663    461      42  683     -0.31626       0.6241
55113        1   28236504   28344604    397      40  683     -0.51828      0.69787
2140         1   28246855   28465173    687      58  683     -0.55824      0.71166
5724         1   28423677   28570447    398      50  683      -0.2175      0.58609
22826        1   28476789   28609542    391      29  683     0.053056      0.47884
93974        1   28512602   28614616    347      21  683      0.26057      0.39721
83667        1   28535963   28659002    389      34  683     0.043981      0.48246
54797        1   28605513   28712478    331      30  683     0.054225      0.47838
65979        1   28646093   28876881    766      19  683      -0.2115      0.58375
1104         1   28782455   28915708    385      26  683    -0.021667      0.50864
54952        1   28829529   28955057    308      31  683      0.50956      0.30518
115273       1   28868712   28971098    193      31  683      0.76578       0.2219
6883         1   28879608   29025416    286      28  683      0.85531      0.19619
10691        1   28945234   29092115    298      28  683      0.57103      0.28399
51441        1   29013133   29146287    318      31  683      0.26731      0.39462
4985         1   29088654   29240208    543      54  683      -1.2841      0.90044
2035         1   29163603   29496558    956      51  683      -1.6935      0.95482
399474       1   29395937   29500421    274      31  683      -1.0868      0.86144
6429         1   29424250   29558637    389      36  683     -0.86559      0.80664
51102        1   29469385   29607460    396      35  683      -0.9403      0.82647
10076        1   29513028   29703325    549      61  683      -1.5591      0.94052
4146         1   31134124   31246432    418      41  683     -0.66369      0.74655
7805         1   31155315   31280683    462      56  683     -0.39903      0.65507
9672         1   31292313   31431480    539      77  683     0.016614      0.49337
9698         1   31354353   31588838    852      38  683   -0.0029244      0.50117
79570        1   31602592   31762734    667      40  683     0.028385      0.48868
9410         1   31682415   31819644    504      20  683      0.27638      0.39113
51538        1   31719832   31888569    550      17  683      0.11385      0.45468
2170         1   31788100   31895923    339      18  683     -0.14894       0.5592
347735       1   31832412   31957527    509      29  683     0.094214      0.46247
64129        1   31992086   32103290    375      41  683       1.4509     0.073406
3061         1   32033290   32143214    261      24  683    -0.076928      0.53066
553115       1   32045463   32160838    252      20  683     0.025906      0.48967
1307         1   32067848   32219768    361      35  683     -0.29261      0.61509
576          1   32142718   32280494    356      29  683     -0.48687      0.68682
90853        1   32206023   32331630    346      34  683     -0.97705      0.83573
8073         1   32322022   32453988    385      32  683      -1.1297       0.8707
10657        1   32429295   32576460    241      41  683     -0.62454      0.73386
55116        1   32488503   32618467    187      32  683     -0.78279      0.78313
23633        1   32523644   32692169    280      23  683     -0.83787      0.79895
200081       1   32595293   32713886    207      21  683     -0.69465      0.75636
79140        1   32616202   32720991    191      21  683     -0.74038      0.77047
55721        1   32621236   32724288    197      22  683     -0.74129      0.77074
149069       1   32624695   32731797    207      25  683     -0.72691      0.76636
56063        1   32630040   32737954    206      27  683     -0.74889      0.77304
8668         1   32637971   32747205    204      30  683     -0.74061      0.77053
84734        1   32662818   32764461    182      32  683       -0.557      0.71123
3932         1   32666840   32801766    211      42  683     -0.60965      0.72895
3065         1   32707708   32849227    172      64  683     -0.57011       0.7157
65108        1   32749430   32851840     96      53  683     -0.61676       0.7313
81629        1   32768365   32880098    108      56  683      -1.0036      0.84222
100128071    1   32776871   32877844     94      50  683      -0.9129      0.81935
55108        1   32780704   32910062    166      36  683      0.90484      0.18278
728116       1   32880658   33003460    270      24  683      0.83358      0.20226
653121       1   32954772   33121542    477      26  683      0.01525      0.49392
339487       1   33036421   33166565    387      23  683    -0.076492      0.53049
5928         1   33066749   33201812    434      19  683     -0.12947      0.55151
81493        1   33095507   33218361    362      22  683    -0.029034      0.51158
57648        1   33157492   33290571    340      43  683     -0.66139      0.74582
8565         1   33190840   33333633    321      32  683     -0.30788      0.62091
64766        1   33232368   33374480    311      36  683      -1.3268      0.90772
252995       1   33277869   33388093    237      41  683      -1.1839      0.88178
3208         1   33301688   33410247    254      37  683      -1.3742      0.91531
113452       1   33310196   33417041    252      31  683      -1.1726      0.87952
127544       1   33352050   33480467    287      29  683     -0.19368      0.57679
204          1   33423541   33552512    290      27  683      0.82636       0.2043
113451       1   33496711   33636132    325      27  683      0.31589      0.37604
55223        1   33561000   33697671    333      21  683     -0.20565      0.58147
149076       1   33671908   33816321    382      38  683     -0.33874       0.6326
127550       1   33722367   33836699    332      30  683     -0.47828      0.68377
1912         1   33739224   33891194    504      29  683      -1.2281      0.89029
7579         1   33888232   34012105    417      43  683     -0.41664      0.66153
114784       1   33929609   34681443   2508     211  683      0.31059      0.37806
127540       1   34276076   34380392    404      34  683       1.3785     0.084023
84970        1   34582624   34734732    595      66  683     -0.76189      0.77694
2709         1   35170648   35274113    230      46  683       -1.041      0.85106
127534       1   35175342   35279325    221      47  683      -1.0394      0.85068
2707         1   35196790   35301967    223      37  683     -0.89047      0.81339
2701         1   35208559   35311351    234      29  683     -0.66238      0.74614
113444       1   35265963   35375417    321      43  683     -0.66118      0.74575
58512        1   35281037   35441083    352      55  683     -0.25997      0.60256
100506144    1   35397127   35500948    180      11  683       1.3934     0.081744
9204         1   35401766   35547569    264      11  683       1.4458     0.074112
79830        1   35475387   35631460    289      15  683      0.88326      0.18855
6421         1   35591981   35708766    313      22  683     -0.49655      0.69025
9202         1   35684444   35937545    378      24  683     -0.22223      0.58793
79932        1   35849091   36073037    266      18  683      -0.2561      0.60106
23154        1   35973311   36082380    139      17  683     -0.17152      0.56809
339488       1   35988971   36110929    139      19  683     -0.09433      0.53758
5690         1   35990259   36157445    219      24  683     0.085122      0.46608
