GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT            P
60672        1   12029299   12142106    332      40  556       0.8154      0.20742
943          1   12073434   12254264    586      91  556     -0.28358      0.61163
7133         1   12177044   12319279    539      80  556      -0.6486       0.7417
55187        1   12240101   12622099   1242      63  556      0.91622      0.17978
9249         1   12577939   12727820    733      81  556      0.92851      0.17657
343066       1   12654566   12777097    468      50  556      0.23461      0.40725
126767       1   12726118   12838726    444      39  556      -1.0042      0.84237
93190        1   12756163   12871102    758      43  556      -1.5322      0.93727
390999       1   12784984   12888049    782      42  556      -1.3584      0.91282
65121        1   12801546   12906777    815      46  556      -1.1504        0.875
440560       1   12834468   12941264    779      36  556     -0.71178       0.7617
343069       1   12857261   12958578    686      33  556     -0.61917       0.7321
65122        1   12866941   12971764    545      28  556     -0.39039      0.65188
400735       1   12889033   12996025    239      15  556      0.24626      0.40274
343071       1   12902727   13008094    142       9  556      0.30638      0.37966
441871       1   12926467   13030300     30       7  556     -0.14163      0.55632
440561       1   12948302   13057406     14       5  556     -0.25632      0.60115
653606       1   12985543   13088381      7       2  556     -0.19104      0.57575
441873       1   13090447   13195000     45       5  556      -0.3214      0.62605
440563       1   13132960   13234326     43       5  556     -0.37824      0.64737
645359       1   13166688   13269898     43       5  556     -0.37824      0.64737
343068       1   13309819   13419057      1       1  556      0.37643       0.3533
391002       1   13336646   13440765      1       1  556      0.37643       0.3533
645382       1   13361517   13464502      1       1  556      0.37643       0.3533
343070       1   13371176   13478191      1       1  556      0.37643       0.3533
645425       1   13686907   13797803    124      18  556     -0.28843      0.61349
126755       1   13751445   13890242    628      76  556      -1.2452      0.89347
10630        1   13860252   13994452    699      90  556     -0.34445      0.63475
7799         1   13976714   14201574    928      54  556      0.42046      0.33707
23254        1   14169646   15494544   6491     430  556       0.8822      0.18884
55092        1   15429028   15596974   1148      60  556     -0.59989      0.72571
727684       1   15440692   15548120    733      45  556     -0.41486      0.66088
114827       1   15523730   15774767   1138     114  556       1.5967     0.055164
79180        1   15686391   15806839    495      79  556        1.658     0.048661
11330        1   15714938   15823153    418      71  556       1.3958     0.081381
63036        1   15733223   15848586    463      65  556      0.74222      0.22898
51032        1   15752596   15867895    446      44  556     0.042316      0.48312
842          1   15767896   15901407    499      41  556      0.22189       0.4122
23341        1   15803343   15948228    606      20  556      0.65242      0.25707
79814        1   15848194   15961605    466      20  556       0.8452        0.199
84301        1   15893953   16045539    599      19  556       0.9848      0.16236
6248         1   15936364   16038217    312      17  556      0.98758      0.16168
23207        1   15960632   16111264    532      42  556       1.4035     0.080227
284723       1   16012721   16117884    419      51  556        1.495     0.067457
388595       1   16018987   16124292    422      56  556       1.4944     0.067535
54751        1   16033107   16163089    634      64  556      0.94429      0.17251
440567       1   16083657   16184194    500      46  556      0.53315      0.29696
23013        1   16124359   16316951    712      40  556      0.13133      0.44776
7709         1   16218364   16352627    536      33  556       1.2312      0.10912
101928566    1   16252626   16373701    653      41  556       1.5956     0.055285
149563       1   16280731   16383184    691      46  556       2.0531     0.020033
27129        1   16290523   16396084    785      49  556       2.4424    0.0072956
1187         1   16298486   16410548    803      46  556        2.426    0.0076338
1188         1   16320231   16433821    860      50  556       2.6191    0.0044086
348487       1   16334264   16450127    793      52  556       2.9326    0.0016807
1969         1   16400832   16532582    525      44  556      0.86318      0.19402
128272       1   16474599   16589104    395      33  556     -0.46279      0.67824
101927546    1   16501343   16603528    354      26  556     -0.58234      0.71983
79363        1   16508182   16613659    349      26  556     -0.62288      0.73332
54455        1   16523339   16728965    566      27  556     0.068144      0.47284
26099        1   16643525   16774643    393      40  556     0.033629      0.48659
374955       1   16672101   16813919    482      53  556     -0.31597      0.62399
55707        1   16717167   16836585    416      47  556      -1.2728      0.89846
100133301    1   16815561   16916198    160      17  556     0.050819      0.47973
55672        1   16838922   16990100    106      15  556      0.68608      0.24633
729574       1   16949498   17050007     25       6  556       1.6331     0.051224
729587       1   17010447   17110956     20       7  556       1.7823     0.037348
11223        1   17031129   17140975     18       6  556       2.4865    0.0064505
9696         1   17198445   17349474    447      37  556       1.6721     0.047254
4237         1   17250997   17358081    311      36  556       1.5434     0.061369
23400        1   17262453   17388467    391      36  556       1.6253      0.05205
6390         1   17295217   17430665    538      29  556      0.91575       0.1799
11240        1   17343256   17495948    625      39  556      0.40066      0.34434
29943        1   17481621   17622501    655      73  556     -0.52655      0.70075
51702        1   17525593   17660728    740      71  556     -0.54461      0.70699
23569        1   17584690   17740495   1007      67  556     -0.63468      0.73718
353238       1   17648741   17778195    781      55  556     -0.49882      0.69105
55920        1   17683251   17816250    701      48  556     -0.49625      0.69014
55160        1   17796693   18074370    996      88  556      -2.3933      0.99165
81569        1   18031808   18203558    661      83  556     -0.11436      0.54553
84966        1   18384240   18754977   1681     201  556      -1.6335      0.94882
127707       1   18757424   18862540    632      74  556      -3.2747      0.99947
5081         1   18907500   19125360    859      95  556     -0.66964      0.74845
80834        1   19116093   19236155    599      63  556      0.28868      0.38641
8659         1   19147924   19279293    608      80  556     -0.11422      0.54547
126917       1   19180774   19332826    679      57  556      -1.6359      0.94907
23352        1   19351000   19586812    830      43  556      0.60286       0.2733
23065        1   19492158   19628053    566      35  556      0.88126      0.18909
51154        1   19528075   19636622    492      36  556      0.96456      0.16738
22977        1   19559057   19665280    563      45  556       1.0828      0.13946
8574         1   19579202   19688640    600      46  556       1.1098      0.13355
54896        1   19588740   19708925    625      54  556      0.67221      0.25073
832          1   19615267   19862066   1169      63  556  -0.00046552      0.50019
440574       1   19873471   20006315    640      52  556     -0.36355       0.6419
100532736    1   19873471   20034949    800      54  556     -0.53981      0.70534
4681         1   19919723   20034949    567      52  556      -0.6294      0.73546
3362         1   19941780   20056055    535      57  556     -0.59219      0.72314
255104       1   19958706   20176424    988     122  556      0.10747      0.45721
54546        1   20090522   20191771    510      63  556      0.28616      0.38738
23252        1   20158356   20289438    580      53  556      -1.3157      0.90587
30814        1   20196800   20300110    453      59  556      -1.3697      0.91462
5320         1   20251924   20356932    476      70  556      0.23852      0.40574
5322         1   20336157   20468394    538      58  556       0.6732      0.25041
26279        1   20389143   20496059    415      84  556      0.72788      0.23334
64600        1   20415823   20526879    364      86  556      0.58826      0.27818
391013       1   20440484   20551687    337      66  556      0.36891       0.3561
127733       1   20462578   20572540    344      58  556      0.16137       0.4359
127731       1   20567412   20731662    751      68  556       1.6588     0.048575
55450        1   20758884   20862728    391      61  556     -0.65645      0.74423
79594        1   20775941   20884674    448      61  556     -0.95269      0.82963
163933       1   20828932   20931513    582      59  556       1.4192     0.077927
978          1   20865444   20995401    790      50  556        1.179      0.11919
65018        1   20909948   21028004    638      58  556      0.91453      0.18022
1650         1   20928260   21038037    592      61  556      0.13126      0.44779
57576        1   20940475   21094317    728      79  556      0.30001      0.38208
400745       1   20996225   21109133    462      65  556      0.71067      0.23864
50809        1   21019170   21163808    486      50  556       1.1265      0.12997
8672         1   21082785   21553381   1324      41  556       1.5803     0.057021
1889         1   21493740   21722034    992      88  556    -0.075849      0.53023
84224        1   21716583   21861393    857      70  556      0.43656      0.33122
249          1   21785475   21954905    962      95  556       1.9477     0.025726
5909         1   21872708   22046010    862     101  556       1.7366     0.041233
84196        1   21954791   22159688    925      73  556       0.2768      0.39097
401944       1   22088758   22201714    531      62  556      -1.3087      0.90468
3339         1   22098737   22313750   1207     100  556      0.15897      0.43685
23436        1   22253418   22365847    972      48  556       1.4228     0.077396
10136        1   22278149   22389035    959      53  556       1.5687     0.058359
998          1   22329120   22469439    711      52  556       2.2977     0.010791
54361        1   22393798   22520474    586      65  556       2.1139     0.017261
9923         1   22728344   22907650    549      74  556     -0.31503      0.62363
2046         1   22840004   22980087    587      72  556       1.4359      0.07551
712          1   22913118   23016175    433      47  556       2.3705    0.0088831
714          1   22919969   23024603    435      47  556       2.8495    0.0021895
713          1   22929682   23038130    420      55  556       3.2761   0.00052634
2048         1   22987263   23291823   1068     131  556        1.845      0.03252
646262       1   23229536   23349524    357      41  556      0.86679      0.19303
729059       1   23287327   23392343    229      23  556       1.8113     0.035047
23028        1   23295937   23460184    336      27  556       1.7053     0.044066
7798         1   23360516   23554301    544      30  556       0.6579       0.2553
3352         1   23468388   23571222    374      25  556     -0.27909      0.60991
10236        1   23585953   23721143    392      37  556    -0.044507      0.51775
80818        1   23635941   23746357    340      44  556      0.53601      0.29597
6920         1   23657555   23801269    456      58  556       2.1916     0.014203
55616        1   23705056   23860750    545      43  556       1.7021     0.044364
1870         1   23782920   23907712    431      56  556     0.093348      0.46281
3399         1   23834421   23936285    261      46  556       -1.317      0.90607
6135         1   23968269   24072915    386      53  556      0.97649      0.16441
6924         1   24019856   24138549    293      39  556       1.6735     0.047119
57095        1   24054876   24164722    237      36  556       1.3683     0.085607
11313        1   24067275   24172029    226      33  556       1.5294     0.063082
2582         1   24072089   24177294    223      34  556        1.665     0.047957
3155         1   24078367   24215110    424      34  556       2.0743     0.019024
2517         1   24121567   24244859    462      28  556       2.0082     0.022313
1269         1   24147005   24335549    483      33  556       1.8023     0.035752
55629        1   24236301   24339952     86      24  556     -0.94399      0.82741
10772        1   24242935   24356953     72      22  556     -0.69186      0.75549
127294       1   24332531   24488665    605      63  556       -0.796      0.78698
58985        1   24396261   24519783    562      63  556     -0.99357      0.83978
163702       1   24430647   24563765    622      87  556      0.16414      0.43481
57822        1   24595812   24740972    538      57  556      0.80724      0.20976
90529        1   24633489   24791587    604      52  556         0.68      0.24825
57185        1   24692245   24849473    588      45  556     -0.48572      0.68642
11123        1   24778841   24913510    629      67  556     -0.22086       0.5874
400746       1   24832567   24985819    675      71  556     -0.27263      0.60743
10250        1   24919594   25049772    388      36  556     -0.69714      0.75714
25932        1   25021760   25220815    578      51  556      -2.0353      0.97909
864          1   25176002   25341648    765      97  556      -3.0598      0.99889
25949        1   25498767   25609013    207      36  556     -0.46332      0.67843
57035        1   25518740   25624010    185      29  556     -0.66938      0.74837
6007         1   25548884   25706936    294      29  556      -1.0771      0.85929
23585        1   25614789   25738852    267      20  556     -0.73924      0.77012
6006         1   25637853   25797363    371      21  556     -0.35795      0.63981
55219        1   25707388   25876700    325      13  556     0.042511      0.48305
26119        1   25820071   25945377    250      27  556       1.5533     0.060176
57134        1   25893959   26161258    781      50  556      0.49554      0.31011
57190        1   26076667   26194713    380      33  556     -0.90042      0.81605
56181        1   26096397   26209433    344      26  556     -0.74878      0.77301
79000        1   26108414   26235939    375      21  556     -0.63643      0.73775
164091       1   26137975   26252461    326      22  556     -0.65263        0.743
3925         1   26160670   26283368    356      30  556     -0.49527      0.68979
5051         1   26236258   26376366    466      44  556      0.44322       0.3288
2134         1   26298266   26412955    414      39  556      0.73296      0.23179
7780         1   26314513   26423439    384      43  556      0.58746      0.27845
84676        1   26327792   26444142    410      35  556      0.48158      0.31505
149420       1   26387656   26502039    441      34  556      0.61323      0.26986
79927        1   26435511   26539119    410      41  556      0.32775      0.37155
51042        1   26446388   26547364    427      54  556      0.59322      0.27652
10256        1   26453981   26566375    483      53  556      0.81907      0.20637
378807       1   26467119   26579033    488      52  556      0.76571      0.22193
64793        1   26510644   26655529    607      30  556      0.73454      0.23131
83442        1   26556213   26658013    419      23  556      0.52263      0.30061
91544        1   26558773   26694756    560      32  556      0.69035      0.24499
1043         1   26594411   26697014    430      35  556      0.71918      0.23601
55057        1   26598350   26730621    580      48  556      0.36223      0.35859
257101       1   26638125   26751023    501      63  556      0.35914      0.35975
79727        1   26687269   26806219    412      59  556     0.094353      0.46241
79947        1   26708773   26847797    435      47  556      0.19185      0.42393
3151         1   26748902   26853133    270      28  556      0.59911      0.27455
6195         1   26806249   26951520    416      54  556      0.15804      0.43721
101928728    1   26968623   27072896    200      28  556      0.38425       0.3504
8289         1   26972522   27158601    342      27  556      0.22586      0.41066
55650        1   27063739   27174894    193      26  556     -0.14942      0.55939
84243        1   27103201   27234092    238      28  556    -0.075922      0.53026
2810         1   27139633   27240947    197      24  556    -0.090986      0.53625
54707        1   27155872   27266869    218      26  556     0.097368      0.46122
63906        1   27166979   27276962    228      28  556      0.17151      0.43191
8431         1   27187975   27290567    206      28  556      0.41966      0.33737
10726        1   27198187   27323362    267      29  556       0.3564      0.36077
126695       1   27226047   27336901    242      34  556      0.52834      0.29863
388610       1   27270189   27377377    275      36  556      0.39836      0.34518
115572       1   27281511   27389333    302      42  556      0.13557      0.44608
6548         1   27375300   27531621    433      42  556       1.3196      0.09348
23038        1   27511007   27685124    423      36  556      0.70377      0.24079
84065        1   27598636   27712891    289      41  556    -0.075027       0.5299
84958        1   27618483   27730423    273      47  556     -0.52511      0.70025
9064         1   27631670   27743558    280      51  556     -0.65874      0.74497
8547         1   27645601   27751315    273      52  556     -0.74409      0.77159
388611       1   27655596   27759823    275      50  556     -0.77114      0.77969
2827         1   27669148   27772318    248      48  556     -0.90167      0.81639
10163        1   27680734   27866678    446      41  556     -0.69769      0.75731
27245        1   27810756   27980463    379      59  556      -1.0986      0.86402
2268         1   27888800   28011727    318      54  556      -1.7698      0.96162
2537         1   27942572   28048724    350      46  556      -1.2416      0.89281
199870       1   28002490   28139426    375      23  556     -0.86716      0.80707
23673        1   28049694   28200963    380      32  556       -1.289      0.90131
5511         1   28107252   28228183    348      48  556      -1.4835      0.93102
9473         1   28149055   28263196    444      45  556       -1.265      0.89706
6118         1   28168035   28291255    511      37  556      -1.4055      0.92006
27293        1   28211456   28335663    537      43  556      -1.3052      0.90409
55113        1   28236504   28344604    471      51  556      -1.3614      0.91331
2140         1   28246855   28465173    881      70  556     -0.70545      0.75973
5724         1   28423677   28570447    465      67  556     -0.40882      0.65866
22826        1   28476789   28609542    449      37  556     -0.75845      0.77591
93974        1   28512602   28614616    393      30  556     -0.61576      0.73097
83667        1   28535963   28659002    455      46  556      -0.8768       0.8097
54797        1   28605513   28712478    389      39  556     -0.95564      0.83037
65979        1   28646093   28876881    853      26  556     -0.50561      0.69343
1104         1   28782455   28915708    439      36  556     -0.38052      0.64822
54952        1   28829529   28955057    368      37  556     -0.71274        0.762
115273       1   28868712   28971098    233      42  556     -0.55607      0.71092
6883         1   28879608   29025416    342      44  556     -0.57614      0.71774
10691        1   28945234   29092115    352      43  556     -0.28953      0.61391
51441        1   29013133   29146287    373      38  556     -0.53213      0.70268
4985         1   29088654   29240208    627      68  556      -0.7242      0.76553
2035         1   29163603   29496558   1055      59  556     -0.53344      0.70314
399474       1   29395937   29500421    299      36  556     -0.50593      0.69355
6429         1   29424250   29558637    427      40  556     -0.64149       0.7394
51102        1   29469385   29607460    433      40  556     -0.34477      0.63487
10076        1   29513028   29703325    638      74  556       -1.176      0.88019
4146         1   31134124   31246432    458      49  556      0.84893      0.19796
7805         1   31155315   31280683    517      52  556      0.91985      0.17883
9672         1   31292313   31431480    596      92  556      0.80044      0.21173
9698         1   31354353   31588838    920      44  556     -0.76935      0.77916
79570        1   31602592   31762734    755      42  556     -0.30775      0.62087
9410         1   31682415   31819644    557      23  556     -0.30603      0.62021
51538        1   31719832   31888569    601      21  556     -0.40955      0.65893
2170         1   31788100   31895923    372      21  556      -0.2968      0.61669
347735       1   31832412   31957527    576      35  556       1.3744     0.084654
64129        1   31992086   32103290    405      47  556       1.3475      0.08891
3061         1   32033290   32143214    290      28  556      0.50896      0.30539
553115       1   32045463   32160838    293      29  556      0.46784      0.31995
1307         1   32067848   32219768    428      47  556       2.0487     0.020243
576          1   32142718   32280494    425      38  556        2.449    0.0071634
90853        1   32206023   32331630    386      39  556       1.7497     0.040082
8073         1   32322022   32453988    423      41  556     -0.80289      0.78898
10657        1   32429295   32576460    293      49  556      0.27412        0.392
55116        1   32488503   32618467    226      44  556     -0.79783      0.78752
23633        1   32523644   32692169    332      29  556     -0.71685      0.76327
200081       1   32595293   32713886    242      29  556     -0.76243       0.7771
79140        1   32616202   32720991    222      29  556     -0.73865      0.76994
55721        1   32621236   32724288    227      29  556     -0.73637      0.76925
149069       1   32624695   32731797    238      33  556     -0.72001      0.76424
56063        1   32630040   32737954    238      35  556      -0.7711      0.77968
8668         1   32637971   32747205    236      38  556     -0.69846      0.75755
84734        1   32662818   32764461    213      42  556     -0.85747      0.80441
3932         1   32666840   32801766    251      56  556      -0.9517      0.82938
3065         1   32707708   32849227    231      85  556      -1.0542       0.8541
65108        1   32749430   32851840    142      62  556       -1.002      0.84182
81629        1   32768365   32880098    170      62  556     -0.59658       0.7246
100128071    1   32776871   32877844    152      57  556     -0.50914      0.69467
55108        1   32780704   32910062    250      55  556   0.00081426      0.49968
728116       1   32880658   33003460    318      32  556     -0.51264       0.6959
653121       1   32954772   33121542    564      32  556      -1.8008      0.96413
339487       1   33036421   33166565    467      31  556      -1.6838      0.95389
5928         1   33066749   33201812    501      24  556      -1.4345      0.92428
81493        1   33095507   33218361    418      26  556      -1.3455      0.91076
57648        1   33157492   33290571    375      53  556      -1.4047      0.91995
8565         1   33190840   33333633    362      42  556     -0.85378      0.80339
64766        1   33232368   33374480    366      45  556     -0.99721      0.84067
252995       1   33277869   33388093    285      40  556     -0.92504      0.82253
3208         1   33301688   33410247    298      38  556     -0.93422      0.82491
113452       1   33310196   33417041    294      47  556      -1.0973      0.86375
127544       1   33352050   33480467    340      37  556      -0.7682      0.77882
204          1   33423541   33552512    336      33  556      -0.3699      0.64427
113451       1   33496711   33636132    408      35  556     -0.64236      0.73968
55223        1   33561000   33697671    431      33  556     -0.84484       0.8009
149076       1   33671908   33816321    434      44  556     -0.72492      0.76575
127550       1   33722367   33836699    378      36  556     -0.41552      0.66112
1912         1   33739224   33891194    557      36  556     -0.52105      0.69883
7579         1   33888232   34012105    472      60  556      -1.1386      0.87256
114784       1   33929609   34681443   2903     246  556       1.1687      0.12127
127540       1   34276076   34380392    507      35  556       1.8735     0.030498
84970        1   34582624   34734732    661      77  556       0.4765      0.31686
2709         1   35170648   35274113    244      51  556      -0.7421      0.77099
127534       1   35175342   35279325    231      50  556     -0.77237      0.78005
2707         1   35196790   35301967    233      40  556     -0.45559      0.67566
2701         1   35208559   35311351    243      31  556     -0.29344      0.61541
113444       1   35265963   35375417    335      48  556     -0.70191      0.75863
58512        1   35281037   35441083    383      63  556     -0.55285      0.70982
100506144    1   35397127   35500948    225      17  556     -0.21138      0.58371
9204         1   35401766   35547569    330      17  556     -0.18621      0.57386
79830        1   35475387   35631460    334      18  556      0.56424       0.2863
6421         1   35591981   35708766    382      32  556       1.4174     0.078186
9202         1   35684444   35937545    541      30  556      0.96314      0.16774
79932        1   35849091   36073037    382      28  556      0.79863      0.21225
23154        1   35973311   36082380    176      26  556      0.89642      0.18501
339488       1   35988971   36110929    175      27  556       1.1868      0.11766
5690         1   35990259   36157445    272      26  556       1.3252     0.092553
127703       1   36129477   36234790    204      32  556       2.4755    0.0066529
63967        1   36135819   36285568    290      26  556       2.5888    0.0048155
