GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT            P
643988       1    1483388    1585476    130      11  683     -0.16097      0.56394
142678       1    1500795    1615990     83       7  683    0.0044923      0.49821
8510         1    1517060    1620030      2       1  683     0.084197      0.46645
728661       1    1541486    1674243     57       5  683      0.68904       0.2454
728642       1    1583822    1705999    122       9  683      0.66925      0.25167
9906         1    1606277    1727438    146      11  683      0.90466      0.18282
65220        1    1632671    1761508    178      13  683       1.0632      0.14385
2782         1    1666725    1872552    366      15  683        1.184      0.11821
163688       1    1796266    1898733    254      14  683      0.89209      0.18617
339456       1    1799029    1900740    273      16  683      0.75853      0.22407
85452        1    1803390    1985276    374      21  683      0.51652      0.30275
2563         1    1900768    2012192    232      28  683     -0.49494      0.68968
5590         1    1931909    2166834    740      59  683     -0.23054      0.59116
100506504    1    2063250    2165812    331      40  683      0.25479      0.39944
199990       1    2065899    2194159    421      48  683      0.57233      0.28355
6497         1    2110134    2291652    748      97  683       1.2054      0.11402
79906        1    2201719    2373190    852     118  683       1.1581      0.12342
11079        1    2273214    2386883    570      94  683       0.7305      0.23254
5192         1    2286241    2394010    544      94  683      0.68999       0.2451
9651         1    2357754    2486964    710      87  683     0.078212      0.46883
55229        1    2389975    2508061    625      78  683      0.42054      0.33705
388585       1    2410184    2511684    514      54  683      0.60661      0.27205
8764         1    2437291    2545268    565      48  683      0.60784      0.27165
127281       1    2467899    2572908    515      31  683     -0.36459      0.64229
79258        1    2472078    2614499    572      39  683     -0.42132      0.66324
100287898    1    2522807    2756230   1014      40  683     -0.74924      0.77314
140625       1    2888046    2989467    551      28  683     -0.48889      0.68754
63976        1    2935565    3405185   2294     219  683     -0.28942      0.61387
27237        1    3321147    3447677    584      70  683      0.71999      0.23577
1953         1    3354506    3578059    989     117  683        1.194      0.11625
127262       1    3491556    3596695    444      63  683      0.49983       0.3086
49856        1    3497331    3616671    483      69  683       0.3906      0.34805
7161         1    3519129    3702765    740     100  683       1.2937     0.097887
148870       1    3618965    3738209    574      56  683        1.779     0.037617
388588       1    3639352    3742546    536      46  683       1.8299     0.033629
57470        1    3646784    3763068    656      41  683       1.7509     0.039979
9731         1    3678645    3823797    965      53  683       1.5961     0.055232
1677         1    3723845    3851993    738      51  683      0.95957      0.16864
339448       1    3755697    3866857    520      47  683      0.60815      0.27154
55966        1    4665105    4893851   1404     156  683      0.50664       0.3062
261734       1    5872870    6102618    947      57  683      -1.1317      0.87112
8514         1    6002358    6211253    829      82  683     -0.90471      0.81719
26038        1    6111847    6290194    657      80  683     -0.65495      0.74375
6146         1    6195080    6309679    406      51  683     -0.65375      0.74336
388591       1    6216189    6331359    367      45  683     -0.53121      0.70236
23463        1    6231253    6346044    352      45  683     -0.15485      0.56153
390992       1    6254252    6355638    314      41  683      0.17782      0.42943
387509       1    6257406    6371035    385      50  683      0.26326      0.39618
11332        1    6274332    6503826    929      44  683       1.0222      0.15335
54626        1    6425292    6534724    421      30  683      0.67044      0.25129
83715        1    6434836    6571004    510      40  683      0.33597      0.36845
8718         1    6470787    6577432    395      51  683     -0.19897      0.57886
57449        1    6476152    6630121    616      51  683     -0.69341      0.75597
79707        1    6531407    6664658    530      48  683     -0.70374       0.7592
80835        1    6564987    6689817    493      54  683     -0.61575      0.73097
3104         1    6590051    6699340    407      49  683        -1.01      0.84375
9903         1    6600784    6712958    410      51  683      -1.0014      0.84168
148479       1    6623756    6734093    365      46  683     -0.56498      0.71396
90326        1    6634925    6745646    346      39  683     -0.53662      0.70423
55735        1    6644228    6811966    578      42  683     -0.29919       0.6176
23261        1    6795384    7879766   4342     277  683       1.0514      0.14653
9341         1    7781329    7891492    431      51  683     -0.69488      0.75643
8863         1    7794413    7955241    744      58  683     -0.82338      0.79485
10911        1    7857672    7963551    581      45  683     -0.71514      0.76274
3604         1    7925931    8053225    504      49  683      -1.5635      0.94103
11315        1    7971714    8095342    351      35  683      -1.2613       0.8964
54206        1    8021779    8136393    328      31  683      -1.4491      0.92634
50651        1    8328171    8454227    423      54  683       2.3656    0.0090001
473          1    8362464    8927699   1374      53  683       3.0153    0.0012837
2023         1    8871059    8989151    420      50  683       2.0465     0.020353
765          1    8955893    9085151    630     114  683       1.0405      0.14906
155184       1    9013359    9136404    583      87  683       1.8952     0.029032
6518         1    9047005    9181763    651      68  683       2.4752    0.0066584
80045        1    9113472    9239229    566      62  683       2.1139     0.017263
9563         1    9244822    9381396    722      96  683      0.72285      0.23489
80176        1    9285202    9479591   1003     132  683        1.649     0.049574
84275        1    9549528    9692831    381      48  683      0.35747      0.36037
199953       1    9598932    9724935    356      40  683       2.0221     0.021581
5293         1    9661789    9839172    578      63  683       2.0987     0.017923
22883        1    9739079    9934550    703      48  683       1.1452      0.12605
56998        1    9858334   10020316    513      67  683      0.34937      0.36341
84328        1    9932168   10053460    329      47  683      -0.7986      0.78774
64802        1    9953486   10095556    398      43  683      -1.0317      0.84889
116362       1   10007255   10126078    335      33  683     -0.84215      0.80015
10277        1   10043041   10291297    894      39  683     -0.83614      0.79846
23095        1   10220606   10491664   1144      39  683      -1.2389      0.89231
5226         1   10408884   10530565    456      40  683     -0.91582      0.82012
378708       1   10439944   10560239    409      35  683     -0.87165       0.8083
100526739    1   10440159   10562060    415      37  683     -0.88592      0.81217
1325         1   10459776   10562060    336      32  683     -0.71613      0.76305
1676         1   10470588   10582613    368      29  683     -0.50554      0.69341
5195         1   10485003   10740815    886      66  683      -0.8844      0.81176
54897        1   10646661   10906733    865     130  683     -0.69988        0.758
148345       1   10956530   11092094    501      69  683     -0.97979       0.8364
23435        1   11022462   11135549    381      33  683      -1.7798      0.96245
10747        1   11036580   11157296    401      30  683      -1.6856      0.95406
6723         1   11064649   11170091    351      22  683      -1.1319      0.87115
5394         1   11076675   11209961    397      18  683     -0.89868      0.81559
2475         1   11116588   11372614    660      20  683     -0.90994      0.81857
10218        1   11199346   11306038    261      11  683     -0.76214      0.77701
29914        1   11283255   11398491    308      28  683       -1.551      0.93955
57540        1   11489295   11647640    627      46  683       1.9559      0.02524
26232        1   11657924   11764888    381      58  683      0.47505      0.31738
93611        1   11664432   11773384    401      62  683     0.041794      0.48333
26270        1   11674150   11784411    396      64  683    -0.052596      0.52097
10459        1   11684537   11801678    405      71  683     0.016373      0.49347
374946       1   11701781   11830336    411      72  683      0.54375      0.29331
57085        1   11746142   11860828    452      62  683     -0.51421      0.69645
284498       1   11773827   11899642    598      33  683     -0.52412       0.6999
4524         1   11795787   11916160    633      32  683     -0.51351       0.6962
1185         1   11816153   11953201    781      37  683     -0.77698      0.78141
4878         1   11855766   11957840    607      41  683       -1.435      0.92436
4879         1   11867521   11968992    622      46  683      -1.4912      0.93205
90231        1   11929645   12036485    532      34  683      -1.0803      0.85999
5351         1   11944724   12085599    612      40  683      -1.2044      0.88578
9927         1   11990238   12123572    423      43  683      -1.0589      0.85518
60672        1   12029299   12142106    332      40  683     -0.48018      0.68445
943          1   12073434   12254264    586      91  683      0.82515      0.20464
7133         1   12177044   12319279    539      80  683      0.18804      0.42542
55187        1   12240101   12622099   1242      63  683     0.057796      0.47696
9249         1   12577939   12727820    733      81  683      0.36363      0.35807
343066       1   12654566   12777097    468      50  683      -1.0767       0.8592
126767       1   12726118   12838726    444      39  683     -0.58208      0.71974
93190        1   12756163   12871102    758      43  683     -0.33199      0.63005
390999       1   12784984   12888049    782      42  683     -0.26177      0.60325
65121        1   12801546   12906777    815      46  683     -0.65586      0.74404
440560       1   12834468   12941264    779      36  683     -0.47761      0.68354
343069       1   12857261   12958578    686      33  683     -0.49308      0.68902
65122        1   12866941   12971764    545      28  683     -0.47587      0.68292
400735       1   12889033   12996025    239      15  683     -0.97897       0.8362
343071       1   12902727   13008094    142       9  683     -0.91545      0.82002
441871       1   12926467   13030300     30       7  683      0.28343      0.38842
440561       1   12948302   13057406     14       5  683     -0.34213      0.63387
653606       1   12985543   13088381      7       2  683      -1.3211      0.90676
441873       1   13090447   13195000     45       5  683     -0.48781      0.68716
440563       1   13132960   13234326     43       5  683     -0.56309      0.71331
645359       1   13166688   13269898     43       5  683     -0.56309      0.71331
343068       1   13309819   13419057      1       1  683      0.30496       0.3802
391002       1   13336646   13440765      1       1  683      0.30496       0.3802
645382       1   13361517   13464502      1       1  683      0.30496       0.3802
343070       1   13371176   13478191      1       1  683      0.30496       0.3802
645425       1   13686907   13797803    124      18  683      -1.3513       0.9117
126755       1   13751445   13890242    628      76  683     -0.52398      0.69985
10630        1   13860252   13994452    699      90  683     -0.91367      0.81955
7799         1   13976714   14201574    928      54  683      0.33933      0.36718
23254        1   14169646   15494544   6491     430  683       1.0148      0.15511
55092        1   15429028   15596974   1148      60  683      -1.2104      0.88694
727684       1   15440692   15548120    733      45  683      -1.1069      0.86582
114827       1   15523730   15774767   1138     114  683     -0.11803      0.54698
79180        1   15686391   15806839    495      79  683     0.021861      0.49128
11330        1   15714938   15823153    418      71  683     -0.52391      0.69983
63036        1   15733223   15848586    463      65  683     -0.93334      0.82468
51032        1   15752596   15867895    446      44  683      -1.0253       0.8474
842          1   15767896   15901407    499      41  683     -0.94849      0.82856
23341        1   15803343   15948228    606      20  683     -0.88181      0.81106
79814        1   15848194   15961605    466      20  683     -0.86957      0.80773
84301        1   15893953   16045539    599      19  683     -0.81588      0.79272
6248         1   15936364   16038217    312      17  683     -0.75219      0.77403
23207        1   15960632   16111264    532      42  683     -0.55054      0.70902
284723       1   16012721   16117884    419      51  683     -0.29035      0.61423
388595       1   16018987   16124292    422      56  683     -0.29806      0.61717
54751        1   16033107   16163089    634      64  683     -0.15459      0.56143
440567       1   16083657   16184194    500      46  683       0.2494      0.40152
23013        1   16124359   16316951    712      40  683     0.012819      0.49489
7709         1   16218364   16352627    536      33  683       1.1037      0.13486
101928566    1   16252626   16373701    653      41  683       1.1798      0.11904
149563       1   16280731   16383184    691      46  683       1.5327     0.062677
27129        1   16290523   16396084    785      49  683       1.4574     0.072503
1187         1   16298486   16410548    803      46  683       1.3387     0.090332
1188         1   16320231   16433821    860      50  683       1.3935     0.081729
348487       1   16334264   16450127    793      52  683       1.3675     0.085733
1969         1   16400832   16532582    525      44  683       1.4873     0.068468
128272       1   16474599   16589104    395      33  683       1.3085      0.09535
101927546    1   16501343   16603528    354      26  683      0.44775      0.32717
79363        1   16508182   16613659    349      26  683      0.39592      0.34608
54455        1   16523339   16728965    566      27  683       1.0829      0.13943
26099        1   16643525   16774643    393      40  683       1.5761     0.057506
374955       1   16672101   16813919    482      53  683       1.4619     0.071886
55707        1   16717167   16836585    416      47  683       1.0374      0.14977
100133301    1   16815561   16916198    160      17  683       1.1362      0.12794
55672        1   16838922   16990100    106      15  683       1.3239     0.092774
729574       1   16949498   17050007     25       6  683       1.4196     0.077858
729587       1   17010447   17110956     20       7  683       1.7926     0.036518
11223        1   17031129   17140975     18       6  683       2.9023    0.0018519
9696         1   17198445   17349474    447      37  683      0.64162      0.26056
4237         1   17250997   17358081    311      36  683      0.22568      0.41073
23400        1   17262453   17388467    391      36  683      0.29516      0.38393
6390         1   17295217   17430665    538      29  683     -0.15181      0.56033
11240        1   17343256   17495948    625      39  683     -0.31403      0.62325
29943        1   17481621   17622501    655      73  683      -2.5642      0.99483
51702        1   17525593   17660728    740      71  683      -1.1537      0.87569
23569        1   17584690   17740495   1007      67  683      0.10525      0.45809
353238       1   17648741   17778195    781      55  683      0.48359      0.31434
55920        1   17683251   17816250    701      48  683    -0.081911      0.53264
55160        1   17796693   18074370    996      88  683      -1.2939      0.90214
81569        1   18031808   18203558    661      83  683     -0.68746       0.7541
84966        1   18384240   18754977   1681     201  683      0.16723      0.43359
127707       1   18757424   18862540    632      74  683      -2.0809      0.98128
5081         1   18907500   19125360    859      95  683      -1.8012      0.96417
80834        1   19116093   19236155    599      63  683     0.044242      0.48236
8659         1   19147924   19279293    608      80  683    -0.047212      0.51883
126917       1   19180774   19332826    679      57  683     -0.76934      0.77915
23352        1   19351000   19586812    830      43  683      0.44498      0.32817
23065        1   19492158   19628053    566      35  683      0.41032      0.34078
51154        1   19528075   19636622    492      36  683      0.35245      0.36225
22977        1   19559057   19665280    563      45  683      0.17997      0.42859
8574         1   19579202   19688640    600      46  683    -0.071347      0.52844
54896        1   19588740   19708925    625      54  683     -0.31305      0.62288
832          1   19615267   19862066   1169      63  683     -0.65605      0.74411
440574       1   19873471   20006315    640      52  683    -0.030375      0.51212
100532736    1   19873471   20034949    800      54  683     -0.20277      0.58034
4681         1   19919723   20034949    567      52  683     -0.15333      0.56093
3362         1   19941780   20056055    535      57  683      -0.4052      0.65734
255104       1   19958706   20176424    988     122  683     -0.68764      0.75416
54546        1   20090522   20191771    510      63  683     -0.46061      0.67746
23252        1   20158356   20289438    580      53  683     -0.73072      0.76753
30814        1   20196800   20300110    453      59  683     -0.99935      0.84119
5320         1   20251924   20356932    476      70  683       1.6979     0.044767
5322         1   20336157   20468394    538      58  683       2.2742     0.011477
26279        1   20389143   20496059    415      84  683       1.9514     0.025505
64600        1   20415823   20526879    364      86  683       1.7381     0.041096
391013       1   20440484   20551687    337      66  683     -0.61204      0.72974
127733       1   20462578   20572540    344      58  683      -1.6458       0.9501
127731       1   20567412   20731662    751      68  683     -0.72696      0.76637
55450        1   20758884   20862728    391      61  683     -0.48721      0.68695
79594        1   20775941   20884674    448      61  683     -0.50016      0.69152
163933       1   20828932   20931513    582      59  683      0.61774      0.26837
978          1   20865444   20995401    790      50  683      0.98146      0.16318
65018        1   20909948   21028004    638      58  683        1.152      0.12466
1650         1   20928260   21038037    592      61  683      0.80625      0.21005
57576        1   20940475   21094317    728      79  683      0.55289      0.29017
400745       1   20996225   21109133    462      65  683      0.25921      0.39774
50809        1   21019170   21163808    486      50  683      0.44309      0.32885
8672         1   21082785   21553381   1324      41  683      0.55482      0.28951
1889         1   21493740   21722034    992      88  683      0.10053      0.45996
84224        1   21716583   21861393    857      70  683      0.23769      0.40606
249          1   21785475   21954905    962      95  683      0.93903      0.17386
5909         1   21872708   22046010    862     101  683       0.5383      0.29518
84196        1   21954791   22159688    925      73  683      0.17421      0.43085
401944       1   22088758   22201714    531      62  683      0.13934      0.44459
3339         1   22098737   22313750   1207     100  683       1.8411     0.032803
23436        1   22253418   22365847    972      48  683        2.899    0.0018715
10136        1   22278149   22389035    959      53  683       2.9655    0.0015109
998          1   22329120   22469439    711      52  683       2.3627    0.0090712
54361        1   22393798   22520474    586      65  683      0.77988      0.21773
9923         1   22728344   22907650    549      74  683      0.58977      0.27767
2046         1   22840004   22980087    587      72  683      0.91825      0.17924
712          1   22913118   23016175    433      47  683       1.7995     0.035967
714          1   22919969   23024603    435      47  683       2.5977    0.0046925
713          1   22929682   23038130    420      55  683       3.1496    0.0008175
2048         1   22987263   23291823   1068     131  683       2.4141    0.0078877
646262       1   23229536   23349524    357      41  683      -1.2594      0.89606
729059       1   23287327   23392343    229      23  683     -0.40929      0.65884
23028        1   23295937   23460184    336      27  683     -0.56878      0.71525
7798         1   23360516   23554301    544      30  683     -0.96792      0.83346
3352         1   23468388   23571222    374      25  683      -1.2117      0.88719
10236        1   23585953   23721143    392      37  683      0.35392       0.3617
80818        1   23635941   23746357    340      44  683    -0.074813      0.52982
6920         1   23657555   23801269    456      58  683      0.45442      0.32476
55616        1   23705056   23860750    545      43  683      0.11248      0.45522
1870         1   23782920   23907712    431      56  683      -0.1504      0.55977
3399         1   23834421   23936285    261      46  683     -0.66516      0.74702
6135         1   23968269   24072915    386      53  683       1.4109     0.079141
6924         1   24019856   24138549    293      39  683       2.0764     0.018928
57095        1   24054876   24164722    237      36  683       1.7324     0.041604
11313        1   24067275   24172029    226      33  683       1.9285     0.026896
2582         1   24072089   24177294    223      34  683       2.1146     0.017233
3155         1   24078367   24215110    424      34  683       2.6931    0.0035397
2517         1   24121567   24244859    462      28  683        2.896    0.0018899
1269         1   24147005   24335549    483      33  683       2.7617    0.0028753
55629        1   24236301   24339952     86      24  683    -0.003523      0.50141
10772        1   24242935   24356953     72      22  683      0.10585      0.45785
127294       1   24332531   24488665    605      63  683       -1.181       0.8812
58985        1   24396261   24519783    562      63  683      -1.0839       0.8608
163702       1   24430647   24563765    622      87  683       1.2167      0.11186
57822        1   24595812   24740972    538      57  683    -0.082406      0.53284
90529        1   24633489   24791587    604      52  683     -0.29234      0.61499
57185        1   24692245   24849473    588      45  683     -0.93125      0.82414
11123        1   24778841   24913510    629      67  683       1.4102     0.079234
400746       1   24832567   24985819    675      71  683        1.632     0.051336
10250        1   24919594   25049772    388      36  683     -0.57473      0.71726
25932        1   25021760   25220815    578      51  683      -1.5476      0.93914
864          1   25176002   25341648    765      97  683     -0.69893       0.7577
25949        1   25498767   25609013    207      36  683      -0.4877      0.68712
57035        1   25518740   25624010    185      29  683     -0.42375      0.66413
6007         1   25548884   25706936    294      29  683     -0.83716      0.79875
23585        1   25614789   25738852    267      20  683     -0.32498       0.6274
6006         1   25637853   25797363    371      21  683     0.010602      0.49577
55219        1   25707388   25876700    325      13  683      0.37434      0.35408
26119        1   25820071   25945377    250      27  683      0.61508      0.26925
57134        1   25893959   26161258    781      50  683      0.42104      0.33686
57190        1   26076667   26194713    380      33  683     -0.48632      0.68663
56181        1   26096397   26209433    344      26  683     -0.12725      0.55063
79000        1   26108414   26235939    375      21  683     -0.20698      0.58199
164091       1   26137975   26252461    326      22  683     -0.28819       0.6134
3925         1   26160670   26283368    356      30  683     -0.65344      0.74326
5051         1   26236258   26376366    466      44  683     -0.74569      0.77207
2134         1   26298266   26412955    414      39  683     0.044659      0.48219
7780         1   26314513   26423439    384      43  683      0.28839      0.38652
84676        1   26327792   26444142    410      35  683      0.28292      0.38862
149420       1   26387656   26502039    441      34  683      0.39524      0.34633
79927        1   26435511   26539119    410      41  683      0.29579       0.3837
51042        1   26446388   26547364    427      54  683      0.22358      0.41154
10256        1   26453981   26566375    483      53  683    -0.025712      0.51026
378807       1   26467119   26579033    488      52  683    -0.059481      0.52372
64793        1   26510644   26655529    607      30  683     -0.15929      0.56328
83442        1   26556213   26658013    419      23  683     -0.10543      0.54198
91544        1   26558773   26694756    560      32  683      0.45597       0.3242
1043         1   26594411   26697014    430      35  683      0.72786      0.23335
55057        1   26598350   26730621    580      48  683      0.83581      0.20163
257101       1   26638125   26751023    501      63  683       1.3428     0.089664
79727        1   26687269   26806219    412      59  683       1.1351      0.12817
79947        1   26708773   26847797    435      47  683      0.92327      0.17793
3151         1   26748902   26853133    270      28  683      0.40043      0.34442
6195         1   26806249   26951520    416      54  683      0.25036      0.40115
101928728    1   26968623   27072896    200      28  683      0.26609      0.39508
8289         1   26972522   27158601    342      27  683     0.045417      0.48189
55650        1   27063739   27174894    193      26  683     -0.30881      0.62127
84243        1   27103201   27234092    238      28  683      0.15413      0.43876
2810         1   27139633   27240947    197      24  683      0.25291      0.40017
54707        1   27155872   27266869    218      26  683      0.34447      0.36524
63906        1   27166979   27276962    228      28  683      0.33978      0.36701
8431         1   27187975   27290567    206      28  683       0.4001      0.34454
10726        1   27198187   27323362    267      29  683    -0.082824        0.533
126695       1   27226047   27336901    242      34  683     -0.15278      0.56071
388610       1   27270189   27377377    275      36  683     -0.26843      0.60582
115572       1   27281511   27389333    302      42  683     -0.39287      0.65279
6548         1   27375300   27531621    433      42  683       2.0449     0.020432
23038        1   27511007   27685124    423      36  683       2.1075     0.017537
84065        1   27598636   27712891    289      41  683       1.4743     0.070201
84958        1   27618483   27730423    273      47  683      0.89909       0.1843
9064         1   27631670   27743558    280      51  683      0.73398      0.23148
8547         1   27645601   27751315    273      52  683      0.53841      0.29515
388611       1   27655596   27759823    275      50  683      0.84683      0.19854
2827         1   27669148   27772318    248      48  683    -0.034826      0.51389
10163        1   27680734   27866678    446      41  683     -0.51664       0.6973
27245        1   27810756   27980463    379      59  683     -0.56797      0.71497
2268         1   27888800   28011727    318      54  683     -0.49632      0.69017
2537         1   27942572   28048724    350      46  683     -0.10371       0.5413
199870       1   28002490   28139426    375      23  683     -0.80902      0.79075
23673        1   28049694   28200963    380      32  683      -1.3467      0.91096
5511         1   28107252   28228183    348      48  683       -1.992      0.97681
9473         1   28149055   28263196    444      45  683      -1.8434      0.96737
6118         1   28168035   28291255    511      37  683      -1.9886      0.97663
27293        1   28211456   28335663    537      43  683      -1.6905      0.95453
55113        1   28236504   28344604    471      51  683      -1.6328      0.94874
2140         1   28246855   28465173    881      70  683      -1.7959      0.96374
5724         1   28423677   28570447    465      67  683     0.053631      0.47861
22826        1   28476789   28609542    449      37  683      0.39428      0.34669
93974        1   28512602   28614616    393      30  683       0.4393      0.33022
83667        1   28535963   28659002    455      46  683      0.10022      0.46008
54797        1   28605513   28712478    389      39  683     -0.50764      0.69415
65979        1   28646093   28876881    853      26  683     -0.49168      0.68853
1104         1   28782455   28915708    439      36  683     -0.76753      0.77862
54952        1   28829529   28955057    368      37  683      -0.3673       0.6433
115273       1   28868712   28971098    233      42  683     -0.15152      0.56022
6883         1   28879608   29025416    342      44  683      0.63135      0.26391
10691        1   28945234   29092115    352      43  683         1.12      0.13135
51441        1   29013133   29146287    373      38  683      0.61731      0.26852
4985         1   29088654   29240208    627      68  683      -1.1001      0.86436
2035         1   29163603   29496558   1055      59  683      -1.3713      0.91485
399474       1   29395937   29500421    299      36  683     -0.88839      0.81283
6429         1   29424250   29558637    427      40  683     -0.76114      0.77671
51102        1   29469385   29607460    433      40  683     -0.44393      0.67145
10076        1   29513028   29703325    638      74  683      -1.0908      0.86232
4146         1   31134124   31246432    458      49  683        1.194      0.11624
7805         1   31155315   31280683    517      52  683        1.235      0.10842
9672         1   31292313   31431480    596      92  683       1.7424     0.040717
9698         1   31354353   31588838    920      44  683      -1.0682      0.85728
79570        1   31602592   31762734    755      42  683      0.48271      0.31465
9410         1   31682415   31819644    557      23  683       1.0906      0.13773
51538        1   31719832   31888569    601      21  683       1.4202     0.077777
2170         1   31788100   31895923    372      21  683       1.4698     0.070811
347735       1   31832412   31957527    576      35  683       1.4219     0.077525
64129        1   31992086   32103290    405      47  683       0.5335      0.29684
3061         1   32033290   32143214    290      28  683      0.42795      0.33434
553115       1   32045463   32160838    293      29  683      0.49027      0.31197
1307         1   32067848   32219768    428      47  683        1.808     0.035307
576          1   32142718   32280494    425      38  683       2.1384     0.016244
90853        1   32206023   32331630    386      39  683       1.5014      0.06662
8073         1   32322022   32453988    423      41  683     -0.66635      0.74741
10657        1   32429295   32576460    293      49  683      -2.0847      0.98145
55116        1   32488503   32618467    226      44  683      -1.4083      0.92048
23633        1   32523644   32692169    332      29  683       -1.415      0.92147
200081       1   32595293   32713886    242      29  683      -1.5381      0.93798
79140        1   32616202   32720991    222      29  683      -1.6764      0.95317
55721        1   32621236   32724288    227      29  683       -1.682      0.95372
149069       1   32624695   32731797    238      33  683      -1.8404      0.96715
56063        1   32630040   32737954    238      35  683      -1.8636      0.96881
8668         1   32637971   32747205    236      38  683      -1.8608      0.96861
84734        1   32662818   32764461    213      42  683      -2.1282      0.98334
3932         1   32666840   32801766    251      56  683      -2.4505      0.99287
3065         1   32707708   32849227    231      85  683      -2.8814      0.99802
65108        1   32749430   32851840    142      62  683      -2.3384      0.99032
81629        1   32768365   32880098    170      62  683      -2.1258      0.98324
100128071    1   32776871   32877844    152      57  683      -2.0639      0.98049
55108        1   32780704   32910062    250      55  683      -1.3981      0.91896
728116       1   32880658   33003460    318      32  683      -1.2525      0.89481
653121       1   32954772   33121542    564      32  683      -1.4457      0.92587
339487       1   33036421   33166565    467      31  683      -1.1294      0.87064
5928         1   33066749   33201812    501      24  683      -1.0171      0.84546
81493        1   33095507   33218361    418      26  683      -1.0524      0.85369
57648        1   33157492   33290571    375      53  683      -1.4756      0.92997
8565         1   33190840   33333633    362      42  683       -1.107      0.86586
64766        1   33232368   33374480    366      45  683      -1.1604      0.87706
252995       1   33277869   33388093    285      40  683      -1.2038      0.88567
3208         1   33301688   33410247    298      38  683      -1.3693      0.91454
113452       1   33310196   33417041    294      47  683      -1.6217      0.94756
127544       1   33352050   33480467    340      37  683       -1.461      0.92799
204          1   33423541   33552512    336      33  683     -0.80807      0.79047
113451       1   33496711   33636132    408      35  683     -0.72491      0.76575
55223        1   33561000   33697671    431      33  683     -0.87927      0.81037
149076       1   33671908   33816321    434      44  683     -0.82597      0.79559
127550       1   33722367   33836699    378      36  683     -0.72318      0.76521
1912         1   33739224   33891194    557      36  683     -0.56604      0.71432
7579         1   33888232   34012105    472      60  683      -1.4632      0.92829
114784       1   33929609   34681443   2903     246  683     0.015781       0.4937
127540       1   34276076   34380392    507      35  683       1.2209      0.11107
84970        1   34582624   34734732    661      77  683      -1.2018      0.88528
2709         1   35170648   35274113    244      51  683     -0.30039      0.61806
127534       1   35175342   35279325    231      50  683     -0.31086      0.62205
2707         1   35196790   35301967    233      40  683       -1.456       0.9273
2701         1   35208559   35311351    243      31  683      -1.2092       0.8867
113444       1   35265963   35375417    335      48  683      -1.7268      0.95789
58512        1   35281037   35441083    383      63  683      -1.8292      0.96632
100506144    1   35397127   35500948    225      17  683      -0.6328      0.73657
9204         1   35401766   35547569    330      17  683     -0.67607       0.7505
79830        1   35475387   35631460    334      18  683      0.53519      0.29626
6421         1   35591981   35708766    382      32  683      0.87709      0.19022
9202         1   35684444   35937545    541      30  683      0.23243       0.4081
79932        1   35849091   36073037    382      28  683     -0.11221      0.54467
23154        1   35973311   36082380    176      26  683     -0.02066      0.50824
339488       1   35988971   36110929    175      27  683   -0.0023158      0.50092
5690         1   35990259   36157445    272      26  683     0.054382      0.47832
127703       1   36129477   36234790    204      32  683      0.84261      0.19972
63967        1   36135819   36285568    290      26  683      0.93803      0.17412
