GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT            P
85452        1    1843390    1945276    154      10  546      0.20367      0.41931
2563         1    1940768    1972192     17       1  603     -0.75829      0.77586
5590         1    1971909    2126834    305      16  843      0.76989      0.22068
100506504    1    2103250    2125812     25       5  835     -0.47535      0.68273
199990       1    2105899    2154159     62      11  787      -1.0976      0.86381
6497         1    2150134    2251652    180      26  763     -0.83033      0.79683
79906        1    2241719    2333190    245      34  696      -1.5303      0.93703
11079        1    2313214    2346883     56      12  791    -0.039247      0.51565
5192         1    2326241    2354010     33       6  811      0.49097      0.31172
9651         1    2397754    2446964     71       8  706      -1.0031      0.84209
55229        1    2429975    2468061     62       5  763     -0.64151       0.7394
388585       1    2450184    2471684     25       4  600     -0.46802      0.68011
8764         1    2477291    2505268     42       2  882     -0.77468      0.78074
127281       1    2507899    2532908     62       4  913     -0.37703      0.64693
79258        1    2512078    2574499    143       4  904     -0.12344      0.54912
100287898    1    2562807    2716230    117       9  856       0.1859      0.42626
140625       1    2928046    2949467     40       2  895      -1.2816      0.90001
63976        1    2975565    3365185    830      95  758     -0.31309      0.62289
27237        1    3361147    3407677     80       6  926       0.1151      0.45418
1953         1    3394506    3538059    283      38  676     -0.68186      0.75234
127262       1    3531556    3556695     39       5  580      -0.4456      0.67206
49856        1    3537331    3576671     35       4  633     -0.51609       0.6971
7161         1    3559129    3662765    134      22  702      0.31968      0.37461
148870       1    3658965    3698209    113      15  812      0.41221      0.34009
388588       1    3679352    3702546     82       8  771      -1.2457      0.89356
57470        1    3686784    3723068    125      13  796      -1.5437      0.93867
9731         1    3718645    3783797    274      10  857     -0.25364      0.60011
1677         1    3763845    3811993    217      22  825     -0.62749      0.73483
339448       1    3795697    3826857     95       9  865       0.5192      0.30181
55966        1    4705105    4853851    461      65  802       1.0317       0.1511
261734       1    5912870    6062618    334      12  896     -0.27153      0.60701
8514         1    6042358    6171253    194      30  775      0.46134      0.32228
26038        1    6151847    6250194    236      27  800       1.6778     0.046691
6146         1    6235080    6269679     34       6  591      -1.5387      0.93806
388591       1    6256189    6291359     25       4  637       1.2051      0.11409
23463        1    6271253    6306044     24       4  656       1.4574     0.072506
390992       1    6294252    6315638     25       3  554     -0.50127      0.69191
387509       1    6297406    6331035     44       2  684     -0.76085      0.77663
11332        1    6314332    6463826    297      15  826      -0.8925      0.81394
54626        1    6465292    6494724     74       6  892    -0.071185      0.52837
83715        1    6474836    6531004    113       9  739      -0.3506      0.63705
8718         1    6510787    6537432     35       5  566     -0.13104      0.55213
57449        1    6516152    6590121    135      16  717     -0.52622      0.70063
79707        1    6571407    6624658    148       3  908     -0.65179      0.74273
80835        1    6604987    6649817     72       4  830     -0.49669       0.6903
3104         1    6630051    6659340     30       7  728      0.31209      0.37749
9903         1    6640784    6672958     27       4  850        1.463     0.071731
148479       1    6663756    6694093     38       5  916       1.4834     0.068982
90326        1    6674925    6705646     50       6  908       1.6801     0.046473
55735        1    6684228    6771966    141      10  903       1.1016      0.13532
23261        1    6835384    7839766   1994     152  864      -0.2106       0.5834
9341         1    7821329    7851492     73      13  924       0.2271      0.41017
8863         1    7834413    7915241    223      22  909      0.14805      0.44115
10911        1    7897672    7923551     79      14  849     -0.60931      0.72884
3604         1    7965931    8013225     35       5  824      0.77576      0.21895
11315        1    8011714    8055342     61       6  874      0.49792      0.30927
54206        1    8061779    8096393     40       4  931      0.19874      0.42123
50651        1    8368171    8414227     99      12  759     -0.64624      0.74094
473          1    8402464    8887699    527      15  901       -1.072      0.85813
2023         1    8911059    8949151     52       5  906      0.30411      0.38052
765          1    8995893    9045151    107      21  737      0.12627      0.44976
155184       1    9053359    9096404    105      19  772     -0.89335      0.81417
6518         1    9087005    9141763    129      13  809     -0.90359      0.81689
80045        1    9153472    9199229     85       8  885       1.5978     0.055039
9563         1    9284822    9341396    159      19  644      0.84307      0.19959
80176        1    9325202    9439591    354      48  593     -0.53982      0.70534
84275        1    9589528    9652831     57       3  868     0.048268      0.48075
199953       1    9638932    9684935     40       3  841     -0.60321      0.72682
5293         1    9701789    9799172    106      16  572      0.98322      0.16275
22883        1    9779079    9894550     97       6  808     -0.26454      0.60432
56998        1    9898334    9980316     49       4  766     -0.38241      0.64892
84328        1    9972168   10013460     59       6  783       1.2057      0.11397
64802        1    9993486   10055556     70       7  786      0.58977      0.27767
116362       1   10047255   10086078     27       3  871       1.3501     0.088489
10277        1   10083041   10251297     80      10  848      0.29018      0.38584
23095        1   10260606   10451664    280       5  911     -0.27064      0.60667
5226         1   10448884   10490565     73       7  886      -1.0106      0.84391
378708       1   10479944   10520239     77       6  899      -1.4757      0.92999
100526739    1   10480159   10522060     77       6  899      -1.4757      0.92999
1325         1   10499776   10522060     27       3  928      -1.2529      0.89488
1676         1   10510588   10542613     41       7  874      -1.4888      0.93173
5195         1   10525003   10700815    298      16  868    0.0092379      0.49631
54897        1   10686661   10866733    173      32  658       0.6737      0.25025
148345       1   10996530   11052094    130      12  799    -0.018156      0.50724
23435        1   11062462   11095549     53       3  904     -0.81933       0.7937
10747        1   11076580   11117296     41       2  767      -1.0889      0.86191
6723         1   11104649   11130091     37       2  825      -1.0784      0.85956
5394         1   11116675   11169961     48       1  897     -0.96923      0.83378
2475         1   11156588   11332614    126       2  910      -0.8774      0.80986
10218        1   11239346   11266038      9       1  926     -0.93186       0.8243
29914        1   11323255   11358491     10       2  773     -0.39246      0.65264
57540        1   11529295   11607640    162      12  913     -0.53204      0.70265
26232        1   11697924   11724888     36      10  671     -0.44558      0.67205
93611        1   11704432   11733384     44       9  522     -0.40478      0.65718
26270        1   11714150   11744411     59      10  530     -0.27908      0.60991
10459        1   11724537   11761678     65      13  507     0.052926       0.4789
374946       1   11741781   11790336     69      12  569     -0.38845      0.65116
57085        1   11786142   11820828     45       6  663       1.0468       0.1476
284498       1   11813827   11859642    165      11  898      0.96362      0.16762
4524         1   11835787   11876160    178      10  892       1.3255     0.092505
1185         1   11856153   11913201    231      16  819       1.3967     0.081254
4878         1   11895766   11917840     76       9  824      0.99785      0.15917
4879         1   11907521   11928992     49       7  863       1.3855     0.082943
90231        1   11969645   11996485     70       9  857     -0.81794       0.7933
5351         1   11984724   12045599    129      12  853      -0.8238      0.79497
9927         1   12030238   12083572    129      13  837     -0.93527      0.82517
60672        1   12069299   12102106     61      11  843     0.058752      0.47657
943          1   12113434   12214264    156      27  716     -0.46962      0.68069
7133         1   12217044   12279279     80      10  739     -0.37651      0.64673
55187        1   12280101   12582099    110      12  657      0.41986       0.3373
9249         1   12617939   12687820    179      25  764      -1.1386      0.87257
343066       1   12694566   12737097     33       3  766     -0.18606       0.5738
126767       1   12766118   12798726     75       7  843     -0.38601      0.65025
93190        1   12796163   12831102     80       5  846     -0.30031      0.61803
390999       1   12824984   12848049     26       3  799      0.54364      0.29334
65121        1   12841546   12866777     44       4  522     -0.21661      0.58574
440560       1   12874468   12901264      1       1  934      0.94676      0.17188
343069       1   12897261   12918578      2       1  931     -0.31504      0.62363
65122        1   12906941   12931764      2       1  931     -0.31504      0.62363
440563       1   13172960   13194326     19       1  415     -0.20417      0.58089
126755       1   13791445   13850242    163      28  741    -0.049928      0.51991
10630        1   13900252   13954452    131      23  796      0.17276      0.43142
7799         1   14016714   14161574    182      18  857     -0.84061      0.79972
23254        1   14209646   15454544   3295     244  805     -0.80521      0.78965
55092        1   15469028   15556974    421      27  861      0.77204      0.22005
727684       1   15480692   15508120     98      12  879        1.396     0.081351
114827       1   15563730   15734767    354      36  828      -1.2593      0.89603
79180        1   15726391   15766839     55      11  766      -1.1835       0.8817
11330        1   15754938   15783153     36       5  618      -1.1077        0.866
63036        1   15773223   15808586     75      11  756      0.39021      0.34819
51032        1   15792596   15827895     79       7  885       1.9564     0.025212
842          1   15807896   15861407    160       7  928       2.2487     0.012266
23341        1   15843343   15908228    139       6  923        1.871     0.030676
79814        1   15888194   15921605    133       8  914       1.3735     0.084791
84301        1   15933953   16005539    136       5  919      -1.4551      0.92718
6248         1   15976364   15998217     39       3  930      -1.4285      0.92343
23207        1   16000632   16071264    154       9  903       -1.022       0.8466
284723       1   16052721   16077884     39       5  926      0.51997      0.30154
388595       1   16058987   16084292     46       7  901      0.63906      0.26139
54751        1   16073107   16123089     93      12  835       1.0582      0.14499
440567       1   16123657   16144194     84       6  919       1.3787        0.084
23013        1   16164359   16276951    156      15  914       1.6691     0.047551
7709         1   16258364   16312627     78      11  917       1.7637     0.038888
101928566    1   16292626   16333701    143      14  911       1.6873     0.045776
149563       1   16320731   16343184    114      12  921        1.997     0.022915
27129        1   16330523   16356084    111      10  930       2.0843     0.018567
1187         1   16338486   16370548    159      15  871        2.341    0.0096167
1188         1   16360231   16393821    162      16  752       1.6197      0.05265
348487       1   16374264   16410127    130      12  778       1.3016     0.096518
1969         1   16440832   16492582     65      10  800      0.91357      0.18047
128272       1   16514599   16549104    109       7  920      0.42544      0.33526
101927546    1   16541343   16563528     42       4  900     -0.53197      0.70263
79363        1   16548182   16573659     41       4  887     -0.61869      0.73194
54455        1   16563339   16688965    212       8  925     0.018723      0.49253
26099        1   16683525   16734643    102       9  902       1.1766      0.11969
374955       1   16712101   16773919    123      17  810       1.0079      0.15676
55707        1   16757167   16796585     71       8  845     -0.78726      0.78444
100133301    1   16855561   16876198      9       2  436     -0.13658      0.55432
9696         1   17238445   17309474    119      11  762     -0.69584      0.75674
4237         1   17290997   17318081     50       8  781     -0.21079      0.58348
23400        1   17302453   17348467     72       8  847     0.087048      0.46532
6390         1   17335217   17390665    133      10  901      0.41938      0.33747
11240        1   17383256   17455948    246      13  811     -0.97071      0.83415
29943        1   17521621   17582501    166      29  812      0.64669      0.25892
51702        1   17565593   17620728    213      26  903     -0.28517      0.61224
23569        1   17624690   17700495    335      21  870       1.5679     0.058456
353238       1   17688741   17738195    185      13  855      0.91147      0.18102
55920        1   17723251   17776250     99       7  884      0.51669      0.30269
55160        1   17836693   18034370    305      24  832       1.0717      0.14193
81569        1   18071808   18163558    158      14  815      0.45141      0.32585
84966        1   18424240   18714977    705      86  800       -1.132      0.87118
127707       1   18797424   18822540     93      11  926      0.16359      0.43503
5081         1   18947500   19085360    219      31  749      0.53029      0.29796
80834        1   19156093   19196155    144      19  774      -1.2972      0.90271
8659         1   19187924   19239293     44       5  485      0.13596      0.44593
126917       1   19220774   19292826    147      17  676       0.8753       0.1907
23352        1   19391000   19546812    211      13  908     -0.52178      0.69909
23065        1   19532158   19588053    122      12  860     0.090201      0.46406
51154        1   19568075   19596622     89      11  811    0.0019238      0.49923
22977        1   19599057   19625280     41       9  901       -1.447      0.92605
8574         1   19619202   19648640     68      13  683     -0.06083      0.52425
54896        1   19628740   19668925    110      13  777     -0.21419       0.5848
832          1   19655267   19822066    404      16  900      -1.3647      0.91383
440574       1   19913471   19966315    104      13  924      0.67361      0.25028
100532736    1   19913471   19994949    163      22  858      0.52124       0.3011
4681         1   19959723   19994949     75      14  773      0.38385      0.35054
3362         1   19981780   20016055     74       6  889     -0.39402      0.65322
255104       1   19998706   20136424    262      24  845      0.30039      0.38194
54546        1   20130522   20151771     37       8  825     -0.11774      0.54686
23252        1   20198356   20249438     94      13  895     -0.14301      0.55686
30814        1   20236800   20260110     52      10  880     -0.66716      0.74767
5320         1   20291924   20316932     69      12  873     -0.36385      0.64201
5322         1   20376157   20428394    144      18  926      -1.5933      0.94446
26279        1   20429143   20456059     37      12  652     -0.86067      0.80529
64600        1   20455823   20486879     35       9  727     -0.56057      0.71245
391013       1   20480484   20511687     56      10  810     -0.57077      0.71592
127733       1   20502578   20532540     21       2  821      -1.1531      0.87557
127731       1   20607412   20691662    257      20  884      0.42832      0.33421
55450        1   20798884   20822728     32       7  924       -0.375      0.64617
79594        1   20815941   20844674     48       7  925      0.15382      0.43888
163933       1   20868932   20891513     79      14  817      -0.6187      0.73194
978          1   20905444   20955401    236      23  895     -0.24821      0.59801
65018        1   20949948   20988004    122      12  897     -0.62205      0.73305
1650         1   20968260   20998037     84      10  882     -0.53486      0.70363
57576        1   20980475   21054317    159      32  739      -1.2218       0.8891
400745       1   21036225   21069133     63       9  787     -0.37661      0.64677
50809        1   21059170   21123808     60       3  903      0.12592       0.4499
8672         1   21122785   21513381    405       8  897    -0.071018      0.52831
1889         1   21533740   21682034    295      29  848      0.76869      0.22104
84224        1   21756583   21821393    131       9  826       0.7172      0.23663
249          1   21825475   21914905    297      27  870      0.16305      0.43524
5909         1   21912708   22006010    245      43  850    -0.038702      0.51544
84196        1   21994791   22119688    284      20  900     -0.26482      0.60443
401944       1   22128758   22161714     71      17  738      0.49317      0.31095
3339         1   22138737   22273750    241      23  830        1.472     0.070508
23436        1   22293418   22325847    134       7  717      0.67805      0.24887
10136        1   22318149   22349035     77       7  456      0.29425      0.38428
998          1   22369120   22429439    114      11  868       0.6164      0.26882
54361        1   22433798   22480474     91      12  890      0.87703      0.19023
9923         1   22768344   22867650    101       8  895     -0.94346      0.82728
2046         1   22880004   22940087    148      18  839      -1.0286      0.84816
712          1   22953118   22976175     67       7  847     -0.40925      0.65882
714          1   22959969   22984603     79       7  885     -0.61212      0.72977
713          1   22969682   22998130     75       8  886     -0.64171      0.73947
2048         1   23027263   23251823    358      37  850      0.07225       0.4712
646262       1   23269536   23309524     83      10  833      0.40661      0.34215
729059       1   23327327   23352343     30       4  849      0.94664      0.17191
23028        1   23335937   23420184     88       6  871      0.72301      0.23484
7798         1   23400516   23514301    184      14  905       1.3647     0.086174
3352         1   23508388   23531222     73       5  914       1.1418      0.12677
10236        1   23625953   23681143     36       4  885       1.0251      0.15266
80818        1   23675941   23706357     54       6  922      0.99224      0.16054
6920         1   23697555   23761269    105      15  830       1.1219      0.13095
55616        1   23745056   23820750    149      11  695        1.508     0.065783
1870         1   23822920   23867712     65      10  832       1.0862       0.1387
3399         1   23874421   23896285     28       6  716      -1.3649      0.91386
6135         1   24008269   24032915     23       4  594     -0.51854      0.69796
6924         1   24059856   24098549     22       5  826     -0.97747      0.83583
57095        1   24094876   24124722      9       2  931      -1.0412      0.85112
11313        1   24107275   24132029      8       2  863      -1.0397      0.85075
2582         1   24112089   24137294     15       3  894     -0.87079      0.80807
3155         1   24118367   24175110     52       3  902      -1.0765      0.85916
2517         1   24161567   24204859    115       4  557     -0.57067      0.71589
1269         1   24187005   24295549     89       4  390     -0.51972      0.69837
127294       1   24372531   24448665    199      19  887      -1.5327      0.93732
58985        1   24436261   24479783    100      15  858     -0.46887      0.68042
163702       1   24470647   24523765    135      18  836      0.37193      0.35497
57822        1   24635812   24700972    104      18  679      0.16098      0.43606
90529        1   24673489   24751587    164      13  867     -0.92407      0.82228
57185        1   24732245   24809473    176      14  878     -0.91112      0.81889
11123        1   24818841   24873510     84       7  899      0.43766      0.33082
400746       1   24872567   24945819    248      30  868     -0.82301      0.79475
10250        1   24959594   25009772     13       3  548    -0.062494      0.52492
25932        1   25061760   25180815     78       3  902      -1.3568      0.91258
864          1   25216002   25301648    156      19  809      0.41436      0.33931
25949        1   25538767   25569013      2       1  929    -0.021919      0.50874
57035        1   25558740   25584010      5       2  467     -0.89197      0.81379
6007         1   25588884   25666936      2       1  647      0.47983      0.31568
23585        1   25654789   25698852     15       1  890       -1.241       0.8927
6006         1   25677853   25757363     75       2  875      -1.3484      0.91124
55219        1   25747388   25836700    103       2  670     -0.33229      0.63017
26119        1   25860071   25905377     37       3  805     -0.56245       0.7131
57134        1   25933959   26121258    195      18  873      0.23577      0.40681
57190        1   26116667   26154713     76       5  855     -0.74426      0.77164
56181        1   26136397   26169433     62       2  923      -1.2344      0.89148
79000        1   26148414   26195939     84       2  919      -1.0851      0.86107
164091       1   26177975   26212461     39       3  874      0.24099      0.40478
3925         1   26200670   26243368     45       3  848      0.87329      0.19125
5051         1   26276258   26336366    108       5  915       1.6119     0.053491
2134         1   26338266   26372955     48       5  894       1.6549     0.048973
7780         1   26354513   26383439     49       4  905       2.1223     0.016907
84676        1   26367792   26404142     77       5  907       2.1738     0.014859
149420       1   26427656   26462039     78       2  891       1.5447     0.061206
79927        1   26475511   26499119     54       8  840       1.4557     0.072743
51042        1   26486388   26507364     55       6  902       1.8687     0.030831
10256        1   26493981   26526375     90      10  897       1.5706     0.058135
378807       1   26507119   26539033     80      13  902       1.1449      0.12613
64793        1   26550644   26615529    186      13  872      0.46211        0.322
83442        1   26596213   26618013     71       8  857      0.53601      0.29598
91544        1   26598773   26654756    167      11  891      0.41424      0.33935
1043         1   26634411   26657014     73       9  911      0.62584      0.26571
55057        1   26638350   26690621    163      19  910        1.482     0.069173
257101       1   26678125   26711023    113      14  904       1.4011     0.080597
79727        1   26727269   26766219     63       9  893       1.2705      0.10195
79947        1   26748773   26807797     66       9  915       1.6384     0.050671
3151         1   26788902   26813133     33       6  891       1.0487      0.14716
6195         1   26846249   26911520    101      11  849      0.55848      0.28826
101928728    1   27008623   27032896     23       4  901      0.30651      0.37961
8289         1   27012522   27118601    116       5  899      0.36339      0.35815
55650        1   27103739   27134894     18       3  899      0.25482      0.39943
84243        1   27143201   27194092     55       6  901     -0.38763      0.65086
2810         1   27179633   27200947     29       4  895     -0.20992      0.58314
54707        1   27195872   27226869     39       5  913      -0.3178      0.62468
63906        1   27206979   27236962     36       6  868      0.20044      0.42057
8431         1   27227975   27250567     37       5  872      0.50603      0.30642
10726        1   27238187   27283362     44       5  907      0.74478       0.2282
126695       1   27266047   27296901     26       3  869       1.0555       0.1456
388610       1   27310189   27337377     24       3  584       1.1706      0.12087
115572       1   27321511   27349333     13       2  674       1.4942     0.067557
6548         1   27415300   27491621     55       3  897      0.10733      0.45726
23038        1   27551007   27645124     54       6  918    -0.032045      0.51278
84065        1   27638636   27672891     23       4  922     -0.83643      0.79854
84958        1   27658483   27690423     28       5  798    -0.019365      0.50773
9064         1   27671670   27703558     18       4  726      0.49151      0.31153
8547         1   27685601   27711315     15       4  834       0.6417      0.26053
388611       1   27695596   27719823     17       1  924    -0.081406      0.53244
2827         1   27709148   27732318     19       2  897     -0.22327      0.58834
10163        1   27720734   27826678    102       3  909     -0.36813      0.64361
27245        1   27850756   27940463     22       2  893      0.52557      0.29959
2268         1   27928800   27971727      7       2  707       2.7724    0.0027822
2537         1   27982572   28008724      4       2  597     -0.27404      0.60797
199870       1   28042490   28099426      3       2  617       2.3472    0.0094574
23673        1   28089694   28160963      3       2  564       1.9784     0.023943
5511         1   28147252   28188183      5       2  493      0.66942      0.25161
9473         1   28189055   28223196     62       6  695     -0.10138      0.54037
6118         1   28208035   28251255    106       6  903    -0.046464      0.51853
27293        1   28251456   28295663    113       9  894      -1.1209      0.86884
55113        1   28276504   28304604     28       7  807     -0.51724       0.6975
2140         1   28286855   28425173    132       8  866    -0.062268      0.52483
5724         1   28463677   28530447     54       7  849      0.27527      0.39155
22826        1   28516789   28569542    121       7  897      0.16179      0.43574
93974        1   28552602   28574616     64       3  917      0.24431      0.40349
83667        1   28575963   28619002     58       5  880     -0.22145      0.58763
54797        1   28645513   28672478     27       4  886      0.69228      0.24438
65979        1   28686093   28836881    273       4  903       1.0716      0.14195
1104         1   28822455   28875708     46       3  866       1.3239     0.092774
54952        1   28869529   28915057     39       3  843       1.3411     0.089937
115273       1   28908712   28931098     12       3  692      0.78218      0.21706
6883         1   28919608   28985416     46       4  754      0.74422      0.22837
10691        1   28985234   29052115     72       5  878     -0.50217      0.69223
51441        1   29053133   29106287     62       5  912     -0.55667      0.71112
4985         1   29128654   29200208    182      22  826      -1.2563       0.8955
2035         1   29203603   29456558    375      18  919      0.45321       0.3252
399474       1   29435937   29460421     47       6  902      0.63293      0.26339
6429         1   29464250   29518637     79      10  926      0.24708      0.40242
51102        1   29509385   29567460    106      10  928      0.10566      0.45792
10076        1   29553028   29663325    202      25  843      0.39792      0.34534
4146         1   31174124   31206432    112       9  900       1.2647      0.10299
7805         1   31195315   31240683     67      14  780       1.0813      0.13978
9672         1   31332313   31391480     96      25  772     -0.97343      0.83483
9698         1   31394353   31548838    240      15  901      -1.5943      0.94457
79570        1   31642592   31722734    201      10  891       1.2718      0.10172
9410         1   31722415   31779644    119       5  928       1.8795     0.030091
51538        1   31759832   31848569    158       6  932       2.0153     0.021934
2170         1   31828100   31855923     42       4  934       1.4768     0.069869
347735       1   31872412   31917527    121       8  893       1.0737      0.14149
64129        1   32032086   32063290     24       7  679     -0.38928      0.65146
3061         1   32073290   32103214     51       4  887      -1.8679      0.96911
553115       1   32085463   32120838     50       4  909       -1.984      0.97637
1307         1   32107848   32179768     91      12  847     -0.42224      0.66357
576          1   32182718   32240494     20       4  670     -0.12607      0.55016
90853        1   32246023   32291630     60       9  836       1.3172     0.093889
8073         1   32362022   32413988     38       4  879      0.56691      0.28539
10657        1   32469295   32536460     11       5  748       1.2305      0.10926
55116        1   32528503   32578467     38       2  929      0.37861      0.35249
23633        1   32563644   32652169     63       2  907      0.27851      0.39031
200081       1   32635293   32673886     27       2  911       0.2948      0.38407
79140        1   32656202   32680991     18       2  930      0.46777      0.31998
55721        1   32661236   32684288     15       2  929      0.55602       0.2891
149069       1   32664695   32691797     23       2  929      0.46837      0.31976
56063        1   32670040   32697954     27       2  929      0.53222      0.29729
8668         1   32677971   32707205     28       1  931       0.3914      0.34775
84734        1   32702818   32724461     12       2  931      0.66549      0.25287
3932         1   32706840   32761766     11       4  595       1.4012     0.080584
3065         1   32747708   32809227      4       2  385       0.7491       0.2269
81629        1   32808365   32840098      2       1  467     -0.72895      0.76698
100128071    1   32816871   32837844      2       1  467     -0.72895      0.76698
55108        1   32820704   32870062      3       2  623     -0.14491      0.55761
728116       1   32920658   32963460     21       1  865     -0.56696      0.71463
653121       1   32994772   33081542    130       4  906       0.5112       0.3046
339487       1   33076421   33126565      6       2  836     -0.56374      0.71353
5928         1   33106749   33161812     10       2  893     -0.68599      0.75364
81493        1   33135507   33178361     12       3  852     -0.57911      0.71874
57648        1   33197492   33250571     47       9  833      -1.3113      0.90512
8565         1   33230840   33293633     81       6  925     -0.79128      0.78561
64766        1   33272368   33334480     64       7  904     -0.39665      0.65419
252995       1   33317869   33348093     32       6  854     -0.56631      0.71441
3208         1   33341688   33370247     14       3  845     -0.20857      0.58261
113452       1   33350196   33377041     10       1  923     -0.30472      0.61971
127544       1   33392050   33440467     62       5  931      -1.0286      0.84817
204          1   33463541   33512512     41       2  896       1.1737      0.12026
113451       1   33536711   33596132     43       2  920       1.3849     0.083038
55223        1   33601000   33657671     81       2  907      0.11609      0.45379
149076       1   33711908   33776321     69       6  877     0.015279       0.4939
127550       1   33762367   33796699     67       8  924       1.0151      0.15502
1912         1   33779224   33851194    151      13  901      0.99909      0.15888
7579         1   33928232   33972105     73       6  915     -0.31567      0.62387
114784       1   33969609   34641443   1293     103  859        0.343       0.3658
127540       1   34316076   34340392     29       5  900      0.51322       0.3039
84970        1   34622624   34694732    150      19  847       3.3856   0.00035505
2701         1   35248559   35271351      7       2  387     -0.94334      0.82725
113444       1   35305963   35335417     40      11  842     -0.50035      0.69159
58512        1   35321037   35401083     71      16  798    -0.018267      0.50729
9204         1   35441766   35507569      3       2  747      -1.0871       0.8615
79830        1   35515387   35591460     30       2  918      -1.1155      0.86767
6421         1   35631981   35668766      9       2  445      0.95089      0.17083
9202         1   35724444   35897545     14       2  865      0.57233      0.28355
79932        1   35889091   36033037     22       3  858     -0.12962      0.55157
23154        1   36013311   36042380      5       1  926     -0.87008      0.80787
339488       1   36028971   36070929      6       1  924     -0.61831      0.73182
5690         1   36030259   36117445      9       1  927     -0.48235      0.68522
127703       1   36169477   36194790     23       3  932     -0.99272      0.83958
63967        1   36175819   36245568     63       4  926      -1.1787      0.88074
192670       1   36263231   36333491     47       5  917      -1.2454      0.89351
26523        1   36325412   36405211     41       3  905      -1.1793      0.88085
192669       1   36386364   36532360     68       3  916      -1.1923      0.88344
27285        1   36539676   36563877     15       2  894     -0.56538      0.71409
54936        1   36544453   36569533     22       4  831     -0.54865      0.70838
1296         1   36550840   36601305     60       7  892   0.00034031      0.49986
27095        1   36592170   36631654     38       3  884      0.70786      0.23952
55700        1   36611751   36656450     35       3  876       1.0023       0.1581
9967         1   36680017   36780958     76       2  902     -0.84633      0.80131
79729        1   36761889   36803544     38       3  899      -1.2454       0.8935
55194        1   36777631   36800567     21       4  877      -1.6506      0.95059
83931        1   36795225   36861525     77       9  865     -0.30648      0.62038
84967        1   36849031   36873493     76       5  918       1.1242      0.13047
127700       1   36873507   36926086    200       9  928       1.4882     0.068353
64960        1   36911362   36940040     81       6  918       1.4583     0.072382
1441         1   36921644   36958915     70      10  834       0.7653      0.22205
2899         1   37251128   37509844    331      26  873     -0.54211      0.70613
80149        1   37930119   37959978     48      10  903       3.5744   0.00017549
64769        1   37945561   37990420    106      14  865       3.7142   0.00010194
79753        1   37990050   38029945     65       9  841       2.5352    0.0056193
7802         1   38012520   38042458     57       8  822        2.608    0.0045533
29889        1   38022413   38071586     87      10  853       2.7536     0.002947
284654       1   38066821   38110595     82      13  710       2.2348     0.012716
54955        1   38137242   38168007     68       8  800       1.1844      0.11813
55143        1   38148073   38185391     96       8  872       1.1039      0.13482
284656       1   38171646   38240824    210      21  883      -0.5764      0.71783
149175       1   38249721   38277278     37       6  779      -1.6616       0.9517
79693        1   38258614   38283865     22       4  635       -1.254      0.89507
127687       1   38263473   38285126     22       4  659      -1.4184      0.92196
