GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT            P
8764         1    2477291    2505268     42       2  882    -0.022764      0.50908
127281       1    2507899    2532908     62       4  913      0.26569      0.39524
79258        1    2512078    2574499    143       4  904      0.41516      0.33901
100287898    1    2562807    2716230    117       9  856      0.30657      0.37959
140625       1    2928046    2949467     40       2  895      0.86374      0.19387
63976        1    2975565    3365185    830      95  758    -0.088942      0.53544
27237        1    3361147    3407677     80       6  926      0.70895      0.23918
1953         1    3394506    3538059    283      38  676     -0.12424      0.54944
127262       1    3531556    3556695     39       5  580     0.066116      0.47364
49856        1    3537331    3576671     35       4  633    0.0094913      0.49621
7161         1    3559129    3662765    134      22  702     -0.17928      0.57114
148870       1    3658965    3698209    113      15  812     -0.31617      0.62406
388588       1    3679352    3702546     82       8  771      -1.1414      0.87315
57470        1    3686784    3723068    125      13  796       -1.287      0.90096
9731         1    3718645    3783797    274      10  857     -0.30187      0.61863
1677         1    3763845    3811993    217      22  825      -1.0597      0.85535
339448       1    3795697    3826857     95       9  865     -0.27598      0.60872
55966        1    4705105    4853851    461      65  802      0.35283      0.36211
261734       1    5912870    6062618    334      12  896     -0.13297      0.55289
8514         1    6042358    6171253    194      30  775     -0.10552      0.54202
26038        1    6151847    6250194    236      27  800      0.64004      0.26107
6146         1    6235080    6269679     34       6  591     -0.35251      0.63777
388591       1    6256189    6291359     25       4  637      0.85474      0.19635
23463        1    6271253    6306044     24       4  656      0.97741      0.16418
390992       1    6294252    6315638     25       3  554      -0.2133      0.58445
387509       1    6297406    6331035     44       2  684     -0.66737      0.74773
11332        1    6314332    6463826    297      15  826     -0.94082       0.8266
54626        1    6465292    6494724     74       6  892      0.10577      0.45788
83715        1    6474836    6531004    113       9  739      0.59999      0.27426
8718         1    6510787    6537432     35       5  566       1.1042      0.13476
57449        1    6516152    6590121    135      16  717       1.4653     0.071417
79707        1    6571407    6624658    148       3  908       1.2123      0.11269
80835        1    6604987    6649817     72       4  830       1.0905      0.13774
3104         1    6630051    6659340     30       7  728      0.74807      0.22721
9903         1    6640784    6672958     27       4  850      0.63911      0.26138
148479       1    6663756    6694093     38       5  916      0.93272      0.17548
90326        1    6674925    6705646     50       6  908       1.2364      0.10815
55735        1    6684228    6771966    141      10  903       1.0469      0.14757
23261        1    6835384    7839766   1994     152  864     -0.84797      0.80177
9341         1    7821329    7851492     73      13  924     -0.55723      0.71131
8863         1    7834413    7915241    223      22  909     -0.69288      0.75581
10911        1    7897672    7923551     79      14  849      -1.2193      0.88863
3604         1    7965931    8013225     35       5  824     -0.39902      0.65506
11315        1    8011714    8055342     61       6  874      -0.6992      0.75779
54206        1    8061779    8096393     40       4  931     -0.96644      0.83309
50651        1    8368171    8414227     99      12  759      0.85761      0.19555
473          1    8402464    8887699    527      15  901      0.37665      0.35322
2023         1    8911059    8949151     52       5  906       1.5777     0.057323
765          1    8995893    9045151    107      21  737      0.29609      0.38358
155184       1    9053359    9096404    105      19  772     -0.91165      0.81902
6518         1    9087005    9141763    129      13  809      0.12244      0.45128
80045        1    9153472    9199229     85       8  885       1.6166     0.052977
9563         1    9284822    9341396    159      19  644     0.086708      0.46545
80176        1    9325202    9439591    354      48  593    -0.098375      0.53918
84275        1    9589528    9652831     57       3  868      0.68551      0.24651
199953       1    9638932    9684935     40       3  841     -0.27951      0.61007
5293         1    9701789    9799172    106      16  572      0.55188      0.29052
22883        1    9779079    9894550     97       6  808      0.30487      0.38023
56998        1    9898334    9980316     49       4  766      0.90744      0.18209
84328        1    9972168   10013460     59       6  783     -0.60718      0.72813
64802        1    9993486   10055556     70       7  786     -0.94777      0.82838
116362       1   10047255   10086078     27       3  871     -0.75365      0.77447
10277        1   10083041   10251297     80      10  848      -1.4485      0.92626
23095        1   10260606   10451664    280       5  911      -0.4031      0.65656
5226         1   10448884   10490565     73       7  886     -0.24006      0.59486
378708       1   10479944   10520239     77       6  899      0.47295      0.31812
100526739    1   10480159   10522060     77       6  899      0.47295      0.31812
1325         1   10499776   10522060     27       3  928      0.63032      0.26424
1676         1   10510588   10542613     41       7  874      0.96728       0.1667
5195         1   10525003   10700815    298      16  868       0.6984      0.24246
54897        1   10686661   10866733    173      32  658      0.37955      0.35214
148345       1   10996530   11052094    130      12  799       1.6981     0.044741
23435        1   11062462   11095549     53       3  904      0.46261      0.32182
10747        1   11076580   11117296     41       2  767      0.65255      0.25702
6723         1   11104649   11130091     37       2  825      0.47616      0.31698
5394         1   11116675   11169961     48       1  897      0.44801      0.32707
2475         1   11156588   11332614    126       2  910     -0.19456      0.57713
10218        1   11239346   11266038      9       1  926    -0.076627      0.53054
29914        1   11323255   11358491     10       2  773     -0.32623      0.62787
57540        1   11529295   11607640    162      12  913       1.0031      0.15791
26232        1   11697924   11724888     36      10  671      0.11174      0.45552
93611        1   11704432   11733384     44       9  522     0.012546      0.49499
26270        1   11714150   11744411     59      10  530     0.045698      0.48178
10459        1   11724537   11761678     65      13  507      0.24402      0.40361
374946       1   11741781   11790336     69      12  569     -0.16043      0.56373
57085        1   11786142   11820828     45       6  663       1.4067     0.079765
284498       1   11813827   11859642    165      11  898     0.019055       0.4924
4524         1   11835787   11876160    178      10  892       0.1718       0.4318
1185         1   11856153   11913201    231      16  819     -0.22814      0.59023
4878         1   11895766   11917840     76       9  824     -0.92629      0.82285
4879         1   11907521   11928992     49       7  863      -1.1101      0.86653
90231        1   11969645   11996485     70       9  857     -0.91839      0.82079
5351         1   11984724   12045599    129      12  853     -0.58686      0.72135
9927         1   12030238   12083572    129      13  837      -0.1959      0.57766
60672        1   12069299   12102106     61      11  843     0.074162      0.47044
943          1   12113434   12214264    156      27  716       1.0991      0.13587
7133         1   12217044   12279279     80      10  739      0.50754      0.30589
55187        1   12280101   12582099    110      12  657      0.20515      0.41873
9249         1   12617939   12687820    179      25  764    -0.066597      0.52655
343066       1   12694566   12737097     33       3  766      0.36344      0.35814
126767       1   12766118   12798726     75       7  843     -0.75711      0.77551
93190        1   12796163   12831102     80       5  846     -0.42866      0.66591
390999       1   12824984   12848049     26       3  799       0.2129       0.4157
65121        1   12841546   12866777     44       4  522     0.083128      0.46687
440560       1   12874468   12901264      1       1  934      0.34472      0.36515
343069       1   12897261   12918578      2       1  931     -0.64801      0.74151
65122        1   12906941   12931764      2       1  931     -0.64801      0.74151
440563       1   13172960   13194326     19       1  415     -0.19734      0.57822
126755       1   13791445   13850242    163      28  741     -0.66613      0.74733
10630        1   13900252   13954452    131      23  796     -0.94338      0.82726
7799         1   14016714   14161574    182      18  857       0.2086      0.41738
23254        1   14209646   15454544   3295     244  805       1.5831     0.056699
55092        1   15469028   15556974    421      27  861     -0.36202      0.64133
727684       1   15480692   15508120     98      12  879      0.69186      0.24451
114827       1   15563730   15734767    354      36  828      0.12721      0.44939
79180        1   15726391   15766839     55      11  766     -0.20278      0.58035
11330        1   15754938   15783153     36       5  618     -0.10322       0.5411
63036        1   15773223   15808586     75      11  756      0.55657      0.28891
51032        1   15792596   15827895     79       7  885      0.42902      0.33395
842          1   15807896   15861407    160       7  928      0.68974      0.24518
23341        1   15843343   15908228    139       6  923      0.42897      0.33397
79814        1   15888194   15921605    133       8  914      0.19781       0.4216
84301        1   15933953   16005539    136       5  919       -0.941      0.82665
6248         1   15976364   15998217     39       3  930      -0.9107      0.81877
23207        1   16000632   16071264    154       9  903      -1.1524      0.87543
284723       1   16052721   16077884     39       5  926      0.49422      0.31058
388595       1   16058987   16084292     46       7  901      0.57574       0.2824
54751        1   16073107   16123089     93      12  835      0.33942      0.36715
440567       1   16123657   16144194     84       6  919     -0.21653      0.58571
23013        1   16164359   16276951    156      15  914      0.39182      0.34759
7709         1   16258364   16312627     78      11  917      0.29856      0.38264
101928566    1   16292626   16333701    143      14  911      0.99686      0.15942
149563       1   16320731   16343184    114      12  921      0.79023       0.2147
27129        1   16330523   16356084    111      10  930      0.61251       0.2701
1187         1   16338486   16370548    159      15  871       1.0851      0.13894
1188         1   16360231   16393821    162      16  752      0.48187      0.31495
348487       1   16374264   16410127    130      12  778      0.21304      0.41565
1969         1   16440832   16492582     65      10  800       1.1178      0.13182
128272       1   16514599   16549104    109       7  920      -1.3627      0.91351
101927546    1   16541343   16563528     42       4  900      0.73269      0.23187
79363        1   16548182   16573659     41       4  887      0.70042      0.24183
54455        1   16563339   16688965    212       8  925       0.3072      0.37934
26099        1   16683525   16734643    102       9  902     -0.10042         0.54
374955       1   16712101   16773919    123      17  810     -0.63528      0.73738
55707        1   16757167   16796585     71       8  845     -0.93973      0.82632
100133301    1   16855561   16876198      9       2  436     -0.48499      0.68616
9696         1   17238445   17309474    119      11  762       -1.277      0.89919
4237         1   17290997   17318081     50       8  781      -0.6929      0.75581
23400        1   17302453   17348467     72       8  847     -0.36516       0.6425
6390         1   17335217   17390665    133      10  901      -0.0326        0.513
11240        1   17383256   17455948    246      13  811      -1.2364      0.89185
29943        1   17521621   17582501    166      29  812      -1.0416       0.8512
51702        1   17565593   17620728    213      26  903     -0.70133      0.75845
23569        1   17624690   17700495    335      21  870      0.82042      0.20599
353238       1   17688741   17738195    185      13  855     -0.16418      0.56521
55920        1   17723251   17776250     99       7  884      0.26077      0.39714
55160        1   17836693   18034370    305      24  832       1.0128      0.15557
81569        1   18071808   18163558    158      14  815       -0.358      0.63983
84966        1   18424240   18714977    705      86  800     -0.11987      0.54771
127707       1   18797424   18822540     93      11  926      0.30009      0.38205
5081         1   18947500   19085360    219      31  749     -0.54337      0.70656
80834        1   19156093   19196155    144      19  774        -1.21      0.88687
8659         1   19187924   19239293     44       5  485      0.53331      0.29691
126917       1   19220774   19292826    147      17  676     -0.36011      0.64062
23352        1   19391000   19546812    211      13  908    -0.076783       0.5306
23065        1   19532158   19588053    122      12  860       0.5278      0.29882
51154        1   19568075   19596622     89      11  811      0.35069      0.36291
22977        1   19599057   19625280     41       9  901      -1.1025      0.86488
8574         1   19619202   19648640     68      13  683      0.54885      0.29155
54896        1   19628740   19668925    110      13  777     -0.25288      0.59982
832          1   19655267   19822066    404      16  900     -0.60697      0.72806
440574       1   19913471   19966315    104      13  924    -0.060728      0.52421
100532736    1   19913471   19994949    163      22  858     -0.23846      0.59424
4681         1   19959723   19994949     75      14  773     -0.25153       0.5993
3362         1   19981780   20016055     74       6  889     -0.85116      0.80266
255104       1   19998706   20136424    262      24  845       -0.286      0.61256
54546        1   20130522   20151771     37       8  825     -0.47844      0.68383
23252        1   20198356   20249438     94      13  895      -1.0204      0.84622
30814        1   20236800   20260110     52      10  880     -0.13022       0.5518
5320         1   20291924   20316932     69      12  873      -0.3942      0.65328
5322         1   20376157   20428394    144      18  926      -1.3864      0.91719
26279        1   20429143   20456059     37      12  652      -1.2554      0.89534
64600        1   20455823   20486879     35       9  727     -0.16282      0.56467
391013       1   20480484   20511687     56      10  810     -0.13535      0.55383
127733       1   20502578   20532540     21       2  821      -1.3249       0.9074
127731       1   20607412   20691662    257      20  884     -0.12414       0.5494
55450        1   20798884   20822728     32       7  924     -0.64695      0.74117
79594        1   20815941   20844674     48       7  925     -0.64206      0.73958
163933       1   20868932   20891513     79      14  817      -1.0922      0.86263
978          1   20905444   20955401    236      23  895       1.1454      0.12601
65018        1   20949948   20988004    122      12  897       0.9396      0.17371
1650         1   20968260   20998037     84      10  882      0.82002       0.2061
57576        1   20980475   21054317    159      32  739      0.46162      0.32218
400745       1   21036225   21069133     63       9  787     -0.42266      0.66373
50809        1   21059170   21123808     60       3  903     -0.29554      0.61621
8672         1   21122785   21513381    405       8  897     -0.26156      0.60317
1889         1   21533740   21682034    295      29  848      0.44841      0.32693
84224        1   21756583   21821393    131       9  826     -0.72123      0.76462
249          1   21825475   21914905    297      27  870      -0.1216      0.54839
5909         1   21912708   22006010    245      43  850   -0.0088951      0.50355
84196        1   21994791   22119688    284      20  900      0.48346      0.31438
401944       1   22128758   22161714     71      17  738       1.3745     0.084645
3339         1   22138737   22273750    241      23  830       1.1438      0.12636
23436        1   22293418   22325847    134       7  717      -1.3131      0.90543
10136        1   22318149   22349035     77       7  456     -0.82181      0.79441
998          1   22369120   22429439    114      11  868       1.3004      0.09673
54361        1   22433798   22480474     91      12  890       1.6761     0.046857
9923         1   22768344   22867650    101       8  895     -0.82679      0.79582
2046         1   22880004   22940087    148      18  839     -0.99016      0.83895
712          1   22953118   22976175     67       7  847     -0.47183      0.68148
714          1   22959969   22984603     79       7  885     -0.35895      0.64018
713          1   22969682   22998130     75       8  886     -0.39267      0.65272
2048         1   23027263   23251823    358      37  850     -0.42133      0.66324
646262       1   23269536   23309524     83      10  833     -0.71699      0.76331
729059       1   23327327   23352343     30       4  849      -0.4386      0.66952
23028        1   23335937   23420184     88       6  871     -0.54034      0.70552
7798         1   23400516   23514301    184      14  905      -0.4281      0.66571
3352         1   23508388   23531222     73       5  914      0.27604      0.39126
10236        1   23625953   23681143     36       4  885     -0.30181       0.6186
80818        1   23675941   23706357     54       6  922     -0.74762      0.77266
6920         1   23697555   23761269    105      15  830     -0.83682      0.79865
55616        1   23745056   23820750    149      11  695     -0.19363      0.57677
1870         1   23822920   23867712     65      10  832     0.078663      0.46865
3399         1   23874421   23896285     28       6  716     -0.85281      0.80312
6135         1   24008269   24032915     23       4  594       1.1109       0.1333
6924         1   24059856   24098549     22       5  826    -0.074103      0.52954
57095        1   24094876   24124722      9       2  931      -1.3491      0.91135
11313        1   24107275   24132029      8       2  863      -1.9779      0.97603
2582         1   24112089   24137294     15       3  894       -1.908       0.9718
3155         1   24118367   24175110     52       3  902       -1.466      0.92867
2517         1   24161567   24204859    115       4  557      -1.1206      0.86876
1269         1   24187005   24295549     89       4  390      -1.0276      0.84793
127294       1   24372531   24448665    199      19  887     -0.64489       0.7405
58985        1   24436261   24479783    100      15  858      0.14004      0.44432
163702       1   24470647   24523765    135      18  836     -0.57239      0.71647
57822        1   24635812   24700972    104      18  679      0.23207      0.40824
90529        1   24673489   24751587    164      13  867      0.17185      0.43178
57185        1   24732245   24809473    176      14  878      0.33664       0.3682
11123        1   24818841   24873510     84       7  899      0.43305      0.33249
400746       1   24872567   24945819    248      30  868     -0.37421      0.64587
10250        1   24959594   25009772     13       3  548     -0.22486      0.58895
25932        1   25061760   25180815     78       3  902      0.52707      0.29907
864          1   25216002   25301648    156      19  809     -0.91458      0.81979
25949        1   25538767   25569013      2       1  929      0.10631      0.45767
57035        1   25558740   25584010      5       2  467     -0.31561      0.62385
6007         1   25588884   25666936      2       1  647     -0.43416      0.66792
23585        1   25654789   25698852     15       1  890      -1.1779      0.88059
6006         1   25677853   25757363     75       2  875       -1.312      0.90524
55219        1   25747388   25836700    103       2  670     -0.63108      0.73601
26119        1   25860071   25905377     37       3  805      -1.0702      0.85773
57134        1   25933959   26121258    195      18  873      -1.1997      0.88486
57190        1   26116667   26154713     76       5  855     -0.86985      0.80781
56181        1   26136397   26169433     62       2  923     -0.78506      0.78379
79000        1   26148414   26195939     84       2  919     -0.64981      0.74209
164091       1   26177975   26212461     39       3  874     -0.32093      0.62587
3925         1   26200670   26243368     45       3  848     0.054739      0.47817
5051         1   26276258   26336366    108       5  915      0.76639      0.22172
2134         1   26338266   26372955     48       5  894       1.9767     0.024038
7780         1   26354513   26383439     49       4  905       2.1925     0.014171
84676        1   26367792   26404142     77       5  907       3.3649   0.00038288
149420       1   26427656   26462039     78       2  891       3.1433   0.00083529
79927        1   26475511   26499119     54       8  840        2.489    0.0064053
51042        1   26486388   26507364     55       6  902       2.7436    0.0030388
10256        1   26493981   26526375     90      10  897       2.7742    0.0027669
378807       1   26507119   26539033     80      13  902       2.7221    0.0032435
64793        1   26550644   26615529    186      13  872       1.9162     0.027668
83442        1   26596213   26618013     71       8  857       2.0776     0.018871
91544        1   26598773   26654756    167      11  891        2.053     0.020036
1043         1   26634411   26657014     73       9  911       2.2312     0.012834
55057        1   26638350   26690621    163      19  910       2.3876    0.0084786
257101       1   26678125   26711023    113      14  904       2.0492     0.020222
79727        1   26727269   26766219     63       9  893       1.0062      0.15716
79947        1   26748773   26807797     66       9  915       0.6894      0.24528
3151         1   26788902   26813133     33       6  891      0.32945      0.37091
6195         1   26846249   26911520    101      11  849      0.95873      0.16885
101928728    1   27008623   27032896     23       4  901       0.6104       0.2708
8289         1   27012522   27118601    116       5  899      0.54924      0.29142
55650        1   27103739   27134894     18       3  899      0.61742      0.26848
84243        1   27143201   27194092     55       6  901     -0.24966      0.59857
2810         1   27179633   27200947     29       4  895     -0.43891      0.66964
54707        1   27195872   27226869     39       5  913     -0.19116       0.5758
63906        1   27206979   27236962     36       6  868    -0.027816       0.5111
8431         1   27227975   27250567     37       5  872      0.25339      0.39998
10726        1   27238187   27283362     44       5  907      0.56727      0.28527
126695       1   27266047   27296901     26       3  869       1.0401      0.14916
388610       1   27310189   27337377     24       3  584    -0.023756      0.50948
115572       1   27321511   27349333     13       2  674       1.1004      0.13558
6548         1   27415300   27491621     55       3  897     -0.29978      0.61783
23038        1   27551007   27645124     54       6  918       2.3816     0.008619
84065        1   27638636   27672891     23       4  922       1.5601     0.059371
84958        1   27658483   27690423     28       5  798      0.77151       0.2202
9064         1   27671670   27703558     18       4  726       1.0751      0.14117
8547         1   27685601   27711315     15       4  834        1.256      0.10455
388611       1   27695596   27719823     17       1  924      0.40279      0.34355
2827         1   27709148   27732318     19       2  897      0.33507      0.36879
10163        1   27720734   27826678    102       3  909      0.50322       0.3074
27245        1   27850756   27940463     22       2  893      0.50915      0.30532
2268         1   27928800   27971727      7       2  707       1.8159     0.034691
2537         1   27982572   28008724      4       2  597      0.24458      0.40339
199870       1   28042490   28099426      3       2  617       1.3369     0.090632
23673        1   28089694   28160963      3       2  564      0.16259      0.43542
5511         1   28147252   28188183      5       2  493      0.70242      0.24121
9473         1   28189055   28223196     62       6  695      0.41251      0.33998
6118         1   28208035   28251255    106       6  903    -0.070511      0.52811
27293        1   28251456   28295663    113       9  894      -1.7757      0.96211
55113        1   28276504   28304604     28       7  807     -0.41857      0.66224
2140         1   28286855   28425173    132       8  866     -0.27624      0.60882
5724         1   28463677   28530447     54       7  849      0.66304      0.25365
22826        1   28516789   28569542    121       7  897     0.075559      0.46989
93974        1   28552602   28574616     64       3  917      0.13658      0.44568
83667        1   28575963   28619002     58       5  880     -0.31246      0.62265
54797        1   28645513   28672478     27       4  886     -0.75814      0.77582
65979        1   28686093   28836881    273       4  903     -0.68745       0.7541
1104         1   28822455   28875708     46       3  866     -0.14625      0.55814
54952        1   28869529   28915057     39       3  843      0.24444      0.40344
115273       1   28908712   28931098     12       3  692      0.22765      0.40996
6883         1   28919608   28985416     46       4  754     -0.55656      0.71108
10691        1   28985234   29052115     72       5  878      -1.7529      0.96019
51441        1   29053133   29106287     62       5  912     -0.72015      0.76428
4985         1   29128654   29200208    182      22  826     -0.24421      0.59646
2035         1   29203603   29456558    375      18  919      0.90764      0.18203
399474       1   29435937   29460421     47       6  902       0.8888      0.18706
6429         1   29464250   29518637     79      10  926      0.46392      0.32135
51102        1   29509385   29567460    106      10  928      0.20117      0.42028
10076        1   29553028   29663325    202      25  843      0.23292      0.40791
4146         1   31174124   31206432    112       9  900     0.068488       0.4727
7805         1   31195315   31240683     67      14  780      0.17816       0.4293
9672         1   31332313   31391480     96      25  772      -1.4211      0.92236
9698         1   31394353   31548838    240      15  901      -0.7619      0.77694
79570        1   31642592   31722734    201      10  891      0.94355       0.1727
9410         1   31722415   31779644    119       5  928       1.8101     0.035143
51538        1   31759832   31848569    158       6  932       2.0783     0.018841
2170         1   31828100   31855923     42       4  934       1.3694     0.085437
347735       1   31872412   31917527    121       8  893       1.2907     0.098407
64129        1   32032086   32063290     24       7  679      0.44958      0.32651
3061         1   32073290   32103214     51       4  887       0.1216      0.45161
553115       1   32085463   32120838     50       4  909    -0.072497       0.5289
1307         1   32107848   32179768     91      12  847      0.93262      0.17551
576          1   32182718   32240494     20       4  670       1.4321     0.076054
90853        1   32246023   32291630     60       9  836      0.28531       0.3877
8073         1   32362022   32413988     38       4  879    -0.087558      0.53489
10657        1   32469295   32536460     11       5  748      0.36036      0.35929
55116        1   32528503   32578467     38       2  929     -0.69295      0.75583
23633        1   32563644   32652169     63       2  907     -0.70376      0.75921
200081       1   32635293   32673886     27       2  911     -0.58989      0.72237
79140        1   32656202   32680991     18       2  930     -0.28985      0.61404
55721        1   32661236   32684288     15       2  929     -0.18164      0.57207
149069       1   32664695   32691797     23       2  929     -0.31756      0.62459
56063        1   32670040   32697954     27       2  929      -0.2811      0.61068
8668         1   32677971   32707205     28       1  931     -0.65416       0.7435
84734        1   32702818   32724461     12       2  931     -0.47732      0.68343
3932         1   32706840   32761766     11       4  595       1.5215     0.064064
3065         1   32747708   32809227      4       2  385      0.58896      0.27794
81629        1   32808365   32840098      2       1  467       -1.064      0.85634
100128071    1   32816871   32837844      2       1  467       -1.064      0.85634
55108        1   32820704   32870062      3       2  623     -0.11494      0.54575
728116       1   32920658   32963460     21       1  865      -0.7444      0.77168
653121       1   32994772   33081542    130       4  906       2.1359     0.016345
339487       1   33076421   33126565      6       2  836      -0.4127      0.66009
5928         1   33106749   33161812     10       2  893     -0.92796      0.82328
81493        1   33135507   33178361     12       3  852     -0.75912      0.77611
57648        1   33197492   33250571     47       9  833      0.50187      0.30788
8565         1   33230840   33293633     81       6  925       1.1215      0.13105
64766        1   33272368   33334480     64       7  904      0.99252      0.16047
252995       1   33317869   33348093     32       6  854      0.27984       0.3898
3208         1   33341688   33370247     14       3  845     -0.49342      0.68914
113452       1   33350196   33377041     10       1  923     -0.18523      0.57348
127544       1   33392050   33440467     62       5  931      0.16356      0.43504
204          1   33463541   33512512     41       2  896    -0.088979      0.53545
113451       1   33536711   33596132     43       2  920     -0.31706       0.6244
55223        1   33601000   33657671     81       2  907    -0.086492      0.53446
149076       1   33711908   33776321     69       6  877     0.074585      0.47027
127550       1   33762367   33796699     67       8  924      0.66523      0.25295
1912         1   33779224   33851194    151      13  901      0.75281      0.22578
7579         1   33928232   33972105     73       6  915      -1.4108      0.92085
114784       1   33969609   34641443   1293     103  859      0.10364      0.45873
127540       1   34316076   34340392     29       5  900     -0.36642      0.64298
84970        1   34622624   34694732    150      19  847       1.1872      0.11758
2701         1   35248559   35271351      7       2  387      0.82932      0.20346
113444       1   35305963   35335417     40      11  842      0.23443      0.40733
58512        1   35321037   35401083     71      16  798     0.015094      0.49398
9204         1   35441766   35507569      3       2  747     -0.38158      0.64861
79830        1   35515387   35591460     30       2  918     -0.85921      0.80489
6421         1   35631981   35668766      9       2  445       1.4863     0.068604
9202         1   35724444   35897545     14       2  865      0.36473      0.35766
79932        1   35889091   36033037     22       3  858     0.020178      0.49195
23154        1   36013311   36042380      5       1  926      0.26251      0.39647
339488       1   36028971   36070929      6       1  924      0.17877      0.42906
5690         1   36030259   36117445      9       1  927     0.054778      0.47816
127703       1   36169477   36194790     23       3  932     -0.41101      0.65947
63967        1   36175819   36245568     63       4  926     -0.55394      0.71019
192670       1   36263231   36333491     47       5  917     -0.71615      0.76305
26523        1   36325412   36405211     41       3  905     -0.50168      0.69205
192669       1   36386364   36532360     68       3  916      -1.0154      0.84505
27285        1   36539676   36563877     15       2  894     -0.77371      0.78045
54936        1   36544453   36569533     22       4  831     -0.61971      0.73227
1296         1   36550840   36601305     60       7  892      0.12262       0.4512
27095        1   36592170   36631654     38       3  884      0.97739      0.16419
55700        1   36611751   36656450     35       3  876      0.67795       0.2489
9967         1   36680017   36780958     76       2  902    -0.079188      0.53156
79729        1   36761889   36803544     38       3  899     -0.44755      0.67276
55194        1   36777631   36800567     21       4  877     -0.63318      0.73669
83931        1   36795225   36861525     77       9  865    -0.042939      0.51712
84967        1   36849031   36873493     76       5  918       1.4653     0.071423
127700       1   36873507   36926086    200       9  928       1.7636     0.038903
64960        1   36911362   36940040     81       6  918       1.9451     0.025884
1441         1   36921644   36958915     70      10  834       2.0775      0.01888
2899         1   37251128   37509844    331      26  873     -0.92155      0.82162
80149        1   37930119   37959978     48      10  903       3.7445   9.0371e-05
64769        1   37945561   37990420    106      14  865       3.9354   4.1531e-05
79753        1   37990050   38029945     65       9  841       2.6316    0.0042495
7802         1   38012520   38042458     57       8  822       2.6959    0.0035101
29889        1   38022413   38071586     87      10  853       2.6385    0.0041638
284654       1   38066821   38110595     82      13  710       2.2335     0.012757
54955        1   38137242   38168007     68       8  800       -0.882      0.81111
55143        1   38148073   38185391     96       8  872      -0.9169       0.8204
284656       1   38171646   38240824    210      21  883      -1.3019      0.90352
149175       1   38249721   38277278     37       6  779      -1.2768      0.89916
79693        1   38258614   38283865     22       4  635      -1.0468      0.85241
